time,open,high,low,close,symbol,volume,quote_volume,ÕÇµø·ù,Õñ·ù,ÉÏÕÇ,ÏÂµø,Dc_2,ApzUpper_2,Turtle_2,ÉÏÕÇÊýÁ¿,ÏÂµøÊýÁ¿,ÉÏÕÇ±ÈÀý,rank_Dc_2,rank_ÕÇµø·ù,rank_Õñ·ù,rank_Turtle_2,rank_sum,rank
2021-05-19 23:59:00,0.010916,0.012694,0.00475,0.009115,1000SHIB-USDT,54781487120.0,566096942.726811,-0.16498717478930014,0.727739098570905,0,1,1.075425790754258,0.9999995500444697,-0.2957787883416189,0,111,0.0,11.0,79.0,3.0,8.0,101.0,1.0
2021-05-20 11:59:00,0.009126,0.01135,0.007923,0.010297,1000SHIB-USDT,47380338269.0,461780051.139637,0.12967635765222174,0.3755204909051064,1,0,0.9108002751662462,0.0,0.0,111,0,1.0,8.0,25.0,12.0,2.0,47.0,1.0
2021-05-20 23:59:00,0.010297,0.012176,0.009302,0.009661,1000SHIB-USDT,44617485904.0,466771519.380409,-0.06176556278527734,0.27911042051082835,0,1,0.42320513458381015,0.0,0.0,75,36,0.6756756756756757,21.0,6.0,4.0,33.0,64.0,1.0
2021-05-24 23:59:00,0.008481,0.012111,0.008379,0.0106439999999999,1000SHIB-USDT,58333758081.0,586489168.98436,0.2550406791651809,0.44004244782454904,1,0,0.44914054600606684,0.9999995285427044,5.353827875546055,107,4,0.963963963963964,6.0,110.0,1.0,1.0,118.0,1.0
2021-05-25 11:59:00,0.010645,0.01115,0.008705,0.00885,1000SHIB-USDT,30798595474.0,302495564.918541,-0.16854565952648592,0.22968529826209497,0,1,0.36427525622254764,0.9999964493412788,0.0,3,108,0.02702702702702703,4.0,7.0,17.0,4.0,32.0,1.0
2021-05-31 23:59:00,0.007959,0.00995,0.007809,0.0092859999999999,1000SHIB-USDT,33043752265.0,294356817.529667,0.16658291457285168,0.2690036436738284,1,0,0.2581560283687943,0.9999993793672514,12.508253938306742,102,9,0.918918918918919,6.0,109.0,1.0,1.0,117.0,1.0
2021-06-02 23:59:00,0.009809,0.010249,0.00925,0.009429,1000SHIB-USDT,25665465622.0,247133246.355343,-0.038837920489296573,0.10184524416352328,0,1,0.20091180631976105,0.0,0.0,87,24,0.7837837837837838,11.0,4.0,23.0,70.0,108.0,1.0
2021-06-16 11:59:00,0.009029,0.009142,0.008315,0.008496,1000SHIB-USDT,43215460520.0,378430709.816225,-0.059448688143473816,0.09159375346107003,0,1,0.32313688437464466,0.9999836596789133,0.0,6,107,0.05309734513274336,1.0,16.0,22.0,6.0,45.0,1.0
2021-06-16 23:59:00,0.008496,0.009327,0.0081319999999999,0.008313,1000SHIB-USDT,50778403730.0,442001283.62712,-0.021539548022598942,0.14065442561206457,0,1,0.13689214731658256,0.9999935272802024,0.0,35,78,0.30973451327433627,14.0,26.0,2.0,9.0,51.0,1.0
2021-06-19 11:59:00,0.007272,0.008482,0.00718,0.008175,1000SHIB-USDT,32132316815.0,244719392.031596,0.12417491749174925,0.17904290429042907,1,0,0.1938570966698998,0.999998388619701,0.32989204871798683,69,44,0.6106194690265486,1.0,113.0,1.0,1.0,116.0,1.0
2021-08-08 23:59:00,0.008026,0.008221,0.007239,0.007295,1000SHIB-USDT,37581915250.0,286952419.027151,-0.090852442671984,0.12235235484674799,0,1,0.2037220843672457,0.9999938314924636,0.0,3,114,0.02564102564102564,1.0,1.0,4.0,4.0,10.0,1.0
2021-10-09 23:59:00,0.028079,0.028488,0.02445,0.0266889999999999,1000SHIB-USDT,65436562474.0,1712026335.264818,-0.049503187435453566,0.14380854019017772,0,1,0.21255597185415007,0.0,0.0,73,59,0.553030303030303,2.0,1.0,1.0,50.0,54.0,1.0
2021-10-24 23:59:00,0.041566,0.044774,0.032775,0.036084,1000SHIB-USDT,152016598615.0,5999936032.352502,-0.13209543967673665,0.288673435019006,0,1,0.3094559568788766,0.9999998506125305,0.0,39,96,0.28888888888888886,1.0,1.0,1.0,15.0,18.0,1.0
2021-10-28 11:59:00,0.078997,0.0886,0.05865,0.07828,1000SHIB-USDT,160559956767.0,11793555836.53858,-0.009164092957317238,0.37912832132865804,0,1,0.48293544922213544,0.999999943779185,0.0,132,4,0.9705882352941176,1.0,3.0,3.0,17.0,24.0,1.0
2021-10-28 23:59:00,0.07828,0.080481,0.0589,0.068661,1000SHIB-USDT,109417948181.0,7598723070.626389,-0.1228794072560041,0.27568983137455283,0,1,0.40679117147707977,0.999999303340951,0.0,73,63,0.5367647058823529,2.0,1.0,2.0,72.0,77.0,1.0
2021-10-30 11:59:00,0.074837,0.078188,0.071,0.073232,1000SHIB-USDT,30285028198.0,2248386565.270335,-0.021263515229274388,0.09604874594117882,0,1,0.15759482318528786,0.0,0.0,42,94,0.3088235294117647,9.0,23.0,15.0,42.0,89.0,1.0
2021-11-06 11:59:00,0.062512,0.06306,0.054862,0.057457,1000SHIB-USDT,45288757253.0,2668694605.875405,-0.08077624548043227,0.131142820578449,0,1,0.2795623632385141,0.0,0.0,14,122,0.10294117647058823,2.0,1.0,8.0,9.0,20.0,1.0
2021-11-06 23:59:00,0.057457,0.061683,0.055758,0.0587009999999999,1000SHIB-USDT,38674900282.0,2270414033.616864,0.021650973771688342,0.10312059453156272,1,0,0.13904106104034877,0.0,0.0,132,4,0.9705882352941176,9.0,38.0,9.0,49.0,105.0,1.0
2021-11-30 23:59:00,0.0536149999999999,0.054,0.0456,0.0474589999999999,1000SHIB-USDT,67965439837.0,3345278808.943987,-0.11480210392808043,0.1566725729739814,0,1,0.226542515092602,0.9999996533057541,0.0,37,101,0.26811594202898553,3.0,1.0,2.0,27.0,33.0,1.0
2021-12-01 11:59:00,0.04746,0.048843,0.04418,0.045668,1000SHIB-USDT,27724876500.0,1277669307.884905,-0.03773783686971699,0.09825115887062791,0,1,0.20004074149521295,0.0,0.0,105,33,0.7608695652173914,6.0,4.0,17.0,46.0,73.0,1.0
2021-12-04 23:59:00,0.034456,0.039564,0.034455,0.036389,1000SHIB-USDT,27672274082.0,1028938105.479067,0.05613118560441155,0.1482760622242861,1,0,0.36836184604596217,0.0,0.0,138,0,1.0,107.0,16.0,26.0,2.0,151.0,1.0
2022-01-13 23:59:00,0.031658,0.032521,0.0292,0.029651,1000SHIB-USDT,18804503557.0,573833968.862772,-0.06360334754460761,0.10490239433950348,0,1,0.11991951710261578,0.9999991317383008,0.0,7,135,0.04929577464788732,11.0,6.0,3.0,8.0,28.0,1.0
2022-01-24 23:59:00,0.019452,0.022299,0.018628,0.021185,1000SHIB-USDT,28031751110.0,563458389.647633,0.08909109603125631,0.18872095414353282,1,0,0.21677635515137017,0.999979073906564,0.0,142,0,1.0,13.0,59.0,15.0,12.0,99.0,1.0
2022-02-07 11:59:00,0.028474,0.029568,0.02705,0.0280589999999999,1000SHIB-USDT,32537063048.0,918803168.207339,-0.01474770883809473,0.08843155159092504,0,1,0.2850077279752705,0.9999986934484727,0.0,120,22,0.8450704225352113,1.0,3.0,23.0,116.0,143.0,1.0
2022-02-08 23:59:00,0.033158,0.033158,0.029425,0.030968,1000SHIB-USDT,52404453122.0,1624637124.721022,-0.06621637920636836,0.11258218227878643,0,1,0.17745432022297922,0.9999621446825598,0.0,61,81,0.4295774647887324,4.0,1.0,8.0,23.0,36.0,1.0
2022-02-18 11:59:00,0.028196,0.029949,0.027804,0.028736,1000SHIB-USDT,15653915550.0,455869571.094576,0.01907936733101634,0.07607462051354806,1,0,0.12406072428123147,0.0,0.0,82,60,0.5774647887323944,7.0,128.0,8.0,2.0,145.0,1.0
2022-02-24 23:59:00,0.021679,0.025347,0.02136,0.023812,1000SHIB-USDT,40743098549.0,939072638.593721,0.09844081557339246,0.1839106969878685,1,0,0.20207636505799054,0.9999975865002112,0.0,143,0,1.0,28.0,49.0,33.0,7.0,117.0,1.0
2022-04-13 11:59:00,0.0269139999999999,0.028165,0.025965,0.026269,1000SHIB-USDT,45113201567.0,1211265950.433323,-0.023928956266488277,0.08174184439325291,0,1,0.19515408828050657,0.0,0.0,23,124,0.1564625850340136,2.0,24.0,10.0,12.0,48.0,1.0
2022-04-25 23:59:00,0.0236819999999999,0.025356,0.0233419999999999,0.024297,1000SHIB-USDT,16288875189.0,396176608.971292,0.025969090448446197,0.08504349294823527,1,0,0.1295930794104105,0.9999988643728756,0.38825308683767834,149,0,1.0,12.0,9.0,18.0,24.0,63.0,1.0
2022-06-22 23:59:00,0.01062,0.010659,0.009505,0.009668,1000SHIB-USDT,58727155417.0,590279753.006089,-0.08972789756143495,0.10866290018832397,0,1,0.15531565593751553,0.0,0.0,27,136,0.1656441717791411,17.0,3.0,19.0,11.0,50.0,1.0
2022-03-11 11:59:00,0.08054,0.08083,0.0745,0.07691,1000XEC-USDT,364591929.0,28031595.42367,-0.044952191729788815,0.07859448721132359,0,1,0.11583206879109764,0.0,0.0,96,48,0.6666666666666666,18.0,3.0,15.0,7.0,43.0,1.0
2022-04-03 11:59:00,0.12877,0.12914,0.11592,0.1200099999999999,1000XEC-USDT,1756365520.0,213269228.01244,-0.06802826745360024,0.10266366389687047,0,1,0.36631444124239604,0.0,0.0,121,26,0.8231292517006803,1.0,1.0,18.0,30.0,50.0,1.0
2022-05-16 23:59:00,0.04721,0.04912,0.04523,0.04676,1000XEC-USDT,839308224.0,39584731.91962,-0.009531878839228902,0.08239779707689043,0,1,0.18432462479155082,0.0,0.0,57,93,0.38,11.0,57.0,26.0,3.0,97.0,1.0
2022-06-06 11:59:00,0.04806,0.05767,0.04773,0.0553,1000XEC-USDT,729648874.0,40597590.91451,0.1508844953173778,0.20682480233042025,1,0,0.19799904716531674,0.9999998854437702,9.957000614276955,158,2,0.9875,6.0,156.0,5.0,5.0,172.0,1.0
2022-06-06 23:59:00,0.0553,0.0554,0.05175,0.05292,1000XEC-USDT,345991568.0,18550325.41779,-0.04303797468354431,0.06600361663652804,0,1,0.18861480075901324,0.9999978888756068,0.0,30,130,0.1875,5.0,4.0,39.0,32.0,80.0,1.0
2021-01-01 11:59:00,1.3658,1.4033,1.1222,1.1734,1INCH-USDT,25403471.0,31517115.0848,-0.14200058496636436,0.20581344267096202,0,1,0.22471821237888076,0.9999999751736793,0.0,63,15,0.8076923076923077,6.0,1.0,2.0,55.0,64.0,1.0
2021-01-15 23:59:00,1.458,1.4652,1.174,1.3501,1INCH-USDT,24372517.0,32370291.279,-0.07375137211855098,0.19972565157750352,0,1,0.2544048769608208,0.999999993023491,0.0,17,62,0.21518987341772153,7.0,3.0,9.0,17.0,36.0,1.0
2021-01-31 23:59:00,5.2199,5.47,4.4658,4.9459,1INCH-USDT,32233174.0,163460101.3757,-0.05321694519420361,0.1923791643518075,0,1,0.22511028973411243,0.9999999976622941,0.0,10,74,0.11904761904761904,8.0,25.0,6.0,9.0,48.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,23107874.0,108557900.0927,-0.030732525930568744,0.17489187987551033,0,1,0.2436193230176065,0.9999999928206358,0.0,54,31,0.6352941176470588,7.0,8.0,10.0,26.0,51.0,1.0
2021-02-26 23:59:00,4.6859,5.1732,4.2659,4.4929,1INCH-USDT,37632022.0,176510627.0359,-0.04100320170757732,0.19362342346187483,0,1,0.3133629218884503,0.9999999921078203,0.0,46,45,0.5054945054945055,2.0,2.0,8.0,7.0,19.0,1.0
2021-02-27 11:59:00,4.4952,4.8758,4.265,4.447,1INCH-USDT,20112897.0,91278641.1166,-0.010216118765162707,0.1358782701548319,0,1,0.19245195058379777,0.0,0.0,87,4,0.9560439560439561,12.0,3.0,10.0,71.0,96.0,1.0
2021-05-09 11:59:00,7.4916,7.5453,6.7252,7.0208,1INCH-USDT,20767755.0,146640672.2074,-0.06275614412153407,0.10946927225158845,0,1,0.15926975133774002,0.999999987041554,0.0,14,94,0.12962962962962962,14.0,7.0,17.0,11.0,49.0,1.0
2021-06-04 23:59:00,3.3444,3.66,3.2779,3.3719,1INCH-USDT,28490792.0,100218572.222,0.008132268962836697,0.11425068771678039,1,0,0.1664816870144284,0.9999999908764104,0.0,106,5,0.954954954954955,43.0,20.0,14.0,4.0,81.0,1.0
2021-06-22 23:59:00,2.3152,2.6418,2.0656,2.4016,1INCH-USDT,39661168.0,94119712.4997,0.03687073655124795,0.24887698686938498,1,0,0.3191472048173164,0.0,0.0,102,12,0.8947368421052632,12.0,55.0,15.0,2.0,84.0,1.0
2021-10-27 23:59:00,6.0771,6.1943,5.3345,5.7196,1INCH-USDT,139916542.0,794108252.5904,-0.05882740122755914,0.1414819568544207,0,1,0.6621364361997285,0.0,0.0,15,121,0.11029411764705882,1.0,3.0,8.0,5.0,17.0,1.0
2022-07-15 23:59:00,0.6622,0.6949,0.6372,0.6521,1INCH-USDT,72016312.0,47514859.303,-0.015252189670794336,0.08713379643612197,0,1,0.14128341422078425,0.9999999249253508,0.0,78,91,0.46153846153846156,9.0,28.0,8.0,69.0,114.0,1.0
2021-01-05 11:59:00,114.344,120.299,98.653,114.263,AAVE-USDT,500826.0,55236719.6039,-0.000516086142649641,0.18930595396347863,0,1,0.25691102668730365,0.9999999998655199,0.0,63,15,0.8076923076923077,8.0,15.0,6.0,50.0,79.0,1.0
2021-05-18 23:59:00,655.58,666.8,591.0,627.87,AAVE-USDT,829885.6,524105304.613,-0.04222408664480204,0.11562280728515201,0,1,0.16983127511755425,0.9999999995310641,0.0,19,91,0.17272727272727273,20.0,46.0,20.0,18.0,104.0,1.0
2021-05-23 23:59:00,285.78,299.91,207.15,292.82,AAVE-USDT,1074317.2,274189056.3559,0.024562631210636843,0.3245853453705649,1,0,0.5141217609611763,0.0,0.0,39,72,0.35135135135135137,13.0,87.0,10.0,3.0,113.0,1.0
2021-07-03 11:59:00,233.91,267.43,227.54,260.42,AAVE-USDT,563612.2,140685460.354,0.11376272346249272,0.17053567611474504,1,0,0.1969111969111969,0.9999999999577892,2.11952191066174,103,11,0.9035087719298246,3.0,112.0,2.0,2.0,119.0,1.0
2022-04-14 11:59:00,178.14,180.3,171.61,172.28,AAVE-USDT,423301.8,74624360.169,-0.032895475468732394,0.048781856966430885,0,1,0.104341736694678,0.0,0.0,34,113,0.23129251700680273,26.0,6.0,41.0,37.0,110.0,1.0
2022-05-20 23:59:00,97.42,97.94,84.41,90.11,AAVE-USDT,1248984.7,113391475.397,-0.07475100112947941,0.1388831862040649,0,1,0.15305508451397637,0.999999999805285,0.0,2,151,0.013071895424836602,15.0,13.0,4.0,3.0,35.0,1.0
2022-06-22 11:59:00,66.34,67.82,61.25,63.38,AAVE-USDT,1081213.4,69115121.205,-0.04461863129333732,0.09903527283690071,0,1,0.23639504750935791,0.0,0.0,18,145,0.11042944785276074,5.0,18.0,19.0,14.0,56.0,1.0
2022-06-25 23:59:00,72.8,73.34,66.45,69.91,AAVE-USDT,830928.8,57549049.309,-0.03996154902499305,0.09464285714285715,0,1,0.13014421385860006,0.9999999990585751,0.0,117,46,0.7177914110429447,18.0,4.0,23.0,89.0,134.0,1.0
2022-07-05 11:59:00,63.04,64.31,58.83,59.19,AAVE-USDT,618624.8,38298904.555,-0.0612212529738303,0.08692893401015235,0,1,0.08900438525255813,0.9999999994134466,0.0,6,159,0.03636363636363636,36.0,12.0,27.0,9.0,84.0,1.0
2022-07-08 11:59:00,71.1,75.93,68.22,69.48,AAVE-USDT,1819628.1,130846741.61,-0.023196963306621576,0.10843881856540097,0,1,0.18566493955094998,0.9999999997621078,0.0,13,154,0.07784431137724551,2.0,78.0,5.0,16.0,101.0,1.0
2021-01-07 11:59:00,0.3331699999999999,0.356,0.30616,0.31217,ADA-USDT,752739499.0,249605824.79643,-0.06283398378865201,0.14959330071735152,0,1,0.20946470131885184,0.9999999494913282,0.0,40,38,0.5128205128205128,14.0,3.0,16.0,36.0,69.0,1.0
2021-02-27 23:59:00,1.4598,1.46045,1.251,1.31376,ADA-USDT,1204274005.0,1645759846.93947,-0.10028763183125589,0.14347855870667225,0,1,0.1901252763448784,0.9999999819448865,0.0,14,77,0.15384615384615385,9.0,2.0,8.0,15.0,34.0,1.0
2022-01-18 11:59:00,1.6004,1.6363,1.473,1.4914,ADA-USDT,910134698.0,1417478839.6452,-0.0678167385461591,0.10203699075231192,0,1,0.11839337152474354,0.9999999838755643,0.0,13,129,0.09154929577464789,11.0,3.0,6.0,5.0,25.0,1.0
2022-01-20 11:59:00,1.3357,1.3727,1.3159,1.3488,ADABUSD,43383471.0,58406537.9429,0.009580838323353325,0.04252451897881258,1,0,0.09193068948017111,0.0,0.0,135,7,0.9507042253521126,7.0,26.0,44.0,22.0,99.0,1.0
2022-06-03 23:59:00,0.5547,0.5747,0.5379,0.5588,ADABUSD,70119274.0,38905405.2627,0.007573025604038941,0.06634216693708302,1,0,0.11758530183727021,0.0,0.0,128,32,0.8,19.0,74.0,25.0,14.0,132.0,1.0
2021-01-20 11:59:00,0.01844,0.01844,0.01529,0.01574,AKRO-USDT,171145505.0,2873199.73837,-0.14316820903646787,0.17082429501084606,0,1,0.26889329181998295,0.0,-0.08474552331773019,4,76,0.05,3.0,1.0,7.0,11.0,22.0,1.0
2021-01-28 11:59:00,0.02028,0.02205,0.01878,0.02078,AKRO-USDT,163679850.0,3359347.9745899998,0.02364532019704435,0.1612426035502958,1,0,0.275413119679515,0.0,0.2891548846091299,82,2,0.9761904761904762,9.0,8.0,18.0,20.0,55.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0.35109004739336486,0,1,0.45790068880435897,0.0,0.0,65,20,0.7647058823529411,3.0,1.0,3.0,65.0,72.0,1.0
2021-03-29 11:59:00,0.07371,0.0785,0.07052,0.0710799999999999,AKRO-USDT,1187977427.0,88259631.02643,-0.03489477257298168,0.10826210826210828,0,1,0.2512188127330099,0.9999994999084157,0.0,93,9,0.9117647058823529,5.0,3.0,19.0,72.0,99.0,1.0
2021-04-08 11:59:00,0.07851,0.07893,0.0724799999999999,0.07488,AKRO-USDT,550489500.0,41468271.92356,-0.04538500764915854,0.08215513947267984,0,1,0.24617330803289045,0.0,0.0,93,12,0.8857142857142857,10.0,3.0,51.0,15.0,79.0,1.0
2021-04-28 23:59:00,0.05476,0.0558,0.04985,0.05096,AKRO-USDT,590339428.0,31318604.58258,-0.06888361045130464,0.10865595325054792,0,1,0.14384798099762683,0.9999992845948215,0.0,66,42,0.6111111111111112,39.0,3.0,14.0,22.0,78.0,1.0
2021-06-12 23:59:00,0.01979,0.02158,0.01966,0.01983,AKRO-USDT,847368737.0,17465523.00454,0.002021222839818204,0.09701869631126823,1,0,0.14193548387096763,0.0,0.0,56,56,0.5,19.0,60.0,11.0,4.0,94.0,1.0
2021-06-15 23:59:00,0.0238099999999999,0.02438,0.02255,0.02273,AKRO-USDT,508499815.0,11957192.39276,-0.04495798319327737,0.07685846283074363,0,1,0.12167952013710379,0.9999959511609023,0.0,41,71,0.36607142857142855,13.0,8.0,19.0,30.0,70.0,1.0
2021-06-27 11:59:00,0.0161,0.01658,0.01548,0.01559,AKRO-USDT,265953263.0,4281006.24073,-0.031075201988812973,0.06832298136645965,0,1,0.12495994873438002,0.0,0.0,43,71,0.37719298245614036,13.0,8.0,17.0,40.0,78.0,1.0
2021-07-09 23:59:00,0.01914,0.021,0.0187,0.0198199999999999,AKRO-USDT,1910618677.0,38609680.19007,0.03606900156821213,0.12016718913270637,1,0,0.19952867242733704,0.9999986159075528,0.5609710490157788,112,2,0.9824561403508771,7.0,40.0,12.0,27.0,86.0,1.0
2021-07-13 11:59:00,0.02355,0.02489,0.02135,0.02167,AKRO-USDT,2023255641.0,46851810.4577,-0.08061094611794273,0.15031847133757953,0,1,0.15311418685121098,0.999999488706771,0.0,21,93,0.18421052631578946,3.0,2.0,3.0,9.0,17.0,1.0
2021-07-25 11:59:00,0.02108,0.0213,0.02005,0.02038,AKRO-USDT,987956616.0,20282638.30445,-0.03274798291409586,0.05929791271347253,0,1,0.15314632297195382,0.999994690472438,0.0,38,77,0.33043478260869563,11.0,7.0,51.0,30.0,99.0,1.0
2021-08-07 23:59:00,0.02995,0.0301,0.02719,0.0279399999999999,AKRO-USDT,672403972.0,19045535.15893,-0.06711185308848422,0.09716193656093487,0,1,0.13223424351708427,0.9999991071140518,0.0,28,89,0.23931623931623933,12.0,1.0,14.0,32.0,59.0,1.0
2021-10-16 23:59:00,0.0358,0.03605,0.0331399999999999,0.03325,AKRO-USDT,1636388681.0,56323421.33038,-0.07122905027932958,0.08128491620112012,0,1,0.19195230998509683,0.9999961157545174,0.0,12,121,0.09022556390977443,7.0,1.0,14.0,15.0,37.0,1.0
2022-03-14 11:59:00,0.01089,0.0113,0.01059,0.01096,AKRO-USDT,1214271292.0,13284918.2383,0.007352941176479666,0.06519742883379236,1,0,0.11481975967957271,0.0,0.0,135,9,0.9375,10.0,19.0,30.0,42.0,101.0,1.0
2022-05-13 23:59:00,0.00448,0.00463,0.0037,0.00375,AKRO-USDT,2975674320.0,12487139.83821,-0.1610738255033557,0.2075892857142856,0,1,0.3092269326683291,0.0,0.0,3,147,0.02,23.0,3.0,8.0,10.0,44.0,1.0
2022-05-25 11:59:00,0.00488,0.00513,0.00421,0.00425,AKRO-USDT,18437178597.0,84370111.07225,-0.13087934560327197,0.18852459016393439,0,1,0.23809523809523817,0.9999948154603376,0.0,12,145,0.07643312101910828,4.0,1.0,3.0,15.0,23.0,1.0
2021-01-02 23:59:00,0.4541,0.4568,0.3892,0.408,ALGO-USDT,90397594.1,37934537.4586,-0.10171730515191546,0.14886588857079935,0,1,0.19620853080568718,0.9999999461345201,0.0,39,39,0.5,5.0,1.0,7.0,21.0,34.0,1.0
2021-02-13 11:59:00,1.7224,1.8046,1.35,1.4999,ALGO-USDT,68626713.5,110697738.62605,-0.12912965220925499,0.26393404551788197,0,1,0.31318526848467804,0.9999999953384098,0.0,20,65,0.23529411764705882,9.0,2.0,7.0,21.0,39.0,1.0
2021-06-11 11:59:00,1.0493,1.0811,0.9961,1.0288,ALGO-USDT,36475883.5,37884052.31926,-0.019349918978171732,0.08100638520918706,0,1,0.09800116437026973,0.9999992776602641,0.0,51,61,0.45535714285714285,53.0,16.0,30.0,13.0,112.0,1.0
2021-09-10 11:59:00,2.3054,2.4294,1.96,2.1137,ALGO-USDT,321318808.0,687454608.52695,-0.0832718913995748,0.2036089181920707,0,1,0.2665331573437713,0.999999992856125,0.0,32,96,0.25,6.0,2.0,3.0,29.0,40.0,1.0
2021-09-13 11:59:00,2.3795,2.5558,2.0086,2.0979,ALGO-USDT,265102609.1,588030606.44813,-0.11823301950235365,0.22996427820970797,0,1,0.23976864429059686,0.9999999953355264,0.0,7,121,0.0546875,5.0,5.0,1.0,8.0,19.0,1.0
2021-09-16 23:59:00,2.1877,2.2192,2.002,2.0384,ALGO-USDT,160215979.2,340587428.72228,-0.06828777767620442,0.09928235132787862,0,1,0.17957625874639124,0.999999872093989,0.0,24,104,0.1875,9.0,2.0,29.0,21.0,61.0,1.0
2022-01-04 11:59:00,1.7957,1.8467,1.7208,1.7473,ALGO-USDT,98427161.4,174394273.60533,-0.02695327727348662,0.07011193406471009,0,1,0.09691429869134476,0.9999999705256221,0.0,112,29,0.7943262411347518,32.0,1.0,29.0,50.0,112.0,1.0
2022-05-08 23:59:00,0.7652,0.7865,0.7178,0.7291,ALGO-USDT,465170576.7,347424514.62647,-0.04730171174702735,0.0897804495556717,0,1,0.1061792863359442,0.9999999130770708,-0.3407406145405123,8,143,0.052980132450331126,20.0,13.0,8.0,64.0,105.0,1.0
2021-03-19 11:59:00,17.047,18.044,16.01,16.493,ALICE-USDT,3221428.1,53882899.7936,-0.03238486359636272,0.11931718190884019,0,1,0.13084553613604163,0.0,0.0,92,7,0.9292929292929293,26.0,1.0,19.0,51.0,97.0,1.0
2021-03-27 11:59:00,13.439,13.582,12.233,12.489,ALICE-USDT,1998317.2,25839014.4327,-0.06992850759606795,0.10037949252176502,0,1,0.12398880496875353,0.0,0.0,32,69,0.31683168316831684,27.0,2.0,20.0,36.0,85.0,1.0
2021-04-25 23:59:00,9.374,9.694,7.75,8.185,ALICE-USDT,11102289.4,98002195.172,-0.126840196287604,0.20738212075954776,0,1,0.5503783353245718,0.0,0.0,18,90,0.16666666666666666,1.0,1.0,2.0,21.0,25.0,1.0
2021-04-29 23:59:00,14.61,15.134,12.852,13.473,ALICE-USDT,14661028.9,203037645.9365,-0.07807581770904615,0.1561943874058864,0,1,0.25166643994014415,0.9999999930245034,0.0,15,93,0.1388888888888889,3.0,2.0,4.0,17.0,26.0,1.0
