time,open,high,low,close,symbol,涨跌幅,上涨,下跌,ApzUpper_2,Atr_2,Lcsd_2,KcUpper_2,Bias_2,Dc_2,Sgcz_2,上涨数量,下跌数量,上涨比例,rank_Dc_2,rank_Sgcz_2,rank_sum,rank
2022-01-09 23:59:00,0.09251,0.09352,0.08541,0.08982,PEOPLE-USDT,-0.029287798551821065,0,1,0.0,0.0963531669865643,-0.06749794315677994,,-0.014861530024677938,0.1485937245976264,-0.06748338169815396,89,53,0.6267605633802817,1.0,5.0,6.0,1.0
2022-01-11 11:59:00,0.07916,0.08094,0.07826,0.07996,ARPA-USDT,0.009978527219906441,1,0,0.0,0.10312323257713754,-0.01667518314909493,,0.004964494438509437,0.1647764776477636,-0.06550574820244802,109,33,0.7676056338028169,7.0,4.0,11.0,1.0
2022-01-13 11:59:00,0.51926,0.5388,0.496,0.50492,ROSE-USDT,-0.0276723988522789,0,1,0.9999997790048439,0.1291727282490895,-0.032469757409884,,-0.014030325812089295,0.18292312367061672,-0.06218424847354656,36,106,0.2535211267605634,3.0,2.0,5.0,1.0
2022-01-14 11:59:00,0.0793,0.07956,0.0724,0.07456,PEOPLE-USDT,-0.05989156474593371,0,1,0.0,0.11607200883863002,-0.06263811289528824,,-0.030870215116656996,0.19451371571072307,-0.11005011816064468,30,112,0.2112676056338028,3.0,1.0,4.0,1.0
2022-01-15 11:59:00,0.35602,0.3563699999999999,0.34,0.34362,ONE-USDT,-0.034612575153115666,0,1,0.0,0.06374006518382962,-0.028764705036332234,,-0.017611069815312685,0.10801035029631886,-0.06522123355265343,108,34,0.7605633802816901,14.0,1.0,15.0,1.0
2022-01-15 23:59:00,8.298,8.355,8.142000000000001,8.234,QTUM-USDT,-0.00771270185586892,0,1,0.0,0.09514880232276805,-0.01522967328023721,,-0.003871279941929484,0.16173147817814248,-0.0559504700115218,70,72,0.49295774647887325,3.0,3.0,6.0,1.0
2022-01-16 11:59:00,0.09776,0.10199,0.09147,0.09257,CELR-USDT,-0.053089198036006535,0,1,0.9999997820106807,0.12756790836967427,-0.04039575375579404,,-0.027268428518888443,0.16389964461889472,-0.08477926889324519,48,94,0.3380281690140845,1.0,1.0,2.0,1.0
2022-01-16 23:59:00,0.09257,0.09357,0.0906,0.09246,CELR-USDT,-0.0011882899427460014,0,1,0.0,0.07290709614657083,-0.021136863009176422,,-0.0005944981894829837,0.11828236149332778,-0.05440784880263337,101,41,0.7112676056338029,5.0,2.0,7.0,1.0
2022-01-17 23:59:00,0.07589,0.07597,0.06455,0.06759,PEOPLE-USDT,-0.1101895734597157,0,1,0.9999996500067371,0.11995820271682339,-0.11192872007301022,,-0.05830721003134809,0.2221304138263445,-0.1370571162391171,17,125,0.11971830985915492,1.0,1.0,2.0,1.0
2022-01-18 23:59:00,12.224,12.617,11.03,11.384,GTC-USDT,-0.06909804562924182,0,1,0.9999999967616102,0.13107186719180122,-0.07039891199419866,,-0.03578537246432045,0.18428741923535955,-0.1204512090547389,95,47,0.6690140845070423,1.0,2.0,3.0,1.0
2022-01-19 23:59:00,1.4267,1.4427,1.3253,1.3353,ADA-USDT,-0.06406392374009962,0,1,0.0,0.10760318609703116,-0.042028219708532495,,-0.033091962346126214,0.14500664847085173,-0.1023796712666062,16,126,0.11267605633802817,3.0,1.0,4.0,1.0
2022-01-22 23:59:00,6.159,6.771,5.983,6.4510000000000005,DYDX-USDT,0.04741029387887652,1,0,0.0,0.30975416336241074,-0.05381915418047974,,0.023156225218080806,0.45273704080151017,-0.15213248320676573,89,53,0.6267605633802817,1.0,4.0,5.0,1.0
2022-01-23 23:59:00,0.03833,0.03945,0.03394,0.03744,PEOPLE-USDT,-0.022964509394571953,0,1,0.0,0.13476768743400216,-0.11608717852469694,,-0.011615628299894265,0.20991561181434606,-0.0795328630527688,74,68,0.5211267605633803,1.0,1.0,2.0,1.0
2022-01-25 11:59:00,6.093999999999999,6.425,5.742999999999999,5.957999999999999,UNFI-USDT,-0.022637795275590733,0,1,0.0,0.22847187655550052,-0.04945150609532987,,-0.011448481831756174,0.40142029527191175,-0.06716768425369073,58,84,0.4084507042253521,1.0,3.0,4.0,1.0
2022-01-25 23:59:00,5.962000000000001,6.069,5.6,5.761,UNFI-USDT,-0.033064786841221716,0,1,0.0,0.09821657137981073,-0.046339285631535894,,-0.016810308046760536,0.13721413721413725,-0.07779734259997194,121,21,0.852112676056338,8.0,1.0,9.0,1.0
2022-01-26 23:59:00,11.206,11.338,10.062,10.243,WAVES-USDT,-0.08593610565768328,0,1,0.9999998469950692,0.23036038976176032,-0.0658417808926248,,-0.044897198004569705,0.36127951106510925,-0.1213381941914321,15,127,0.1056338028169014,1.0,1.0,2.0,1.0
2022-01-27 11:59:00,2.245,2.2722,2.0861,2.1892,FTM-USDT,-0.024898668210770025,0,1,0.0,0.13312134948018853,-0.06282057397622087,,-0.01260627381999424,0.21081521506068013,-0.09721849894959307,58,84,0.4084507042253521,4.0,1.0,5.0,1.0
2022-01-27 23:59:00,1.0501,1.0689,0.9234,0.9612,LRC-USDT,-0.08457142857142852,0,1,0.9999998967247834,0.14692720763723144,-0.08901884244077499,,-0.04415274463007157,0.1990345701886976,-0.12474958910262622,51,91,0.3591549295774648,3.0,1.0,4.0,1.0
2022-01-28 11:59:00,54.086,55.724,48.58,49.152,LUNA-USDT,-0.09114106617851003,0,1,0.0,0.1796324818614203,-0.06250514613781265,,-0.04774636017552503,0.23634053367217284,-0.16211516822438435,38,104,0.2676056338028169,1.0,1.0,2.0,1.0
2022-01-29 23:59:00,42.881,43.66,40.83,41.522,ZEN-USDT,-0.031918118020097586,0,1,0.9999999909638302,0.09288853612595221,-0.03371295615142925,,-0.016217881132052803,0.12164245226911365,-0.049404761893451166,93,49,0.6549295774647887,7.0,4.0,11.0,1.0
2022-01-30 11:59:00,0.09081,0.09764,0.07935,0.09258,PEOPLE-USDT,0.019603524229074853,1,0,0.9999998953633183,0.3039044606827353,-0.15551352797561072,,0.00970662013305712,0.50294796206101,-0.04300185621233653,101,41,0.7112676056338029,1.0,4.0,5.0,1.0
2022-02-01 11:59:00,0.09736,0.1048,0.0867,0.08982,PEOPLE-USDT,-0.07753928314675984,0,1,0.9999996480491691,0.24296169667183085,-0.07952709578695533,,-0.040333351140552254,0.3496440782467351,-0.12707127391308873,104,38,0.7323943661971831,1.0,1.0,2.0,1.0
2022-02-01 23:59:00,0.08982,0.0903,0.0825299999999999,0.0861,PEOPLE-USDT,-0.04141616566466266,0,1,0.0,0.14705547976352956,-0.06579424866179097,,-0.021145975443383258,0.23776223776223906,-0.11737569273442415,63,79,0.44366197183098594,1.0,1.0,2.0,1.0
2022-02-02 11:59:00,45.2,45.724,44.38,45.377,FTTBUSD,0.003938140224341247,1,0,0.0,0.09493684861331918,-0.020459666511838608,,0.0019652004946124624,0.156585550099822,-0.05152376571808728,104,38,0.7323943661971831,3.0,4.0,7.0,1.0
2022-02-03 11:59:00,5.76,5.824,5.432,5.575,MASK-USDT,-0.03194999131793719,0,1,0.0,0.11249338274219159,-0.04326215014126987,,-0.016234339156520172,0.18418853418017705,-0.09775044489763697,41,101,0.2887323943661972,3.0,1.0,4.0,1.0
2022-02-05 23:59:00,0.9997,1.0132,0.935,0.9588,LRC-USDT,-0.040912273682104705,0,1,0.9999998770717786,0.10380393158029101,-0.04732620270239344,,-0.02088332907837631,0.1289225537177306,-0.06280240396068247,28,114,0.19718309859154928,10.0,6.0,16.0,1.0
2022-02-06 11:59:00,0.10893,0.114,0.0972,0.09946,PEOPLE-USDT,-0.08685273595299303,0,1,0.999999724691864,0.193828582397543,-0.07191357284839797,,-0.04539783088588156,0.2291737504250255,-0.130328323321967,96,46,0.676056338028169,2.0,1.0,3.0,1.0
2022-02-06 23:59:00,0.09945,0.10081,0.08845,0.09287,PEOPLE-USDT,-0.06625779207721705,0,1,0.0,0.15161441272812357,-0.08722441071515989,,-0.03426402537305684,0.2524080019757965,-0.1353288827029578,126,16,0.8873239436619719,2.0,1.0,3.0,1.0
2022-02-07 11:59:00,0.028474,0.029568,0.02705,0.0280589999999999,1000SHIB-USDT,-0.01474770883809473,0,1,0.9999986934484727,0.16141356255969472,-0.04506467834946957,,-0.007428632070467178,0.2850077279752705,-0.03854850652806433,120,22,0.8450704225352113,1.0,3.0,4.0,1.0
2022-02-07 23:59:00,0.37121,0.37699,0.34567,0.3479,GALA-USDT,-0.06284513643832668,0,1,0.0,0.15680057847677056,-0.040197296838103046,,-0.03244197850180086,0.23724073642507576,-0.08566472396050645,124,18,0.8732394366197183,3.0,2.0,5.0,1.0
2022-02-08 11:59:00,0.09006,0.09147,0.0805,0.08381,PEOPLE-USDT,-0.06960479573712253,0,1,0.0,0.13399275403990968,-0.08006210185563943,,-0.03605727758928057,0.2149786573535108,-0.12405935158242519,17,125,0.11971830985915492,4.0,1.0,5.0,1.0
2022-02-08 23:59:00,21.051,21.051,19.212,20.093,ENS-USDT,-0.04541783457646442,0,1,0.0,0.11243984249671872,-0.0707370393135867,,-0.023236595206844513,0.19922671353251326,-0.09722783838916833,61,81,0.4295774647887324,2.0,2.0,4.0,1.0
2022-02-09 11:59:00,0.38083,0.3957,0.35252,0.35965,GALA-USDT,-0.055640163848335256,0,1,0.9999986880307516,0.14293238261151398,-0.05028083370359614,,-0.0286161865791571,0.21265412251516766,-0.07544986952571052,91,51,0.6408450704225352,2.0,2.0,4.0,1.0
2022-02-09 23:59:00,0.7184,0.7956,0.7022,0.7332,KEEP-USDT,0.020459290187891277,1,0,0.9999999664221337,0.18220017910036507,-0.03367986280717932,,0.010126059103120477,0.3529759704251387,-0.037542661623225705,125,17,0.8802816901408451,1.0,10.0,11.0,1.0
2022-02-10 11:59:00,0.7329,0.7563,0.691,0.6996,KEEP-USDT,-0.04582651391162029,0,1,0.0,0.11076214405360132,-0.03675832074155828,,-0.02345058626465657,0.14072379927351006,-0.0983955139068816,75,68,0.5244755244755245,4.0,1.0,5.0,1.0
2022-02-11 11:59:00,0.10402,0.1077,0.0964,0.09851,ARPA-USDT,-0.052970582580272985,0,1,0.9999986797894976,0.2120673480472029,-0.05046679974410785,,-0.027205846047499094,0.3218262240073212,-0.11200251390431214,100,44,0.6944444444444444,1.0,1.0,2.0,1.0
2022-02-12 11:59:00,1.567,1.567,1.465,1.544,LIT-USDT,-0.01467772814294821,0,1,0.0,0.16747026679524277,-0.061774743605632405,,-0.007393121182898699,0.28554710356933877,-0.12272727202995823,62,82,0.4305555555555556,1.0,3.0,4.0,1.0
2022-02-12 23:59:00,4.7512,4.8301,4.1825,4.2603,BAND-USDT,-0.10364198699741223,0,1,0.9999999653616422,0.19969600142013968,-0.0774895395636811,,-0.054653175342828764,0.25276111299998905,-0.14495589578638174,69,75,0.4791666666666667,2.0,1.0,3.0,1.0
2022-02-13 11:59:00,0.09569,0.10165,0.09175,0.0926,ARPA-USDT,-0.03259506895110742,0,1,0.0,0.17119796091758718,-0.026267027109860758,,-0.01656754460492771,0.23814092314252253,-0.10371193885573805,112,32,0.7777777777777778,1.0,1.0,2.0,1.0
2022-02-14 11:59:00,25.019,25.172,24.0,24.283,HNT-USDT,-0.029844186975629294,0,1,0.0,0.08107395615760545,-0.027354166655269147,,-0.01514813538012294,0.14686124623581184,-0.08324524309753671,24,118,0.16901408450704225,1.0,2.0,3.0,1.0
2022-02-16 11:59:00,4.6302,4.8924,4.4683,4.5226,BAND-USDT,-0.023280926053904638,0,1,0.9999999833620609,0.07736261335081407,-0.024215025794562098,,-0.01177755927018298,0.09715479826394481,-0.05931048815077547,35,107,0.24647887323943662,8.0,3.0,11.0,1.0
2022-02-16 23:59:00,0.06934,0.0717,0.06604,0.06946,PEOPLE-USDT,0.0018750901485660165,1,0,0.0,0.08228258520066294,-0.05080253622008751,,0.0009366669068384681,0.11717747683535289,-0.04823238582729722,38,104,0.2676056338028169,3.0,5.0,8.0,1.0
2022-02-18 11:59:00,0.21398,0.21402,0.20009,0.20157,BLZ-USDT,-0.05773186237845873,0,1,0.0,0.10917230258249336,-0.03825778208517102,,-0.02972394040770987,0.19450021430666162,-0.11828003506933066,82,60,0.5774647887323944,1.0,1.0,2.0,1.0
2022-02-19 23:59:00,6.872999999999999,6.9910000000000005,6.597,6.754,QTUM-USDT,-0.01760000000000006,0,1,0.0,0.07997652065448686,-0.03296953155529699,,-0.008878127522193968,0.13472821092811188,-0.07104050605729886,127,15,0.8943661971830986,1.0,1.0,2.0,1.0
2022-02-20 23:59:00,4.994,5.05,4.671,4.732,UNFI-USDT,-0.05208333333333326,0,1,0.0,0.09605100781571384,-0.04089060149670041,,-0.026737967914437277,0.16084260261836797,-0.10191687207835065,26,116,0.18309859154929578,1.0,2.0,3.0,1.0
2022-02-21 11:59:00,4.3781,4.6036,4.2318,4.2537,BAND-USDT,-0.028702561994793818,0,1,0.0,0.09962817527886873,-0.02002693884392532,,-0.014560239079818849,0.1361404126935189,-0.10008885482760158,18,124,0.1267605633802817,2.0,1.0,3.0,1.0
2022-02-25 11:59:00,7.041,7.424,6.642,6.831,API3-USDT,-0.03120124804992197,0,1,0.0,0.17879268116986025,-0.04501656120894832,,-0.015847860538827252,0.2860662047729023,-0.06997957784890461,121,22,0.8461538461538461,2.0,1.0,3.0,1.0
2022-02-26 11:59:00,3.1663,3.5296,3.0843,3.1124,SAND-USDT,-0.01705406771096507,0,1,0.9999999945485715,0.10162769956042557,-0.017864669397060495,,-0.008600369497356208,0.1572264580500252,-0.07609647472772867,54,89,0.3776223776223776,6.0,3.0,9.0,1.0
2022-02-26 23:59:00,2.6725,2.7245,2.6427,2.6796,MANA-USDT,0.0025816589965204084,1,0,0.0,0.09272649141490559,-0.012657509317525847,,0.0012891654055264823,0.1477159228302581,-0.07419627870092987,77,66,0.5384615384615384,2.0,1.0,3.0,1.0
2022-02-27 11:59:00,12.254,13.42,11.469,12.103,WAVES-USDT,-0.011838667537557135,0,1,0.9999999989782165,0.1567492094780501,-0.06160083698526453,,-0.005954580920702002,0.20090200902009014,-0.07807739177477374,104,39,0.7272727272727273,1.0,1.0,2.0,1.0
2022-02-28 11:59:00,0.06037,0.06195,0.0580899999999999,0.0601,PEOPLE-USDT,-0.004637297118251116,0,1,0.0,0.12408698539176712,-0.03701152745541113,,-0.0023240371845949515,0.18907333800951004,-0.09056516750167726,126,17,0.8811188811188811,1.0,1.0,2.0,1.0
2022-03-01 11:59:00,0.07034,0.07508,0.06652,0.06776,PEOPLE-USDT,-0.036678987773670735,0,1,0.9999971163517308,0.1597393193338161,-0.038033668365353594,,-0.018682114409847905,0.247399536032328,-0.0789097969265554,77,66,0.5384615384615384,6.0,1.0,7.0,1.0
2022-03-01 23:59:00,17.091,19.825,16.9,17.437,WAVES-USDT,0.02018488181605438,1,0,0.9999999993004446,0.13814474789307532,-0.021568047324516344,,0.009991601262706373,0.21014492753623187,-0.0755732272627842,113,30,0.7902097902097902,3.0,1.0,4.0,1.0
2022-03-02 11:59:00,5.506,5.94,5.266,5.383,RUNE-USDT,-0.022339266254994605,0,1,0.9999999958483079,0.14289650105611168,-0.033896695719907464,,-0.011295803104049873,0.2330827067669173,-0.06561360863458887,68,75,0.4755244755244755,2.0,3.0,5.0,1.0
2022-03-02 23:59:00,0.07011,0.071,0.0634,0.06548,PEOPLE-USDT,-0.0661722760981176,0,1,0.0,0.09697640117994097,-0.0694006199683565,,-0.034218289085545806,0.12924166420773095,-0.08521932310431374,18,125,0.1258741258741259,6.0,2.0,8.0,1.0
2022-03-03 11:59:00,0.571,0.5719,0.5361,0.5469,ZRX-USDT,-0.04220665499124321,0,1,0.0,0.09142141515341252,-0.04262264423386315,,-0.02155827891582507,0.13805678562125556,-0.07890526182896392,36,107,0.2517482517482518,2.0,2.0,4.0,1.0
2022-03-04 11:59:00,18.304,20.95,17.883,18.999,WAVES-USDT,0.03796984265734271,1,0,0.9999999993253109,0.1309278074149531,-0.042973773951253645,,0.018631209286116057,0.16107486396575277,-0.06395033745679156,37,106,0.25874125874125875,2.0,4.0,6.0,1.0
2022-03-05 11:59:00,5.557,5.559,5.22,5.2860000000000005,UNFI-USDT,-0.048767320496670874,0,1,0.0,0.14202711426726936,-0.03860153249309954,,-0.0249930830950833,0.2511098081916408,-0.13894771112730417,110,33,0.7692307692307693,1.0,1.0,2.0,1.0
2022-03-05 23:59:00,1.2596,1.2835,1.2135,1.2265,TOMO-USDT,-0.02627818355033351,0,1,0.0,0.07465508225735083,-0.02435105047918428,,-0.013314025984474287,0.12086252951879517,-0.07542120481383148,127,16,0.8881118881118881,6.0,1.0,7.0,1.0
2022-03-07 11:59:00,4.692,4.884,4.424,4.444,RUNE-USDT,-0.052654018332978,0,1,0.0,0.09775588396278051,-0.03243670878743932,,-0.02703886152161994,0.12997992180069728,-0.10430313392259823,58,85,0.40559440559440557,2.0,1.0,3.0,1.0
2022-03-07 23:59:00,4.444,4.707,4.182,4.266,RUNE-USDT,-0.04005400540054005,0,1,0.0,0.11308840413318022,-0.041367766519923625,,-0.020436280137772322,0.1548643282594308,-0.1104160147838269,38,105,0.26573426573426573,5.0,1.0,6.0,1.0
2022-03-08 23:59:00,1.595,1.6281,1.46,1.5193,IMX-USDT,-0.047042589224110865,0,1,0.0,0.15782374100719426,-0.06630136940889474,,-0.024087872559095502,0.22734861132190015,-0.12245133643821787,33,111,0.22916666666666666,4.0,1.0,5.0,1.0
2022-03-09 23:59:00,1.7126,1.7618,1.5277,1.6029,IMX-USDT,-0.06427320490367783,0,1,0.9999999465243555,0.1621580867939322,-0.08525888534883232,,-0.033203655116258,0.2113719091251412,-0.08153793214796055,65,79,0.4513888888888889,5.0,2.0,7.0,1.0
2022-03-10 23:59:00,0.8661,0.9345,0.815,0.8668,ICX-USDT,0.0010393809908766372,1,0,0.9999998277845015,0.2019968834766548,-0.06300613419624458,,0.0005194205575107524,0.2755884686590849,-0.13751243644266203,110,34,0.7638888888888888,1.0,1.0,2.0,1.0
2022-03-11 11:59:00,1.0339,1.054,0.9765,0.9978,STORJ-USDT,-0.03538283062645009,0,1,0.0,0.17148902667060334,-0.04055299497641556,,-0.018010038382048732,0.26269872043427683,-0.10152626985253939,96,48,0.6666666666666666,1.0,1.0,2.0,1.0
2022-03-12 11:59:00,3.31,3.366,3.258,3.293,ANC-USDT,-0.005135951661631388,0,1,0.0,0.08662729062547328,-0.013351749498613376,,-0.0025745873087990034,0.1414717626925271,-0.07499999978932581,119,25,0.8263888888888888,4.0,4.0,8.0,1.0
2022-03-12 23:59:00,0.1386099999999999,0.14742,0.13258,0.1328,BLZ-USDT,-0.0414320773783744,0,1,0.9999997021880583,0.07975234023734074,-0.02330668099964491,,-0.02115427139382131,0.10599999999999993,-0.08797472096870274,19,125,0.13194444444444445,7.0,1.0,8.0,1.0
2022-03-13 11:59:00,0.1328,0.13685,0.13228,0.1332,BLZ-USDT,0.003012048192771122,1,0,0.0,0.07296992481203016,-0.005442999286133413,,0.0015037593984983388,0.10825884876653548,-0.06286276688621613,82,62,0.5694444444444444,5.0,1.0,6.0,1.0
2022-03-14 23:59:00,0.389,0.4239,0.3724,0.4089,OGN-USDT,0.05142710208279744,1,0,0.9999999335059625,0.1995487590874906,-0.07116004105370466,,0.025068939583855476,0.28846926476496587,-0.039125836232503215,122,22,0.8472222222222222,1.0,5.0,6.0,1.0
2022-03-17 11:59:00,2.562,3.921,2.535,3.018,CELO-USDT,0.17752633632461934,1,0,0.9999999991740304,0.2755778534312847,-0.10078895423751877,,0.081526608134743,0.47108870332440517,-0.07124172927760651,55,90,0.3793103448275862,1.0,4.0,5.0,1.0
2022-03-17 23:59:00,3.016,3.095,2.87,2.928,CELO-USDT,-0.029821073558648048,0,1,0.0,0.27093844601412714,-0.03588850161711315,,-0.015136226034308753,0.4293680297397769,-0.16533637353096806,48,98,0.3287671232876712,2.0,1.0,3.0,1.0
2022-03-18 11:59:00,0.8301299999999999,0.8303799999999999,0.652,0.7116399999999999,GMT-USDT,-0.14273667979714022,0,1,0.9999999860541533,0.2714931539723823,-0.182338954258605,,-0.07685322713504616,0.33171755672480696,-0.15007255328083224,20,126,0.136986301369863,3.0,1.0,4.0,1.0
2022-03-19 23:59:00,0.7441,0.8489,0.6939,0.698,OGN-USDT,-0.062080085998387546,0,1,0.9999999808351471,0.25343225627513527,-0.039198731240831085,,-0.032034391901262005,0.3689130738105204,-0.1507999251681986,98,48,0.6712328767123288,2.0,2.0,4.0,1.0
2022-03-20 23:59:00,11.013,11.48,9.505,9.634,APE-USDT,-0.1252156542268228,0,1,0.0,0.15033661064561435,-0.08611257223975514,,-0.06678936407226221,0.22857941573871307,-0.17791620430248617,47,99,0.3219178082191781,3.0,1.0,4.0,1.0
2022-03-21 11:59:00,0.8136,0.8222,0.705,0.7105,OGN-USDT,-0.1267207472959685,0,1,0.999999925241518,0.17433239288760582,-0.08092198466777333,,-0.06764647988977102,0.19230769230769232,-0.15275458916343201,120,26,0.821917808219178,3.0,1.0,4.0,1.0
2022-03-21 23:59:00,1.086,1.1381,0.9916,1.0081,AUDIO-USDT,-0.07173112338858201,0,1,0.9999999202539265,0.15371758750775977,-0.05591972513191124,,-0.03719975168330114,0.17443733603350672,-0.1306484983559117,50,96,0.3424657534246575,4.0,1.0,5.0,1.0
2022-03-22 23:59:00,0.26416,0.2762,0.2505,0.2529,ROSE-USDT,-0.042589437819420706,0,1,0.9999999056759736,0.10478677110530897,-0.032035926864833274,,-0.02175805047867707,0.1562121862680042,-0.06482268739331128,28,118,0.1917808219178082,8.0,1.0,9.0,1.0
2022-03-23 11:59:00,0.6936,0.724,0.6359,0.6519,OGN-USDT,-0.060121107266435936,0,1,0.9999997711393893,0.1334076551467856,-0.057949362196109945,,-0.030992196209587375,0.16087151171466949,-0.08927074477129436,96,50,0.6575342465753424,4.0,1.0,5.0,1.0
2022-03-23 23:59:00,1.179,1.235,1.0607,1.1697,LRC-USDT,-0.0077197149643706275,0,1,0.9999999849686043,0.25509899936129443,-0.10705194581830943,,-0.003874813710879499,0.42133124203509464,-0.05095334644256952,127,19,0.8698630136986302,1.0,7.0,8.0,1.0
2022-03-24 11:59:00,1.1697,1.205,1.0775,1.0968,LRC-USDT,-0.06232367273659911,0,1,0.0,0.13315684976836545,-0.05174013873095017,,-0.032164129715420375,0.15184910920416442,-0.10098360572964273,89,57,0.6095890410958904,7.0,1.0,8.0,1.0
2022-03-24 23:59:00,0.7550600000000001,0.7719,0.68762,0.70072,GMT-USDT,-0.07220125786163523,0,1,0.999999865369843,0.0936008296874249,-0.05870248016778932,,-0.03745269476706259,0.13731359456055048,-0.10215900951811131,111,35,0.7602739726027398,6.0,1.0,7.0,1.0
2022-03-25 11:59:00,0.0838,0.08876,0.08165,0.08482,ARPA-USDT,0.012292636352786657,1,0,0.9999992556198888,0.13907834648004272,-0.03251683618899729,,0.00610877172172497,0.1954077971777086,-0.06042646796715933,115,31,0.7876712328767124,2.0,1.0,3.0,1.0
2022-03-26 11:59:00,0.7805,0.838,0.76173,0.76313,GMT-USDT,-0.02221738183402311,0,1,0.9999998416811408,0.10239051567763663,-0.013219907142689603,,-0.011233480176211508,0.15675046165526735,-0.0670611311080138,128,18,0.8767123287671232,4.0,1.0,5.0,1.0
2022-03-26 23:59:00,5.874,6.39,5.65,6.053,API3-USDT,0.03029787234042547,1,0,0.9999999969555238,0.14570757880617036,-0.055575221140574525,,0.014922870556673518,0.22454308093994782,-0.03058936574216961,121,25,0.8287671232876712,4.0,11.0,15.0,1.0
2022-03-27 11:59:00,0.17143,0.1764599999999999,0.16154,0.16252,SKL-USDT,-0.052029864675688375,0,1,0.0,0.1653191999041799,-0.03367586766894434,,-0.026709785603065916,0.24212012860190496,-0.10459766372289118,103,43,0.7054794520547946,5.0,1.0,6.0,1.0
2022-03-29 23:59:00,52.366,52.777,48.686,50.404,WAVES-USDT,-0.037485439303378,0,1,0.0,0.15126835391306884,-0.055447151120353616,,-0.019100719074447103,0.23527116259486325,-0.059565456688484154,24,122,0.1643835616438356,5.0,12.0,17.0,1.0
2022-03-30 11:59:00,50.407,59.872,49.236,52.679,WAVES-USDT,0.04513530672168864,1,0,0.9999999998237638,0.14286545793195773,-0.046825493531801154,,0.02206959440450884,0.20608338399749443,-0.06472316663890078,126,20,0.863013698630137,7.0,1.0,8.0,1.0
2022-03-30 23:59:00,2.06201,2.3198,1.93655,2.03446,GMT-USDT,-0.013561672396154023,0,1,0.9999999869504037,0.24590848179960897,-0.05778058889375136,,-0.006827129847274405,0.3603388192201053,-0.10681350669051973,63,83,0.4315068493150685,3.0,2.0,5.0,1.0
2022-04-01 11:59:00,1.5574,1.675,1.3,1.3503,BAKE-USDT,-0.13308936825885975,0,1,0.9999999917968859,0.3260428487912239,-0.11842307601213004,,-0.07128855875373963,0.4435610343192677,-0.18533936539765075,61,86,0.41496598639455784,1.0,2.0,3.0,1.0
