time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,EnvSignal_2,上涨数量,下跌数量,上涨比例,rank_EnvSignal_2,rank_sum,rank
2021-01-23 11:59:00,0.031307,0.032047,0.029594,0.029754,VET-USDT,840145467.0,26085276.452146,-0.04963587581448525,0,1,0.24550456912647847,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,31.05,31.192,27.517,28.585,TRB-USDT,274814.4,7975822.5304,-0.07953630655289001,0,1,0.08584842387659537,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,1.0892,1.108,0.98512,1.0245,ALPHA-USDT,22951549.0,24062818.81288,-0.058770567861309964,0,1,0.19725078917353384,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.47267,0.49016,0.40894,0.41381,ENJ-USDT,114356823.0,51390877.26027,-0.12471180489455747,0,1,-0.16502740869408106,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,1.4384,1.4404,1.29,1.3465,RLC-USDT,5226957.0,7057806.19339,-0.0642157203419279,0,1,0.16827026638902917,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,0.97276,1.01839,0.8615299999999999,0.87377,AXS-USDT,12735712.0,11848101.37582,-0.10212197502954312,0,1,-0.03808502804669267,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.02077,0.022,0.01858,0.01872,AKRO-USDT,110731479.0,2244341.98224,-0.09913378248315685,0,1,-0.021518987341770834,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,2.489,2.5119,2.0679,2.2241,HNT-USDT,2468344.0,5525825.6942,-0.10771884778945673,0,1,-0.06925392753408233,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.049931,0.068,0.038801,0.045883,DOGE-USDT,36918505360.0,1931472571.169437,-0.08064839304319948,0,1,0.07981438757294555,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0,1,-1.179818755727523,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0,1,-0.2737948084054558,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.132136,0.134991,0.105,0.115121,FTM-USDT,184674276.0,21723879.262344,-0.12895342150661304,0,1,-0.18920476373415102,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,33.706,33.799,29.163,30.012,TRB-USDT,285150.2,8819242.3274,-0.1095418941371944,0,1,-0.07944629292485178,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.1279809999999999,0.128833,0.112573,0.116615,FTM-USDT,143853867.0,16985185.710799,-0.09244083335278963,0,1,0.01539729425396265,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-2.066796757730411,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,1.00997,1.02876,0.91688,0.92287,AXS-USDT,4409790.0,4262431.44702,-0.0872613984769065,0,1,0.04378816631074934,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,34.602,34.638000000000005,31.55,31.978,TRB-USDT,245912.9,8069002.6235,-0.07618084645384948,0,1,0.10401243373928412,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,2.384,2.5366,2.1325,2.1837,LUNA-USDT,9579657.0,22212119.1812,-0.07953970662620125,0,1,0.08582998617238662,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,0.144995,0.146,0.128963,0.130675,FTM-USDT,215138708.0,29373816.395905,-0.0982831670323906,0,1,-0.016812836320222867,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,1.0207,1.02549,0.8861600000000001,0.92683,AXS-USDT,6501733.0,6220085.24348,-0.09205525078369892,0,1,0.0175161606670655,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.10957,0.1110599999999999,0.09833,0.10077,SAND-USDT,71864225.0,7498818.73456,-0.07905318954487306,0,1,0.08846757695418497,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0,1,-0.43228248470392944,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,0.164547,0.172692,0.130219,0.136705,FTM-USDT,218055885.0,32058645.668127,-0.17002106745836598,0,1,-0.4290875672662843,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,480.77,484.52,455.43,459.12,BCH-USDT,331323.777,156503313.37358,-0.045051790839885086,0,1,0.2695499521225678,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0,1,0.08174726356263212,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,2.1344,2.1542,1.8222,1.9953,SXP-USDT,54813647.9,109538139.40303001,-0.06477618936020624,0,1,0.16527804689013828,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,186.22,194.472,157.365,164.735,EGLD-USDT,1151275.3,204946828.0785,-0.11609102274495497,0,1,-0.11622416022511661,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,5.8078,5.914,4.8581,5.4253,LUNA-USDT,25357575.0,135030820.6247,-0.06584362139917688,0,1,0.1595744680851077,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,2.46263,2.49756,2.00155,2.10487,ALPHA-USDT,44409358.0,96472131.66724,-0.14569533735956886,0,1,-0.2857141293713095,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.1318599999999999,0.1356,0.101,0.1162,MATIC-USDT,1066822877.0,126931885.51963,-0.1185617841159069,0,1,-0.13016570576139963,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,54.8184,56.8888,48.049,48.4519,AVAX-USDT,3924174.0,203557778.0519,-0.11772814345960825,0,1,-0.1254577044784167,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,6.2737,6.4337,5.49,5.5146,LUNA-USDT,11557299.0,68471284.4852,-0.12161322693171506,0,1,-0.1474344297743513,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,0.34756,0.35896,0.3060199999999999,0.31978,SKL-USDT,61323812.0,20049654.85889,-0.07844380403458207,0,1,0.09176939920213709,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,2.65976,2.86547,2.13068,2.2408200000000003,GRT-USDT,216968325.0,546531073.58073,-0.15751361959868704,0,1,-0.35489706341481225,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0,1,-0.20526873153568448,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,46.6286,47.95,43.4426,44.2039,AVAX-USDT,2822028.0,129304355.1964,-0.051973843649535834,0,1,0.23319740353534946,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,2.7157,2.7482,2.429,2.4618,SXP-USDT,32647027.7,84397805.86576,-0.09339323856522042,0,1,0.010159932009583553,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,0.6239,0.6408,0.545,0.5458,FLM-USDT,43194488.0,25353285.6073,-0.12489979156645836,0,1,-0.16609662248824306,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.27413955434668824,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,2.1043,2.15,1.80726,1.88757,CTK-USDT,8424709.0,17082062.40717,-0.10248631788161344,0,1,-0.040108452694778744,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,17.2534,17.9838,16.2945,16.4268,SUSHI-USDT,8059195.0,138343834.5956,-0.048174201249261195,0,1,0.25318390975211413,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,4.6448,4.6458,4.0139,4.1749,HNT-USDT,3352291.0,14585430.877700001,-0.10103141620550804,0,1,-0.032033110329971255,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,1.07764,1.085,0.93952,1.01735,REN-USDT,48311270.0,48311647.73698,-0.055560712959524694,0,1,0.21425843259889035,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,0.2116525319868705,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,7.3217,7.5916,6.6867,6.7573,LUNA-USDT,8086335.0,57472778.8733,-0.07642998701564951,0,1,0.10266594665264614,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,163.17,165.89,151.0,151.689,EGLD-USDT,433093.9,68673149.8501,-0.07025963518681977,0,1,0.13591146007032068,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,0.3282199999999999,0.32978,0.27433,0.30119,SAND-USDT,105412468.0,31552850.66539,-0.08240921277114299,0,1,0.0702460956738649,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,11.081,11.390999999999998,10.001,10.248,LIT-USDT,1286316.7,13711348.5542,-0.0750902527075813,0,1,0.10990247561890511,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,1.7616,1.8495,1.45618,1.52524,REN-USDT,63877283.0,103875488.92623,-0.13535637553075108,0,1,-0.22591016189100785,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,31.7308,31.9994,27.7029,28.84,UNI-USDT,11836763.0,351444223.8328,-0.09082884632359434,0,1,0.024249849738777265,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,2.0427,2.052,1.684,1.7679,ICX-USDT,15506023.0,28726537.3179,-0.1338493949341042,0,1,-0.21724862168548142,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,0.06039,0.06111,0.04471,0.05436,BTS-USDT,171257242.0,9192435.55941,-0.09970188804239666,0,1,-0.02466445877635357,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,23632735.0,54970853.9207,-0.15693604836143815,0,1,-0.35149540373743215,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.13305515276270946,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,1.40524,1.44172,1.1649200000000002,1.25492,ALPHA-USDT,44365870.0,56695586.46125,-0.10547512634632794,0,1,-0.05673656130422885,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,5.9221,6.435,5.2836,5.4833,SRM-USDT,8383124.0,49536189.4044,-0.07345386955052391,0,1,0.11872768894775175,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.21963,0.22116,0.18833,0.1973599999999999,MATIC-USDT,281086117.0,57823243.24203,-0.10184763811777597,0,1,-0.036561975545434056,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,0.7007,0.7197,0.6114,0.6423,STORJ-USDT,32477586.0,21274034.6738,-0.08452109464082103,0,1,0.058746930575191494,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,182026179.0,96939117.34784201,-0.1089726815769535,0,1,-0.07626180497396215,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,19.2866,20.3957,16.7123,17.8373,SUSHI-USDT,14383931.0,261363496.777,-0.07478084962913023,0,1,0.11157227417603655,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,0.067605,0.067749,0.061684,0.06181,RSR-USDT,437981064.0,28021272.025187,-0.08615107115927678,0,1,0.04985438055729286,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,4.6334,4.7602,4.243,4.274,KAVA-USDT,5219405.3,23322124.26497,-0.07756722924850001,0,1,0.09651525697734428,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,34.802,35.077,30.556,30.701,UNFI-USDT,213228.2,6977866.2735,-0.11783805528417901,0,1,-0.12607819489183633,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,2.8292900000000003,2.83202,2.37095,2.4908,AXS-USDT,9342349.0,23785028.8617,-0.12034044957708667,0,1,-0.14022471276785772,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,0.11897,0.12192,0.1072299999999999,0.11058,CHZ-USDT,1161434070.0,130596501.02414,-0.07052198033117596,0,1,0.13450228708342377,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,6.591,6.664,6.065,6.154,QTUM-USDT,4061155.8,25681005.9109,-0.06601912278039168,0,1,0.1586361139449106,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,0.769,0.7748,0.702,0.7324,XEM-USDT,32038721.0,23610185.3885,-0.04858404780462455,0,1,0.2510318199973366,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.13868,0.14049,0.12514,0.12872,CHZ-USDT,778557398.0,102765375.06108,-0.07115023812960031,0,1,0.13112607557052136,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,2.7657,2.7658,2.351,2.4575,TOMO-USDT,28689357.0,71780862.131,-0.11137226541312595,0,1,-0.0896994064713767,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,0.063041,0.06317,0.0570179999999999,0.057258,DOGE-USDT,2180848925.0,129456487.929472,-0.09223793518929535,0,1,0.016512373892666243,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.28961,0.2978,0.25305,0.26723,CHZ-USDT,2643154701.0,725073942.68953,-0.07800855644493498,0,1,0.09412641140251796,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.6330049261083719,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.3332199999999999,0.33664,0.2852099999999999,0.28718,MATIC-USDT,339740388.0,105604394.3123,-0.13821870123634616,0,1,-0.2424003094677785,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.5338,0.543,0.4699,0.5042,XEM-USDT,196902854.0,99606197.8833,-0.05598202583785816,0,1,0.21202927862852747,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.46202,0.528,0.38658,0.38909,BLZ-USDT,262452841.0,119520219.33416,-0.15775916185033656,0,1,-0.35634385354733955,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.6321179383299566,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.40081,0.41107,0.34438,0.35257,BLZ-USDT,126482086.0,47785592.035000004,-0.11905951726550379,0,1,-0.132978652745119,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,0.61288,0.6815100000000001,0.5545100000000001,0.56048,SAND-USDT,92748236.0,58304611.67599,-0.08657105606258153,0,1,0.04756064322703762,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.6875600000000001,0.7937,0.5844600000000001,0.60415,CHZ-USDT,1751912111.0,1226542166.80435,-0.12200261589885197,0,1,-0.1496420971174309,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.38953,0.41229,0.33466,0.34992,COTI-USDT,46451696.0,17153397.79092,-0.1017097088874056,0,1,-0.035796391961701174,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,7.1455,7.2646,6.4756,6.4943,HNT-USDT,2239918.0,15516220.0823,-0.09030676565345286,0,1,0.02711375822434669,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,2.6789,3.2266,2.3243,2.4257,SFP-USDT,62087083.0,170222502.78079998,-0.09556301267710665,0,1,-0.0017914129647377706,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.44939205102489305,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.66774,0.68216,0.584,0.60043,SAND-USDT,54250794.0,33368504.10514,-0.10205332974411885,0,1,-0.03770388464265871,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.441,0.4459,0.37,0.3962,CHR-USDT,94488223.0,38168470.6825,-0.10138353368110686,0,1,-0.03398638155536824,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,2.7638,2.8,2.3161,2.3388,RLC-USDT,9102930.3,22640980.38374,-0.15383502170766994,0,1,-0.33326800972015425,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.19713,0.204,0.17633,0.17752,ZIL-USDT,448236152.0,83993589.43077,-0.10016220600162151,0,1,-0.027214514407680218,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0,1,-0.26582542046678076,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.19154,0.19158,0.1667,0.16904,LINA-USDT,163444790.0,28588168.5028,-0.11742285803790531,0,1,-0.1237346423718004,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.11652,0.1166,0.1075,0.11002,ONE-USDT,426711597.0,47700579.03284,-0.05643224699828464,0,1,0.20964610360956812,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.063854,0.066336,0.052607,0.054171,IOST-USDT,2761509791.0,160490052.174118,-0.15071177724821272,0,1,-0.3149718112839645,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.2284199999999999,0.23924,0.216,0.21739,RVN-USDT,204324745.0,46205142.07546,-0.047579408543264035,0,1,0.25630553810250395,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,0.17632,0.19267,0.1592,0.1607,ONE-USDT,2021612685.0,358334615.93145,-0.08889896813697695,0,1,0.034828527352557495,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,2.60815,2.70987,2.3334,2.35825,CTK-USDT,5990177.0,14889340.87815,-0.09477728815120767,0,1,0.002539584680694875,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,18.5333,19.0979,16.6625,16.9182,LUNA-USDT,4961679.0,89380503.8731,-0.08720001726519355,0,1,0.04412370319807099,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,0.19847,0.20222,0.17986,0.18107,ONE-USDT,964442914.0,184308644.79311,-0.08959726481974961,0,1,0.031003263501421525,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.57605,0.5876600000000001,0.518,0.518,SKL-USDT,47369657.0,26063452.20815,-0.10069444444444431,0,1,-0.03016453382083966,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,12.6537,12.6596,11.6982,11.7363,THETA-USDT,14041030.9,171515210.76359,-0.07252985198473216,0,1,0.12370440829178819,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,0.17303,0.17729,0.16347,0.16459,ONE-USDT,419958513.0,72348751.45081,-0.048612716763005825,0,1,0.25088124648242005,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,76.442,81.79899999999999,69.308,71.375,TRB-USDT,569125.1,42372898.4744,-0.06668846028113751,0,1,0.15505579979709483,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,3.3981,3.6665,2.6877,2.7217,STORJ-USDT,177960979.0,561736280.3602,-0.1989345420296681,0,1,-0.604538100763159,52,49,0.5148514851485149,1.0,1.0,1.0
