candle_begin_time,symbol,strategy_nv,nv_change
2022-06-26 12:00:00,ZEN-USDT,1.0,0.0
2022-06-26 12:01:00,ZEN-USDT,1.0,0.0
2022-06-26 12:02:00,ZEN-USDT,1.0,0.0
2022-06-26 12:03:00,ZEN-USDT,1.0,0.0
2022-06-26 12:04:00,ZEN-USDT,1.0,0.0
2022-06-26 12:05:00,ZEN-USDT,1.0,0.0
2022-06-26 12:06:00,ZEN-USDT,1.0,0.0
2022-06-26 12:07:00,ZEN-USDT,1.0,0.0
2022-06-26 12:08:00,ZEN-USDT,1.0,0.0
2022-06-26 12:09:00,ZEN-USDT,1.0,0.0
2022-06-26 12:10:00,ZEN-USDT,1.0,0.0
2022-06-26 12:11:00,ZEN-USDT,1.0,0.0
2022-06-26 12:12:00,ZEN-USDT,1.0,0.0
2022-06-26 12:13:00,ZEN-USDT,1.0,0.0
2022-06-26 12:14:00,ZEN-USDT,1.0,0.0
2022-06-26 12:15:00,ZEN-USDT,1.0,0.0
2022-06-26 12:16:00,ZEN-USDT,1.0,0.0
2022-06-26 12:17:00,ZEN-USDT,1.0,0.0
2022-06-26 12:18:00,ZEN-USDT,1.0,0.0
2022-06-26 12:19:00,ZEN-USDT,1.0,0.0
2022-06-26 12:20:00,ZEN-USDT,1.0,0.0
2022-06-26 12:21:00,ZEN-USDT,1.0,0.0
2022-06-26 12:22:00,ZEN-USDT,1.0,0.0
2022-06-26 12:23:00,ZEN-USDT,1.0,0.0
2022-06-26 12:24:00,ZEN-USDT,1.0,0.0
2022-06-26 12:25:00,ZEN-USDT,1.0,0.0
2022-06-26 12:26:00,ZEN-USDT,1.0,0.0
2022-06-26 12:27:00,ZEN-USDT,1.0,0.0
2022-06-26 12:28:00,ZEN-USDT,1.0,0.0
2022-06-26 12:29:00,ZEN-USDT,1.0,0.0
2022-06-26 12:30:00,ZEN-USDT,1.0,0.0
2022-06-26 12:31:00,ZEN-USDT,1.0,0.0
2022-06-26 12:32:00,ZEN-USDT,1.0,0.0
2022-06-26 12:32:30,ZEN-USDT,1.000024001913252,2.4001913252025275e-05
2022-06-26 12:33:00,ZEN-USDT,1.000047541913252,2.353943500854605e-05
2022-06-26 12:34:00,ZEN-USDT,1.000030421913252,-1.711918612101737e-05
2022-06-26 12:35:00,ZEN-USDT,1.000000461913252,-2.9959088587161453e-05
2022-06-26 12:36:00,ZEN-USDT,1.000036841913252,3.637998319550029e-05
2022-06-26 12:37:00,ZEN-USDT,1.000026141913252,-1.0699605806130386e-05
2022-06-26 12:38:00,ZEN-USDT,1.0000154419132519,-1.0699720288886994e-05
2022-06-26 12:39:00,ZEN-USDT,1.000006881913252,-8.559867819224465e-06
2022-06-26 12:40:00,ZEN-USDT,0.9999876219132521,-1.9259867455101443e-05
2022-06-26 12:41:00,ZEN-USDT,0.9999491019132519,-3.852047680996673e-05
2022-06-26 12:42:00,ZEN-USDT,0.9999512419132519,2.140108927406459e-06
2022-06-26 12:43:00,ZEN-USDT,0.9999105819132519,-4.066198260055387e-05
2022-06-26 12:44:00,ZEN-USDT,0.9999683619132519,5.7785167039137164e-05
2022-06-26 12:45:00,ZEN-USDT,0.9999940419132518,2.5680812491657434e-05
