time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Turtle_2,上涨数量,下跌数量,上涨比例,rank_Turtle_2,rank_sum,rank
2021-01-17 11:59:00,0.19523,0.295,0.19501,0.23569,ENJ-USDT,236494890.0,59280280.60827,0.20724273933309445,1,0,3.943851754394328,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,1.14666,1.36593,1.14078,1.32287,BEL-USDT,8274081.0,10689576.82861,0.15401458580501082,1,0,7.58050340038496,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,0.040296,0.044413,0.039,0.042948,RSR-USDT,511791082.0,21356687.167997,0.06644815256257441,1,0,17.26860074995075,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,142.08,155.22,141.82,152.09,LTC-USDT,2061802.666,309541222.79056,0.07015198423867153,1,0,11.462499856719015,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,7.727,8.522,7.68,8.474,ETC-USDT,6863059.58,55444997.60024,0.09667400025883266,1,0,14.939997012000383,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,1.53646,1.77288,1.5,1.7053,BEL-USDT,8717197.0,14707567.79003,0.11009126534650893,1,0,1.8402609531816132,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,0.027047,0.033163,0.026604,0.031459,FTM-USDT,347485777.0,10530120.475147,0.16234989839275826,1,0,6.708294529854515,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,38.23,41.882,37.432,41.249,EGLD-USDT,374196.3,14607812.3575,0.0789693957624904,1,0,2.6275021529373372,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,1.7773,2.199,1.7717,2.1031,HNT-USDT,3377172.0,6766981.8163,0.18297896276296544,1,0,4.800352508771644,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.03279,0.04177,0.03185,0.03927,MATIC-USDT,784018970.0,29384920.00044,0.19652650822669093,1,0,2.3419567774260206,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,0.053045,0.074336,0.05196,0.0728419999999999,FTM-USDT,807785128.0,51585155.458003,0.37321142426241694,1,0,5.39090928865956,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,47.054,54.8,45.696000000000005,53.381,EGLD-USDT,796024.4,40383390.4337,0.13446253240957184,1,0,3.4682203144899786,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.012699,0.038,0.011266,0.036324,DOGE-USDT,125214876556.0,2581536594.360569,1.8606079697590174,1,0,4.471225451882188,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,1.9903,2.1078,1.9636,2.0804,THETA-USDT,8541649.5,17383145.3946,0.045637314032971554,1,0,5.053329964446729,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.5632,0.6875,0.557,0.6376,ALGO-USDT,56938216.5,35072807.24724,0.1327056315508972,1,0,12.048367663923154,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.13733,0.143,0.1328099999999999,0.13968,BLZ-USDT,20608208.0,2846404.64229,0.01622408148417609,1,0,4.717827748006465,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,1.9176,2.1311,1.8902,2.0723,SRM-USDT,7762609.0,15633893.3479,0.08078648169396052,1,0,5.957690016273058,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,8.072000000000001,8.92,8.036,8.616,ATOM-USDT,3087442.13,26171560.10725,0.06699690402476777,1,0,7.3108098228635585,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,0.028585,0.047891,0.026569,0.036885,DOGE-USDT,31381755433.0,1151793866.744167,0.29018153835391236,1,0,0.8961822720480043,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,44.345,49.499,43.418,48.655,BNB-USDT,1875797.02,87145635.86231,0.09699456632020387,1,0,5.7748030586645385,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,27.07,30.843000000000004,26.54,30.536,BAL-USDT,393078.0,11230394.5453,0.12749695380866233,1,0,5.459283298708734,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,1473.45,1610.41,1470.85,1599.36,MKR-USDT,34971.097,53687322.66522,0.08474576271186418,1,0,12.552060723913105,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,0.4179,0.435,0.417,0.4305,IOTA-USDT,14424964.6,6147119.98272,0.030644002872875165,1,0,4.639981440074235,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,2.915,3.218,2.887,3.012,XTZ-USDT,21899872.8,67176428.968,0.03292181069958833,1,0,4.999997058825286,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,5.2326,5.8225,5.1897,5.7373,SOL-USDT,5961275.0,32954417.7529,0.09641109922030267,1,0,22.90994174884315,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,17.221,19.2,17.1,18.12,SNX-USDT,2589822.7,46804288.4931,0.051654091700522375,1,0,3.8294929110832334,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.69133,0.86519,0.6855,0.80671,REN-USDT,34925318.0,27180487.13579,0.16667630810169776,1,0,8.770921787730725,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.19336,0.2998,0.19309,0.2495099999999999,CVC-USDT,263925087.0,65401009.091520004,0.2903909805544058,1,0,2.8315669028911157,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,38393.8,40557.8,38280.3,40291.3,BTCBUSD,532.641,21000371.4725,0.049424775418883904,1,0,1.3925295369384931,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,3.814,4.64,3.807,4.442,QTUM-USDT,11936871.9,51783798.6199,0.16465652857891988,1,0,5.355139686435533,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,18.1152,23.88,17.9201,23.7885,AVAX-USDT,4275591.0,84487002.6193,0.31290358187537937,1,0,6.368793458000521,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,0.05211,0.06852,0.05141,0.06658,MATIC-USDT,644772396.0,38452203.49669,0.27596780375622854,1,0,6.453240872706216,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,39541.9,47030.0,39187.5,46362.8,BTCBUSD,1151.379,50224528.1806,0.17359024531009926,1,0,11.299555115977908,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,0.5281,0.5886,0.524,0.5796,STORJ-USDT,19006875.0,10725121.8307,0.09835133598635593,1,0,4.923071513108163,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,25.623,28.079,25.05,27.667,LINK-USDT,12696106.42,336387348.73107,0.07981422215283751,1,0,9.847290155305755,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.9803,1.3997,0.82,1.2326,ICX-USDT,68257658.0,76198516.8419,0.2572419420644634,1,0,4.348275112366354,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,1.0339,1.2469,1.0337,1.2297,ALGO-USDT,60280505.4,69346151.60987,0.18869018849685837,1,0,60.937309570910095,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,0.04681,0.0593799999999999,0.04679,0.05708,TRX-USDT,5784016974.0,301158243.75701,0.2193975646229438,1,0,3.6536638369532954,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,9.2197,9.8961,9.0606,9.7869,SOL-USDT,4295250.0,40378629.6024,0.06131323537385436,1,0,5.061772152034673,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,1.3354,1.55,1.2645,1.4335,ICX-USDT,24757896.0,34929207.4046,0.07450715838392918,1,0,36.81467846415181,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,0.1642,0.2187,0.1642,0.19776,SAND-USDT,150300816.0,28895086.49507,0.20497197172800385,1,0,7.68516739544603,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,12.247,18.142,12.033,16.704,ETC-USDT,28139581.05,431102611.30561,0.363814500326584,1,0,7.656357256763636,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,47221.63,49545.64,47093.16,49144.99,BTC-USDT,122071.71,5924299239.61511,0.04073070767161302,1,0,2.517727388355378,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,0.025111,0.029554,0.022056,0.02705,ANKR-USDT,1333740285.0,35183525.248371,0.07743168963594371,1,0,5.586046377977631,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,157.59799999999998,178.84799999999998,135.028,174.503,KSM-USDT,312947.8,49817683.7262,0.107266589677534,1,0,2.1078746789028324,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,20.324,25.0,20.001,22.543000000000003,ATOM-USDT,8078596.85,182066996.8467,0.11000049239253551,1,0,1.8996598477920066,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,51.676,63.2,49.335,59.43,ZEN-USDT,500291.8,29796357.8145,0.15100807623031764,1,0,3.888401229539806,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,0.1077099999999999,0.10985,0.101,0.10905,MATIC-USDT,221194833.0,23392528.83346,0.013099219620958724,1,0,3.0651507575922006,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,0.030917,0.038,0.0287,0.037599,IOST-USDT,2718558909.0,90784426.510957,0.21608771589365405,1,0,20.430567872542067,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,1.7558,1.9896,1.735,1.9717,ICX-USDT,18779190.0,35581928.6262,0.1228359908883827,1,0,7.166110576042994,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.165839,0.222411,0.165839,0.209709,FTM-USDT,270547214.0,54269408.161038004,0.2654798901728872,1,0,5.542823404486304,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,1.3005,1.5779,1.282,1.4965,IOTA-USDT,80923457.6,118637635.96339001,0.1519513509352628,1,0,31.899946833421918,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,32.524,34.49,31.404,34.469,LINK-USDT,8402880.95,277124798.69835,0.05980199237486161,1,0,7.779999688800014,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,0.210679,0.25237,0.197028,0.243361,FTM-USDT,110365556.0,24252573.033984,0.15457896659534387,1,0,26.818786621598424,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,2576.36,3091.0,2494.85,2955.53,MKR-USDT,40111.36,108411254.31337,0.14748452823742286,1,0,5.8334232765185305,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,0.046867,0.0594279999999999,0.04645,0.056285,IOST-USDT,2647404833.0,139569571.730607,0.20146434136657643,1,0,1.760489161557245,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,6.1294,8.4,5.9173,7.1841,LUNA-USDT,23966785.0,176490023.1408,0.1721679257289237,1,0,3.6346009084787108,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,227.30900000000003,300.0,191.347,272.462,KSM-USDT,464043.9,117765036.4823,0.19924821958326366,1,0,4.114868430608827,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,1.29279,1.53647,1.20477,1.51899,ALPHA-USDT,34923600.0,46540441.98235,0.17497041282806958,1,0,1.6201116158063578,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.4902,0.61878,0.4883399999999999,0.58026,ENJ-USDT,71610951.0,40065467.83602,0.1828763632657222,1,0,2.3204856905106808,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,3.9399,4.9417,3.7717,4.685,1INCH-USDT,45692719.0,199154224.4473,0.18890524285641774,1,0,2.1444578393562113,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,1.10776,1.3006,1.08867,1.24484,ADA-USDT,1339139407.0,1622826922.47249,0.12339027713855133,1,0,2.2218065937915865,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,1.0308,1.1954,1.0075,1.0972,ALGO-USDT,66680750.9,73506353.2466,0.06451925875618514,1,0,1.130952188613574,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,324.265,366.476,300.902,354.49800000000005,AAVE-USDT,302312.5,101548121.2708,0.09361994872759927,1,0,0.6514475399154114,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,3.2815,3.7602,3.2429,3.7315,THETA-USDT,13146000.5,46090078.13763,0.13723637693526758,1,0,3.012039932305017,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,0.24092,0.29146,0.23894,0.28218,SKL-USDT,41138812.0,10991346.92851,0.17223330009970095,1,0,25.904293603225188,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,3.7823,4.0407,3.6474,3.9937,THETA-USDT,9200258.2,35555210.77845,0.056338773243050255,1,0,3.034187601967587,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.27247,0.31,0.2662,0.3038099999999999,SKL-USDT,46303418.0,13624273.24905,0.11244965214207214,1,0,2.2774788927653162,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,4.1644,4.5714,4.1361,4.5391,NEAR-USDT,4752475.0,20652557.9184,0.09002929734402776,1,0,22.609742311132777,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,1.08815,1.14602,1.01892,1.13624,OCEAN-USDT,15542245.0,16969888.72346,0.04649277925139983,1,0,4.572560067037607,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,5.553,6.643,5.521,6.589,QTUM-USDT,9820073.4,60065406.0978,0.18677953890489918,1,0,5.343194950106823,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,0.7165,0.7988,0.6998,0.7698,XEM-USDT,39921533.0,30286801.268,0.07559033114433422,1,0,5.694730847651772,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,4.0079,4.1127,3.8945,4.0758,HNT-USDT,611860.0,2451462.1388,0.01648502381724337,1,0,13.520805164988172,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.032732,0.037464,0.032088,0.035392,ANKR-USDT,506501208.0,17700892.005476,0.08205943500061141,1,0,5.676475709559468,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,2.68588,3.33782,2.68587,3.24437,AXS-USDT,12615067.0,39552259.99986,0.20879518027399713,1,0,4.106396709430883,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,1.12029,1.222,1.11268,1.19357,ADA-USDT,499507208.0,580392743.30437,0.0653070332024277,1,0,5.831927327798945,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.3528699999999999,0.58563,0.338,0.55918,SKL-USDT,210319898.0,102532370.40623,0.584752727788012,1,0,5.784411050066993,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,2.0002,2.3036,1.8949,2.2547,RLC-USDT,11510634.4,24472336.29788,0.12735000000000007,1,0,2.493826818405094,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.7382,0.8854,0.7376,0.8196,BAT-USDT,130903871.1,108390752.93656,0.11117136659436011,1,0,2.987286869793705,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.12762,0.16182,0.12761,0.15782,ZIL-USDT,720927038.0,102866839.84996,0.2365431324923608,1,0,3.135612142997063,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,3.91716,4.83841,3.802,4.646730000000001,AXS-USDT,8854857.0,37198915.37898,0.18596513616293642,1,0,13.902067094276061,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.1818,0.19749,0.17809,0.18898,RVN-USDT,142256557.0,26618110.74967,0.04075338693688746,1,0,7.363561984222469,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.04013,0.0495,0.035663,0.046366,REEF-USDT,4203558585.0,187131623.301149,0.15689405658965305,1,0,1.4184493154764144,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,19.378,22.88,18.9215,21.4964,SUSHI-USDT,13238830.0,282206816.2041,0.10895931243325796,1,0,2.842664833880696,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,6.0299,7.25,6.0181,6.9928,HNT-USDT,5609966.0,38105652.8536,0.1597452567334483,1,0,20.803451230355893,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,1.9411,2.5032,1.8599,2.4228,SFP-USDT,26134688.0,57455780.7733,0.24732289950576614,1,0,4.221440753827707,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,47.309,55.192,47.005,52.909,BAL-USDT,643109.6,33342986.8957,0.11815799484339973,1,0,6.074663328339432,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,1.1173,1.3462,1.112,1.3162,ALGO-USDT,126039844.5,154313822.44701,0.1787569407128784,1,0,6.827448302961494,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.3466599999999999,0.41607,0.33187,0.37842,COTI-USDT,76055608.0,28862322.84094,0.09114500735272912,1,0,6.184076854370936,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.4361,0.5213,0.4272,0.4749,XRP-USDT,1740737537.0,830444070.55764,0.08897041962852548,1,0,5.144920079825955,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,10.383,11.522,10.16,11.425999999999998,LIT-USDT,2709224.3,29925767.1835,0.10013479684190241,1,0,29.970579420417153,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.15535,0.186,0.1513,0.18529,ZIL-USDT,660979061.0,114577996.79101,0.1928028839963951,1,0,3.599697024260381,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,1.4484,1.7,1.4222,1.6243,ZRX-USDT,38111242.9,60982394.89793,0.12128952091674727,1,0,1.8572936725905203,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,0.08018,0.103,0.078,0.0954,ONE-USDT,668997252.0,61870038.87419,0.19175515302935664,1,0,7.164855506088128,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.081384,0.094801,0.081283,0.094512,RSR-USDT,883288619.0,79200237.142703,0.16133788798505821,1,0,4.594567150932125,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,14.1579,14.8249,14.0978,14.8249,SOL-USDT,2315306.0,33418155.3269,0.04743702970996577,1,0,10.06095386145724,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.11377,0.1408,0.1109599999999999,0.13665,ONE-USDT,984445969.0,126201953.16929,0.20195267833582542,1,0,3.0969183124333686,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,8.5364,9.7777,8.3684,9.6297,THETA-USDT,17463895.9,160952842.05447,0.12808828180827736,1,0,5.029438591102145,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,5.0358,5.598,4.8964,5.59,SRM-USDT,5961517.0,31796275.6594,0.11005202748322018,1,0,5.955881679198898,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,1.4812,1.782,1.465,1.6584,IOTA-USDT,99778683.0,165873949.48342,0.1182737693863789,1,0,2.4591545832176673,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,0.9064,2.0176,0.9064,1.7633,STORJ-USDT,365414888.0,579159511.9143,0.9447446785044669,1,0,10.345693993947815,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,7.231,8.43,6.702999999999999,8.165,QTUM-USDT,15199039.9,114525624.7399,0.1294784894176233,1,0,1.3638211104914422,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.095213,0.1269819999999999,0.088,0.117801,ANKR-USDT,3137298243.0,324867802.615149,0.23914964340563394,1,0,1.1274579083900567,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,0.41426,0.51108,0.41416,0.4824,BLZ-USDT,119591231.0,57005629.48351,0.16398031078081265,1,0,4.239548197412232,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,12.4164,14.567,12.1675,13.7449,BAND-USDT,3364962.1,45217991.99061,0.10698667096202641,1,0,3.394310175510736,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,5.3267,5.73,5.2611,5.6368,OMG-USDT,4705448.5,26276617.572610002,0.05859375,1,0,6.90265334012103,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,0.61873,0.7425,0.6,0.7356699999999999,SKL-USDT,69360023.0,45927384.1146,0.18863504168551648,1,0,4.359595086036181,52,49,0.5148514851485149,1.0,1.0,1.0
2021-03-29 23:59:00,0.010499,0.01265,0.010392,0.011946,DENT-USDT,8256580030.0,95242131.462633,0.1378226497761692,1,0,3.630562046179737,65,37,0.6372549019607843,1.0,1.0,1.0
2021-03-30 11:59:00,275.421,300.48,271.507,297.703,BNB-USDT,3567901.35,1034042084.95942,0.0808819791886024,1,0,3.023236394847301,79,24,0.7669902912621359,1.0,1.0,1.0
2021-03-30 23:59:00,125.586,153.613,125.2,149.858,FIL-USDT,8227072.6,1177181336.5193,0.1931749418771298,1,0,7.733621282456394,35,68,0.33980582524271846,1.0,1.0,1.0
2021-03-31 11:59:00,0.6649,0.772,0.6,0.7589,FLM-USDT,122431097.0,86653438.6442,0.14137464280342904,1,0,5.3714255020425465,15,89,0.14423076923076922,1.0,1.0,1.0
