time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Roc_2,上涨数量,下跌数量,上涨比例,rank_Roc_2,rank_sum,rank
2021-01-31 23:59:00,0.01907,0.01928,0.01761,0.01832,AKRO-USDT,68867341.0,1254601.00086,-0.03882476390346279,0,1,-0.0957551826258638,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,30.036,31.129,28.886,29.944000000000003,TRB-USDT,230482.5,6961224.401,-0.002265760362521574,0,1,-0.11155945881794438,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-0.25105868118572294,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.3716,0.412,0.34,0.3927,XRP-USDT,3174792208.8,1190759122.92328,0.0573505654281099,1,0,-0.3745819397993311,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,0.0333279999999999,0.034088,0.030079,0.0313569999999999,DOGE-USDT,5211652976.0,164320044.716333,-0.059506313547887046,0,1,-0.09984211281757138,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,0.6702,0.68477,0.6412399999999999,0.67833,REN-USDT,14043410.0,9272065.36837,0.012689786960870642,1,0,-0.04302865285047197,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,2.1884,2.1929,2.02,2.1217,LUNA-USDT,8429855.0,17754288.4763,-0.028392178412785518,0,1,-0.10567357949755507,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,11.9166,12.5685,10.701,11.3382,BAND-USDT,2769637.6,32395399.79282,-0.04910388553888467,0,1,-0.09478340013093389,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,32782.9,35104.4,29720.9,31128.1,YFI-USDT,3341.052,107030529.9496,-0.05141793182469212,0,1,-0.08943824300290182,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.045975,0.048198,0.044571,0.04683,DOGE-USDT,4793221307.0,221241452.402369,0.018619219558881017,1,0,-0.1127657155848586,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,0.04369,0.0462,0.03757,0.04119,AKRO-USDT,678208194.0,28421077.38738,-0.05786825251601113,0,1,-0.21855435401252143,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,0.136705,0.14653,0.13544,0.141523,FTM-USDT,106813628.0,15135781.472246,0.03524377308803639,1,0,-0.1407694782920179,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,1.4563,1.5093,1.257,1.3724,ZRX-USDT,34221142.1,46736770.09937,-0.0573528401675939,0,1,-0.08311063602351676,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,2.24329,2.27292,1.865,2.23943,ALPHA-USDT,27025745.0,57233778.48244,-0.002058777656469335,0,1,-0.08218577353727119,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,494.61,498.24,450.37,454.95,COMP-USDT,99167.781,46684234.92193,-0.08031454677771488,0,1,-0.005595506109156045,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,0.0715799999999999,0.07697,0.06936,0.0744,MATIC-USDT,188374422.0,13797964.28326,0.03823611498744062,1,0,-0.07139291063404896,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,0.079801,0.0812,0.063647,0.070186,DOGE-USDT,11500380507.0,822085445.373341,-0.1204321018597424,0,1,-0.11217648695828164,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,179.859,185.86,160.875,176.803,EGLD-USDT,611486.7,108092009.2014,-0.01829014364481374,0,1,-0.09963435997718573,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,128.9,130.45,118.0,119.096,BNB-USDT,3553139.75,442976814.58638,-0.07606612826898163,0,1,-0.11744784912371697,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,48.4911,50.39,42.5849,47.5001,AVAX-USDT,4304893.0,202918616.2937,-0.019644224478297057,0,1,-0.13505968986037153,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,0.06974,0.070156,0.061374,0.068053,DOGE-USDT,4259086498.0,281397696.650212,-0.024511560569356328,0,1,-0.06882585553411869,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,5.7307,5.8087,5.2507,5.2637,1INCH-USDT,22799889.0,125902135.4402,-0.08139474005689262,0,1,-0.07001766784452301,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0,1,-0.20765151802776605,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,1.87546,1.99792,1.795,1.87477,ALPHA-USDT,68056737.0,129591077.86467001,-0.00186341686764957,0,1,-0.1333789424539248,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,44.2771,45.9415,40.54,42.6805,AVAX-USDT,3465992.0,148479043.0201,-0.034463022493490314,0,1,-0.08464569040025904,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,2.462,2.51,2.1548,2.3157,SXP-USDT,69858459.2,164464481.97445,-0.05934681940043873,0,1,-0.147197466303307,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.18272973273529303,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,0.04804,0.05001,0.04296,0.0444,AKRO-USDT,375169715.0,17705682.50497,-0.0755777638975641,0,1,-0.1622641509433962,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,1.89207,1.99218,1.79502,1.92535,CTK-USDT,5218011.0,10077959.22806,0.020015151755961247,1,0,-0.08452244533096231,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,0.30405,0.31428,0.2706199999999999,0.28257,SKL-USDT,54972966.0,15920066.29608,-0.07125718981101081,0,1,-0.08104328596051902,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,4.1791,4.1861,3.8165,4.1545,HNT-USDT,1489868.0,6000160.455,-0.004886344583103885,0,1,-0.10542408647531287,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,-0.07583362878095201,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.23764,0.24654,0.23165,0.2345,BLZ-USDT,29382283.0,7048987.53532,-0.01288095638996467,0,1,-0.05830856959280384,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,6.7614,7.0896,6.4418,6.7012,LUNA-USDT,9935603.0,67151113.7066,-0.008302132508546278,0,1,-0.08409758764436537,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,151.805,155.882,144.916,147.503,EGLD-USDT,326424.4,48961969.9107,-0.02759593642254876,0,1,-0.09591669118368162,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,11.081,11.390999999999998,10.001,10.248,LIT-USDT,1286316.7,13711348.5542,-0.0750902527075813,0,1,-0.09565831274267578,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,3.33896,3.4140900000000003,3.21765,3.35,BEL-USDT,4187585.0,13915222.78599,0.004600169132685128,1,0,-0.06357880613285993,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,5.0696,5.091,4.6418,4.7792,RUNE-USDT,3580615.0,17408620.237,-0.0574871319541681,0,1,-0.06599699036526019,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,28.8478,29.2037,25.6713,26.2655,UNI-USDT,11067464.0,305920835.9125,-0.0892683772538142,0,1,-0.17198907985826517,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,6.081,6.185,4.371,5.705,DODO-USDT,9503453.9,52277004.6238,-0.06414041994750652,0,1,-0.1678821470245041,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,23632735.0,54970853.9207,-0.15693604836143815,0,1,-0.08841489636191624,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.1844219597040475,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,0.597865,0.7,0.517598,0.54152,FTM-USDT,337268877.0,197947053.628838,-0.09293132328308207,0,1,-0.2868149264188763,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,0.541205,0.627977,0.5,0.5226890000000001,FTM-USDT,289105460.0,159926691.452634,-0.03477433889791681,0,1,-0.12447403685092107,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.501596,0.523872,0.441129,0.4689359999999999,FTM-USDT,257257198.0,123178270.41547701,-0.06496862531628922,0,1,-0.10283935571630576,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,1.5982,1.605,1.3691,1.475,SFP-USDT,5681133.0,8299879.1503,-0.07772150315763138,0,1,-0.15516352597514171,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,182026179.0,96939117.34784201,-0.1089726815769535,0,1,-0.08898382144131167,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,38.977,39.264,34.361999999999995,36.375,UNFI-USDT,434995.3,15841383.2075,-0.06685308227084996,0,1,-0.13524629136553812,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,2.0785,2.1264,1.9372,1.9372,SFP-USDT,7711692.0,15637069.8546,-0.0680265563359953,0,1,-0.10633390229275264,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.061778,0.064144,0.058794,0.060512,RSR-USDT,373147065.0,22734110.416837,-0.020999838213881183,0,1,-0.10534175081686059,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,4.274,4.372,3.8747,4.0148,KAVA-USDT,6349567.5,26021199.38659,-0.060645765091249415,0,1,-0.13350887037596582,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,2.8292900000000003,2.83202,2.37095,2.4908,AXS-USDT,9342349.0,23785028.8617,-0.12034044957708667,0,1,-0.1464923191847336,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,2.48917,2.59308,2.35688,2.40811,AXS-USDT,6469053.0,16011521.95126,-0.033198169262887434,0,1,-0.149543536225742,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,0.11073,0.11285,0.10302,0.10525,CHZ-USDT,469651987.0,49919243.10368,-0.04820039790197139,0,1,-0.1153231907203498,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,0.30557,0.30671,0.29357,0.29523,SKL-USDT,20478846.0,6123109.8882,-0.0349753211518975,0,1,-0.07277010050251265,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,2.7469,2.76968,2.64213,2.74046,BEL-USDT,5136574.0,13977590.93939,-0.0015811716700669942,0,1,-0.04594367834899371,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,1.5025700000000002,1.5034299999999998,1.37162,1.43818,OCEAN-USDT,25539878.0,36495291.16573,-0.04203080038367257,0,1,-0.09484668445697586,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,1.46199,1.5211,1.39583,1.41317,OCEAN-USDT,22284446.0,32436121.47014,-0.033379617912816184,0,1,-0.017390034627098094,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.0572649999999999,0.05897,0.05604,0.058013,DOGE-USDT,1188118885.0,68242867.017245,0.0131859303503441,1,0,-0.08026824782801689,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.21990773102194883,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.558,0.5698,0.4936,0.5341,XEM-USDT,219111015.0,118213447.7324,-0.04283154121863808,0,1,-0.23765343990864973,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.40795,0.43482,0.388,0.39898,COTI-USDT,29057905.0,11852123.81159,-0.021987988724108343,0,1,-0.11461731353882332,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.39891,0.40362,0.36263,0.37294,COTI-USDT,63015456.0,23861581.09208,-0.06526642939495719,0,1,-0.08581934060546637,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.21856406188020616,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.3937,0.4131,0.325,0.3906,XEM-USDT,668369145.0,246518339.1413,-0.00862944162436552,0,1,-0.21027092600080866,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,5.00956,5.389,4.7184800000000005,4.75393,AXS-USDT,5711106.0,28712051.78417,-0.05133332136008151,0,1,-0.13270343639853155,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.6875600000000001,0.7937,0.5844600000000001,0.60415,CHZ-USDT,1751912111.0,1226542166.80435,-0.12200261589885197,0,1,-0.17113693424247822,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.60441,0.6797300000000001,0.5685,0.60788,CHZ-USDT,1117660691.0,690543182.43249,0.006173963419680462,1,0,-0.11658189216683634,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,5.8315,6.0213,5.4333,5.4729,KAVA-USDT,8646869.9,49919189.56851,-0.061348746269680565,0,1,-0.13095464939024393,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,6.4938,6.8237,6.05,6.3349,HNT-USDT,2642155.0,16991748.9321,-0.024544600649800574,0,1,-0.11263482280431436,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.19316081330868762,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,0.60601,0.614,0.5323399999999999,0.55878,CHZ-USDT,710817944.0,403683360.00898,-0.07808813581693086,0,1,-0.16786299329858512,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.441,0.4459,0.37,0.3962,CHR-USDT,94488223.0,38168470.6825,-0.10138353368110686,0,1,-0.17903025279734763,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.9101,0.9133,0.7761,0.8195,MANA-USDT,26879960.0,22539246.4067,-0.09954950005493901,0,1,-0.18563052767564336,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.4529399999999999,0.45366,0.41,0.41839,BLZ-USDT,59636767.0,25283758.68354,-0.07619783616692433,0,1,-0.0775421112972926,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,0.41798,0.4237899999999999,0.39218,0.39671,BLZ-USDT,55739519.0,22765150.07276,-0.051817682066970905,0,1,-0.1240671229852065,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,16.494,16.88,15.025,15.218,ALICE-USDT,2273283.3,36120619.7747,-0.07730552355544773,0,1,-0.10718685831622188,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.6046600000000001,0.6179100000000001,0.5858399999999999,0.60027,CHZ-USDT,316594007.0,190044485.21875,-0.007096069868995691,0,1,-0.12045774235142426,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.06995,0.072658,0.068184,0.071333,ANKR-USDT,683433724.0,48143475.024452,0.019989990705655103,1,0,-0.14046270635016267,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.054146,0.056212,0.05185,0.0550909999999999,IOST-USDT,1033278118.0,55986011.189220004,0.016983256724075524,1,0,-0.13628809732848512,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,21.8385,21.9923,20.7993,21.3038,LUNA-USDT,4006412.0,86110159.4871,-0.024484282345399233,0,1,-0.04036936936936941,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.05246,0.05407,0.04374,0.04797,STMX-USDT,492123046.0,23926602.7323,-0.0859375,0,1,-0.2022285049060356,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,0.3422,0.3621,0.3265,0.3286,CHR-USDT,56212320.0,19577490.6805,-0.03861907548273846,0,1,-0.1272244355909694,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,2.8727,2.9283,2.6074,2.786,SXP-USDT,46656338.6,130677432.27409,-0.03129346314325443,0,1,-0.19129172714078369,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,0.57605,0.5876600000000001,0.518,0.518,SKL-USDT,47369657.0,26063452.20815,-0.10069444444444431,0,1,-0.10289049375660286,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,1.2160799999999998,1.24119,1.17077,1.1782,ADA-USDT,300551816.0,360058125.9099,-0.031149266495625216,0,1,-0.06544724797931334,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,0.17303,0.17729,0.16347,0.16459,ONE-USDT,419958513.0,72348751.45081,-0.048612716763005825,0,1,-0.09146610730845661,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,146.507,149.026,141.496,142.339,EGLD-USDT,187799.5,27261568.9929,-0.028555243886625337,0,1,-0.04035085353685164,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,3.3981,3.6665,2.6877,2.7217,STORJ-USDT,177960979.0,561736280.3602,-0.1989345420296681,0,1,-0.1326088342150552,52,49,0.5148514851485149,1.0,1.0,1.0
