time,open,high,low,close,symbol,volume,quote_volume,ÕÇµø·ù,Õñ·ù,ÉÏÕÇ,ÏÂµø,Dc_2,VolumeStd_2,ÉÏÕÇÊýÁ¿,ÏÂµøÊýÁ¿,ÉÏÕÇ±ÈÀý,rank_Dc_2,rank_ÕÇµø·ù,rank_Õñ·ù,rank_VolumeStd_2,rank_sum,rank
2021-05-15 23:59:00,0.0177289999999999,0.0178639999999999,0.015005,0.01558,1000SHIB-USDT,33983314598.0,555590609.894104,-0.12121383044728484,0.16126121044615702,0,1,0.23194980410639598,135432614.02753606,9,101,0.08181818181818182,7.0,2.0,8.0,11.0,28.0,1.0
2021-05-17 11:59:00,0.017748,0.017843,0.01394,0.01619,1000SHIB-USDT,41694076955.0,669408799.507805,-0.08860616978158065,0.21991210277214346,0,1,0.4467680608365019,122758893.01907867,16,94,0.14545454545454545,1.0,1.0,5.0,10.0,17.0,1.0
2021-05-19 11:59:00,0.015604,0.0158,0.0086,0.010916,1000SHIB-USDT,49340869978.0,633281789.563474,-0.3005254389337434,0.4614201486798258,0,1,0.6577704943618556,201193680.57125947,0,111,0.0,1.0,1.0,1.0,11.0,14.0,1.0
2021-05-20 11:59:00,0.009126,0.01135,0.007923,0.010297,1000SHIB-USDT,47380338269.0,461780051.139637,0.12967635765222174,0.3755204909051064,1,0,0.9108002751662462,73763181.43359514,111,0,1.0,8.0,25.0,12.0,25.0,70.0,1.0
2021-05-25 11:59:00,0.010645,0.01115,0.008705,0.00885,1000SHIB-USDT,30798595474.0,302495564.918541,-0.16854565952648592,0.22968529826209497,0,1,0.36427525622254764,200813803.2485492,3,108,0.02702702702702703,4.0,7.0,17.0,6.0,34.0,1.0
2021-06-08 23:59:00,0.0072599999999999,0.0076989999999999,0.006271,0.007151,1000SHIB-USDT,29584583231.0,207739362.281156,-0.014878082380493152,0.1966942148760221,0,1,0.22464434850307888,68002822.63425915,47,64,0.42342342342342343,5.0,25.0,4.0,9.0,43.0,1.0
2021-06-16 11:59:00,0.009029,0.009142,0.008315,0.008496,1000SHIB-USDT,43215460520.0,378430709.816225,-0.059448688143473816,0.09159375346107003,0,1,0.32313688437464466,238859499.7594801,6,107,0.05309734513274336,1.0,16.0,22.0,3.0,42.0,1.0
2021-06-17 11:59:00,0.008313,0.008489,0.007879,0.007935,1000SHIB-USDT,23040147447.0,188232572.102763,-0.045470949115842596,0.07337904486948148,0,1,0.1683133790538184,179441576.7718474,103,10,0.911504424778761,4.0,1.0,25.0,5.0,35.0,1.0
2021-06-18 11:59:00,0.007951,0.007973,0.007356,0.0074379999999999,1000SHIB-USDT,16341948637.0,124097508.011487,-0.06452018614012067,0.07760030184882398,0,1,0.12047269243052144,89246112.921953,14,99,0.12389380530973451,20.0,6.0,24.0,5.0,55.0,1.0
2021-10-07 23:59:00,0.033029,0.03571,0.020618,0.022936,1000SHIB-USDT,277374324433.0,7406772733.77324,-0.30549583648750944,0.45693178721729377,0,1,0.535861383326232,1389887304.0029244,39,93,0.29545454545454547,1.0,1.0,1.0,1.0,4.0,1.0
2021-10-08 11:59:00,0.022933,0.023806,0.020648,0.022405,1000SHIB-USDT,89598040409.0,1998771057.014758,-0.02315137774677367,0.1377054899053766,0,1,0.535861383326232,3824034658.3041406,90,42,0.6818181818181818,1.0,13.0,7.0,1.0,22.0,1.0
2021-10-09 23:59:00,0.028079,0.028488,0.02445,0.0266889999999999,1000SHIB-USDT,65436562474.0,1712026335.264818,-0.049503187435453566,0.14380854019017772,0,1,0.21255597185415007,191289497.2461603,73,59,0.553030303030303,2.0,1.0,1.0,6.0,10.0,1.0
2021-10-10 11:59:00,0.0266889999999999,0.027923,0.02508,0.025596,1000SHIB-USDT,42493861652.0,1120163081.44734,-0.04095320169357797,0.10652328674734943,0,1,0.15255582001586762,418510520.3094582,33,99,0.25,3.0,5.0,6.0,3.0,17.0,1.0
2021-10-24 23:59:00,0.041566,0.044774,0.032775,0.036084,1000SHIB-USDT,152016598615.0,5999936032.352502,-0.13209543967673665,0.288673435019006,0,1,0.3094559568788766,1686237580.405039,39,96,0.28888888888888886,1.0,1.0,1.0,2.0,5.0,1.0
2021-10-28 11:59:00,0.078997,0.0886,0.05865,0.07828,1000SHIB-USDT,160559956767.0,11793555836.53858,-0.009164092957317238,0.37912832132865804,0,1,0.48293544922213544,2133921552.1700523,132,4,0.9705882352941176,1.0,3.0,3.0,2.0,9.0,1.0
2021-10-28 23:59:00,0.07828,0.080481,0.0589,0.068661,1000SHIB-USDT,109417948181.0,7598723070.626389,-0.1228794072560041,0.27568983137455283,0,1,0.40679117147707977,2966194694.72003,73,63,0.5367647058823529,2.0,1.0,2.0,2.0,7.0,1.0
2021-10-29 11:59:00,0.0686529999999999,0.074557,0.06111,0.06746,1000SHIB-USDT,68760331860.0,4704742040.306814,-0.017491734754809807,0.19586908073937076,0,1,0.309669180160854,2046353611.164203,116,20,0.8529411764705882,3.0,10.0,5.0,3.0,21.0,1.0
2021-10-30 11:59:00,0.074837,0.078188,0.071,0.073232,1000SHIB-USDT,30285028198.0,2248386565.270335,-0.021263515229274388,0.09604874594117882,0,1,0.15759482318528786,1241688802.4717844,42,94,0.3088235294117647,9.0,23.0,15.0,2.0,49.0,1.0
2021-10-30 23:59:00,0.073233,0.0733549999999999,0.0614,0.065317,1000SHIB-USDT,35468543019.0,2440820115.675801,-0.10808116670308066,0.1632460775879713,0,1,0.24053643579677325,136071068.41955876,56,80,0.4117647058823529,12.0,1.0,20.0,13.0,46.0,1.0
2021-11-03 23:59:00,0.064597,0.066257,0.0521,0.055573,1000SHIB-USDT,37831962485.0,2282256602.701465,-0.13969688994844964,0.2191587844636747,0,1,0.283473906167633,813355682.8334429,66,70,0.4852941176470588,4.0,2.0,4.0,4.0,14.0,1.0
2021-11-06 11:59:00,0.062512,0.06306,0.054862,0.057457,1000SHIB-USDT,45288757253.0,2668694605.875405,-0.08077624548043227,0.131142820578449,0,1,0.2795623632385141,1959192541.261637,14,122,0.10294117647058823,2.0,1.0,8.0,1.0,12.0,1.0
2021-11-08 23:59:00,0.0565919999999999,0.057957,0.0536,0.0552779999999999,1000SHIB-USDT,21818798889.0,1215868886.326287,-0.023201569154105872,0.076989680520215,0,1,0.11219991075412762,531203873.0939654,111,25,0.8161764705882353,17.0,5.0,20.0,3.0,45.0,1.0
2021-11-24 23:59:00,0.040242,0.040257,0.036037,0.037891,1000SHIB-USDT,26793399441.0,1017302851.662433,-0.05870224077110342,0.10486556334178225,0,1,0.1733301230468997,184124459.82105878,42,95,0.30656934306569344,14.0,1.0,21.0,7.0,43.0,1.0
2021-11-30 23:59:00,0.0536149999999999,0.054,0.0456,0.0474589999999999,1000SHIB-USDT,67965439837.0,3345278808.943987,-0.11480210392808043,0.1566725729739814,0,1,0.226542515092602,313839778.9601778,37,101,0.26811594202898553,3.0,1.0,2.0,6.0,12.0,1.0
2021-12-01 11:59:00,0.04746,0.048843,0.04418,0.045668,1000SHIB-USDT,27724876500.0,1277669307.884905,-0.03773783686971699,0.09825115887062791,0,1,0.20004074149521295,1462020699.0446148,105,33,0.7608695652173914,6.0,4.0,17.0,3.0,30.0,1.0
2022-01-13 23:59:00,0.031658,0.032521,0.0292,0.029651,1000SHIB-USDT,18804503557.0,573833968.862772,-0.06360334754460761,0.10490239433950348,0,1,0.11991951710261578,103282522.67115374,7,135,0.04929577464788732,11.0,6.0,3.0,16.0,36.0,1.0
2022-01-24 23:59:00,0.019452,0.022299,0.018628,0.021185,1000SHIB-USDT,28031751110.0,563458389.647633,0.08909109603125631,0.18872095414353282,1,0,0.21677635515137017,110973952.05341326,142,0,1.0,13.0,59.0,15.0,11.0,98.0,1.0
2022-02-07 11:59:00,0.028474,0.029568,0.02705,0.0280589999999999,1000SHIB-USDT,32537063048.0,918803168.207339,-0.01474770883809473,0.08843155159092504,0,1,0.2850077279752705,199330094.29686135,120,22,0.8450704225352113,1.0,3.0,23.0,3.0,30.0,1.0
2022-02-08 23:59:00,0.033158,0.033158,0.029425,0.030968,1000SHIB-USDT,52404453122.0,1624637124.721022,-0.06621637920636836,0.11258218227878643,0,1,0.17745432022297922,50867133.20224087,61,81,0.4295774647887324,4.0,1.0,8.0,17.0,30.0,1.0
2022-04-25 23:59:00,0.0236819999999999,0.025356,0.0233419999999999,0.024297,1000SHIB-USDT,16288875189.0,396176608.971292,0.025969090448446197,0.08504349294823527,1,0,0.1295930794104105,132940965.91635966,149,0,1.0,12.0,9.0,18.0,7.0,46.0,1.0
2022-04-03 11:59:00,0.12877,0.12914,0.11592,0.1200099999999999,1000XEC-USDT,1756365520.0,213269228.01244,-0.06802826745360024,0.10266366389687047,0,1,0.36631444124239604,236668286.54876813,121,26,0.8231292517006803,1.0,1.0,18.0,6.0,26.0,1.0
2021-01-01 11:59:00,1.3658,1.4033,1.1222,1.1734,1INCH-USDT,25403471.0,31517115.0848,-0.14200058496636436,0.20581344267096202,0,1,0.22471821237888076,13231794.46872196,63,15,0.8076923076923077,6.0,1.0,2.0,9.0,18.0,1.0
2021-01-02 11:59:00,1.1578,1.1626,1.0351,1.0706,1INCH-USDT,12425733.0,13604375.9425,-0.07531525306615994,0.11012264639834184,0,1,0.1635766876607825,5946444.0804033205,23,55,0.2948717948717949,13.0,2.0,8.0,25.0,48.0,1.0
2021-02-01 11:59:00,4.9482,5.1475,4.2821,4.7939,1INCH-USDT,23107874.0,108557900.0927,-0.030732525930568744,0.17489187987551033,0,1,0.2436193230176065,38821718.829278074,54,31,0.6352941176470588,7.0,8.0,10.0,8.0,33.0,1.0
2021-06-14 23:59:00,3.6115,3.82,3.4878,3.6766,1INCH-USDT,65259589.0,238425522.8109,0.017603099916966514,0.0919839401910563,1,0,0.2684085510688836,45668381.1610633,103,9,0.9196428571428571,1.0,19.0,21.0,17.0,58.0,1.0
2021-10-27 23:59:00,6.0771,6.1943,5.3345,5.7196,1INCH-USDT,139916542.0,794108252.5904,-0.05882740122755914,0.1414819568544207,0,1,0.6621364361997285,709458417.5580866,15,121,0.11029411764705882,1.0,3.0,8.0,4.0,16.0,1.0
2021-01-13 23:59:00,141.939,147.989,135.692,146.778,AAVE-USDT,277662.9,39080281.1483,0.03528830894022206,0.08663580834020246,1,0,0.20782717992518193,12835090.333132617,78,1,0.9873417721518988,14.0,10.0,45.0,16.0,85.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0.22234148585448132,0,1,0.24222742034383296,1031116958.6262146,25,73,0.25510204081632654,3.0,1.0,2.0,2.0,8.0,1.0
2021-03-19 11:59:00,1.23016,1.28761,1.18,1.26252,ADA-USDT,689094883.0,854086089.33484,0.025871875710989034,0.08747642583078623,1,0,0.24157516092389242,1237716367.0926414,92,7,0.9292929292929293,3.0,46.0,34.0,2.0,85.0,1.0
2022-01-18 11:59:00,1.6004,1.6363,1.473,1.4914,ADA-USDT,910134698.0,1417478839.6452,-0.0678167385461591,0.10203699075231192,0,1,0.11839337152474354,234802435.50366345,13,129,0.09154929577464789,11.0,3.0,6.0,3.0,23.0,1.0
2022-01-19 23:59:00,1.4267,1.4427,1.3253,1.3353,ADA-USDT,597073319.0,828238567.5205,-0.06406392374009962,0.08228779701408857,0,1,0.14500664847085173,281567497.3019045,16,126,0.11267605633802817,3.0,2.0,7.0,2.0,14.0,1.0
2022-01-20 11:59:00,1.3353,1.3722,1.3151,1.3487,ADA-USDT,419963317.0,565128486.474,0.010035198082827934,0.04276192615891571,1,0,0.09253752991514987,186046922.50652018,135,7,0.9507042253521126,6.0,30.0,43.0,5.0,84.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0.35109004739336486,0,1,0.45790068880435897,6651098.304768209,65,20,0.7647058823529411,3.0,1.0,3.0,45.0,52.0,1.0
2021-07-09 23:59:00,0.01914,0.021,0.0187,0.0198199999999999,AKRO-USDT,1910618677.0,38609680.19007,0.03606900156821213,0.12016718913270637,1,0,0.19952867242733704,15890116.64103342,112,2,0.9824561403508771,7.0,40.0,12.0,18.0,77.0,1.0
2022-05-25 11:59:00,0.00488,0.00513,0.00421,0.00425,AKRO-USDT,18437178597.0,84370111.07225,-0.13087934560327197,0.18852459016393439,0,1,0.23809523809523817,62774868.87440761,12,145,0.07643312101910828,4.0,1.0,3.0,18.0,26.0,1.0
2021-01-02 23:59:00,0.4541,0.4568,0.3892,0.408,ALGO-USDT,90397594.1,37934537.4586,-0.10171730515191546,0.14886588857079935,0,1,0.19620853080568718,17099210.47839613,39,39,0.5,5.0,1.0,7.0,15.0,28.0,1.0
2021-02-13 11:59:00,1.7224,1.8046,1.35,1.4999,ALGO-USDT,68626713.5,110697738.62605,-0.12912965220925499,0.26393404551788197,0,1,0.31318526848467804,63338784.25020267,20,65,0.23529411764705882,9.0,2.0,7.0,10.0,28.0,1.0
2021-09-10 11:59:00,2.3054,2.4294,1.96,2.1137,ALGO-USDT,321318808.0,687454608.52695,-0.0832718913995748,0.2036089181920707,0,1,0.2665331573437713,346073885.22255003,32,96,0.25,6.0,2.0,3.0,6.0,17.0,1.0
2021-04-18 11:59:00,11.838,12.078,5.505,8.562000000000001,ALICE-USDT,23249530.1,202173165.5489,-0.2763691683569979,0.5552458185504308,0,1,0.7583873696081196,131878976.5739756,2,105,0.018691588785046728,2.0,6.0,1.0,23.0,32.0,1.0
2021-04-25 23:59:00,9.374,9.694,7.75,8.185,ALICE-USDT,11102289.4,98002195.172,-0.126840196287604,0.20738212075954776,0,1,0.5503783353245718,62846611.603171825,18,90,0.16666666666666666,1.0,1.0,2.0,15.0,19.0,1.0
2021-04-29 23:59:00,14.61,15.134,12.852,13.473,ALICE-USDT,14661028.9,203037645.9365,-0.07807581770904615,0.1561943874058864,0,1,0.25166643994014415,99633780.37342498,15,93,0.1388888888888889,3.0,2.0,4.0,8.0,17.0,1.0
2021-05-18 11:59:00,13.108,13.78,12.03,12.839,ALICE-USDT,7621404.6,97236363.3317,-0.020447089341573133,0.13350625572169666,0,1,0.14641744548286598,63466338.36397954,108,2,0.9818181818181818,38.0,1.0,24.0,15.0,78.0,1.0
2021-07-02 11:59:00,4.111000000000001,4.266,3.777,3.839,ALICE-USDT,6831881.8,27078019.5405,-0.06639105058365757,0.11894916078812937,0,1,0.1432960550571464,22845865.786553502,9,105,0.07894736842105263,6.0,9.0,7.0,9.0,31.0,1.0
2021-07-10 23:59:00,6.863,6.891,6.027,6.3020000000000005,ALICE-USDT,15475065.9,100398245.4347,-0.08214389746577333,0.1258924668512312,0,1,0.1982062780269058,47984926.1464631,43,71,0.37719298245614036,2.0,2.0,6.0,7.0,17.0,1.0
2021-07-11 23:59:00,7.117999999999999,7.42,6.935,7.042000000000001,ALICE-USDT,19500933.1,139955463.8691,-0.011093947479286603,0.0681371171677438,0,1,0.18074944893460684,19936340.629832402,75,39,0.6578947368421053,4.0,18.0,10.0,14.0,46.0,1.0
2021-07-12 11:59:00,7.047999999999999,7.3,6.438,6.444,ALICE-USDT,14315292.9,97828000.9882,-0.08491905708605518,0.12230419977298528,0,1,0.1417231923798528,29788614.677268386,13,101,0.11403508771929824,4.0,3.0,4.0,11.0,22.0,1.0
2021-07-25 23:59:00,11.796,12.557,10.751,11.588,ALICE-USDT,58355765.5,672818307.3807,-0.017633095964733836,0.1531027466937946,0,1,0.337686056067939,159601185.1962096,96,19,0.8347826086956521,3.0,4.0,6.0,4.0,17.0,1.0
2021-07-28 11:59:00,13.592,15.233,12.569,13.274,ALICE-USDT,61404861.2,844497754.8996,-0.023827033387262997,0.1959976456739258,0,1,0.2245263042605236,102214899.1523135,94,22,0.8103448275862069,2.0,5.0,2.0,6.0,15.0,1.0
2021-07-29 23:59:00,15.287,15.614,14.445,14.868,ALICE-USDT,30425036.4,457221157.69,-0.027472527472527486,0.07647020344083211,0,1,0.22942845561410627,346230086.9833006,99,17,0.853448275862069,2.0,2.0,16.0,3.0,23.0,1.0
2021-08-02 23:59:00,13.962,14.014,12.62,12.925999999999998,ALICE-USDT,24037850.8,322261519.8558,-0.07413509060955537,0.09984242945136801,0,1,0.1860287956120972,165329047.74407554,47,70,0.4017094017094017,3.0,1.0,8.0,3.0,15.0,1.0
2021-08-28 23:59:00,23.112,23.5,20.893,21.24,ALICE-USDT,14573566.5,322308206.1932,-0.08091735179575943,0.11279854620976114,0,1,0.1754433895681079,188371614.80114618,83,41,0.6693548387096774,6.0,1.0,11.0,6.0,24.0,1.0
2021-09-07 23:59:00,16.612000000000002,16.917,9.24,13.561,ALICE-USDT,40538462.8,542436522.8379,-0.18366241271370098,0.4621358054418493,0,1,0.6515870120394017,256426092.8750235,1,125,0.007936507936507936,1.0,23.0,3.0,20.0,47.0,1.0
2021-09-08 11:59:00,13.563,14.105,11.53,12.632,ALICE-USDT,14759548.1,189773370.8831,-0.06850527247253158,0.18985475189854759,0,1,0.5869939213212525,249370506.22186178,18,109,0.14173228346456693,4.0,9.0,19.0,20.0,52.0,1.0
2021-10-02 11:59:00,14.505,14.737,13.659,14.076,ALICE-USDT,11471697.4,162050890.6443,-0.03004410143329661,0.07431920027576693,0,1,0.2006197035875611,55011863.71961908,77,55,0.5833333333333334,4.0,3.0,31.0,19.0,57.0,1.0
2021-11-19 11:59:00,16.964000000000002,17.945999999999998,15.321,16.185,ALICE-USDT,22065457.8,359952383.3756,-0.04558320556669415,0.1547394482433387,0,1,0.24802705749718135,201031941.01895964,132,5,0.9635036496350365,5.0,1.0,10.0,14.0,30.0,1.0
2021-11-29 11:59:00,21.12,21.894,19.708,19.867,ALICE-USDT,14094422.1,294479117.0898,-0.05923856425797891,0.10350378787878788,0,1,0.18994748687171786,72254208.3728402,45,92,0.3284671532846715,9.0,2.0,11.0,13.0,35.0,1.0
2022-02-17 11:59:00,8.988,9.4,8.5,8.602,ALICE-USDT,18434632.6,163490676.0893,-0.04283965728274175,0.10013351134846467,0,1,0.10055865921787714,74846580.02012454,8,134,0.056338028169014086,8.0,13.0,2.0,10.0,33.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0.1876832604386784,0,1,0.27437201021086716,12522668.360294493,34,51,0.4,4.0,1.0,7.0,23.0,35.0,1.0
2021-07-08 11:59:00,0.91,0.9279,0.73,0.7783,ALPHA-USDT,170217815.0,137380717.8532,-0.14491320588881562,0.21747252747252743,0,1,0.2588992904418342,16808080.343474396,7,107,0.06140350877192982,3.0,1.0,4.0,36.0,44.0,1.0
2021-08-05 23:59:00,0.8162,0.8564,0.7914,0.8137,ALPHA-USDT,154988675.0,127730539.5368,-0.003185103515864318,0.07963734378828725,0,1,0.2098490472655283,92387161.48129438,112,5,0.9572649572649573,1.0,3.0,52.0,8.0,64.0,1.0
2022-05-15 23:59:00,0.1649,0.1663,0.1347,0.1652,ALPHA-USDT,190290933.0,29081092.0845,0.0024271844660195274,0.19163129169193463,1,0,0.209966777408638,13801189.69475295,142,8,0.9466666666666667,7.0,9.0,7.0,34.0,57.0,1.0
2022-04-11 11:59:00,2.718,2.739,2.248,2.268,ANC-USDT,29174790.6,71163815.1211,-0.16525579683474434,0.1806475349521706,0,1,0.23305168009432106,37642383.46998317,3,144,0.02040816326530612,3.0,1.0,1.0,27.0,32.0,1.0
2022-05-07 11:59:00,2.131,2.196,1.878,1.928,ANC-USDT,44523356.6,88957420.8988,-0.09483568075117366,0.14922571562646658,0,1,0.15611192930780574,47080171.14237946,36,115,0.23841059602649006,6.0,1.0,3.0,26.0,36.0,1.0
2022-05-25 23:59:00,0.316,0.4295,0.296,0.3086,ANCBUSD,496881239.0,176139538.09510002,-0.02403542061986086,0.4224683544303798,0,1,0.4296422005374062,102434373.86140853,124,33,0.7898089171974523,1.0,8.0,1.0,8.0,18.0,1.0
2022-05-27 23:59:00,0.2374,0.2498,0.1982,0.211,ANCBUSD,416990778.0,92989762.1301,-0.11120471777590568,0.2173546756529065,0,1,0.548603593851483,58395613.01909852,16,141,0.10191082802547771,1.0,1.0,1.0,8.0,11.0,1.0
2022-05-28 23:59:00,0.2837,0.3082,0.2557,0.2623,ANCBUSD,717354458.0,202480616.3476,-0.07543179414874879,0.1850546351780049,0,1,0.5676764139380144,133841646.86469354,136,21,0.8662420382165605,1.0,1.0,2.0,4.0,8.0,1.0
2022-06-20 11:59:00,0.1325,0.1367,0.1145,0.1279,ANCBUSD,506970911.0,63927131.773099996,-0.03471698113207544,0.16754716981132062,0,1,0.48253185367858614,35086909.10426249,152,11,0.9325153374233128,2.0,2.0,12.0,14.0,30.0,1.0
2022-06-20 23:59:00,0.128,0.1286,0.1151,0.1182,ANCBUSD,257289677.0,31278374.513,-0.07584050039093049,0.10546874999999999,0,1,0.17675159235668778,23086157.65593031,28,135,0.17177914110429449,17.0,2.0,14.0,20.0,53.0,1.0
2021-03-14 11:59:00,0.06632,0.068989,0.059345,0.0615919999999999,ANKR-USDT,715455552.0,45307635.447955,-0.06945262808019614,0.1454161640530759,0,1,0.20247010805776203,9009751.040827604,20,74,0.2127659574468085,11.0,7.0,14.0,33.0,65.0,1.0
2021-03-17 11:59:00,0.073994,0.074178,0.061867,0.064016,ANKR-USDT,545296227.0,36283094.056322,-0.13365452281708434,0.16637835500175682,0,1,0.26191880882146373,23724824.958008856,16,81,0.16494845360824742,6.0,2.0,7.0,19.0,34.0,1.0
2021-03-20 23:59:00,0.082998,0.083099,0.069365,0.069935,ANKR-USDT,798823302.0,60921463.98701,-0.15730810941077233,0.16547386684016493,0,1,0.20508341904891292,18954183.825060878,8,91,0.08080808080808081,2.0,1.0,3.0,21.0,27.0,1.0
2021-03-26 11:59:00,0.117942,0.133097,0.112024,0.1130309999999999,ANKR-USDT,1826341031.0,221754749.554677,-0.04049201619680742,0.17867256787234398,0,1,0.4079385970863467,72911939.04790807,97,4,0.9603960396039604,2.0,2.0,8.0,9.0,21.0,1.0
2021-03-28 11:59:00,0.190966,0.216781,0.1809319999999999,0.190825,ANKR-USDT,1901001314.0,370435777.501669,-0.0008534567616813593,0.18772451640606236,0,1,0.38939008999575647,85860141.7046106,69,32,0.6831683168316832,3.0,28.0,5.0,4.0,40.0,1.0
2021-08-02 11:59:00,0.1039,0.105,0.09014,0.09659,ANKR-USDT,870992726.0,83386009.052364,-0.07044557790395545,0.14302213666987484,0,1,0.17205501700248702,8344273.360079611,99,18,0.8461538461538461,3.0,1.0,4.0,50.0,58.0,1.0
2021-09-22 23:59:00,0.08036,0.09296,0.07896,0.08605,ANKR-USDT,287370121.0,24070049.203560002,0.07093963907902912,0.17421602787456444,1,0,0.21768950915488763,10477273.941755405,130,0,1.0,13.0,35.0,12.0,44.0,104.0,1.0
2021-10-19 11:59:00,0.10273,0.1037299999999999,0.09673,0.09849,ANKR-USDT,942100400.0,93597599.697166,-0.040993184031158814,0.0681397838995416,0,1,0.21657675331044618,215955336.7492202,95,39,0.7089552238805971,2.0,1.0,11.0,7.0,21.0,1.0
2021-11-28 11:59:00,0.1721,0.18267,0.15455,0.15796,ANKR-USDT,922068927.0,150762906.79489,-0.08221486258787936,0.16339337594421852,0,1,0.23688788751675563,81607262.07393011,18,119,0.13138686131386862,5.0,5.0,9.0,13.0,32.0,1.0
2021-12-29 23:59:00,11.734000000000002,12.299,10.711,10.851,ANT-USDT,11188089.9,128998675.0968,-0.07525140617010406,0.13533321970342585,0,1,0.24438616620226186,70751081.76398829,7,133,0.05,2.0,4.0,3.0,21.0,30.0,1.0
2021-12-30 23:59:00,12.215,12.300999999999998,11.077,11.228,ANT-USDT,4126895.7,48131911.5639,-0.08072703455051589,0.10020466639377801,0,1,0.1619293712316969,33447467.380475365,35,105,0.25,4.0,1.0,4.0,15.0,24.0,1.0
2022-01-06 23:59:00,11.49,11.7,10.505999999999998,10.855,ANT-USDT,10479301.6,116956039.7978,-0.05436013590033961,0.10391644908616195,0,1,0.16336838238670293,9775692.273521336,137,4,0.9716312056737588,4.0,1.0,15.0,52.0,72.0,1.0
2022-01-10 11:59:00,8.214,8.216000000000001,7.438,7.497999999999999,ANT-USDT,3858157.7,30431901.9427,-0.08739045764362241,0.09471633795958136,0,1,0.1260943503180702,16013503.184341291,11,131,0.07746478873239436,2.0,1.0,4.0,28.0,35.0,1.0
2022-01-25 11:59:00,5.266,5.45,4.976,5.055,ANT-USDT,16138859.4,83988735.6083,-0.04079696394686905,0.09001139384732249,0,1,0.2906378060313124,47170111.023515224,58,84,0.4084507042253521,4.0,3.0,10.0,32.0,49.0,1.0
