time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Atr_2,上涨数量,下跌数量,上涨比例,rank_Atr_2,rank_sum,rank
2021-01-15 11:59:00,21.629,22.302,21.579,21.934,FIL-USDT,649242.9,14176088.0803,0.01433592304846476,1,0,0.03838560080811785,54,25,0.6835443037974683,1.0,1.0,1.0
2021-01-15 23:59:00,21.934,21.977,21.226,21.561,FIL-USDT,654267.2,14117298.5443,-0.017005562140968378,0,1,0.03388895275319003,17,62,0.21518987341772153,1.0,1.0,1.0
2021-01-16 23:59:00,0.009389,0.009477,0.0090689999999999,0.009245,DOGE-USDT,1291085541.0,11984031.386877,-0.01607066836951898,0,1,0.04935357545197138,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-17 11:59:00,2.78,2.8080000000000003,2.6830000000000003,2.742,EOS-USDT,17605229.5,48335573.2766,-0.013669064748201398,0,1,0.04835204636001439,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,2.742,2.807,2.705,2.768,EOS-USDT,13141788.3,36233146.2997,0.009482129832239172,1,0,0.04119782214156078,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,2.768,2.807,2.705,2.805,EOS-USDT,16046618.4,44324531.2626,0.013367052023121495,1,0,0.03660506011125062,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,2.806,2.843,2.744,2.819,EOS-USDT,15639713.1,43717046.1486,0.004991087344028422,1,0,0.035739687055476456,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,45.447,46.21,44.653,46.07,BNB-USDT,1344209.81,61228723.47339,0.01381981426873824,1,0,0.032312702159279665,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,0.0280899999999999,0.02893,0.02803,0.02852,TRX-USDT,574033041.0,16376295.73512,0.015669515669515688,1,0,0.04876325088339226,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,2.6260000000000003,2.6630000000000003,2.58,2.592,EOS-USDT,12973627.4,34112743.434200004,-0.012947448591013044,0,1,0.030088156381755462,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,23.153,23.19,22.488000000000003,22.725,FIL-USDT,736804.8,16791531.6888,-0.018485725391957697,0,1,0.032041501373207104,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,22.724,23.127,22.635,22.932,FIL-USDT,648026.7,14789701.0957,0.009108910891088895,1,0,0.026151521124909555,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,22.415,22.765,22.162,22.349,FIL-USDT,429102.2,9600666.5202,-0.0029444568369395574,0,1,0.029219908855330174,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,22.341,22.361,21.789,22.224,FIL-USDT,640263.1,14147277.6915,-0.005593091413486073,0,1,0.02636125008413167,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,21.498,21.658,21.199,21.45,FIL-USDT,567501.7,12182465.547699999,-0.0022327658386827043,0,1,0.03157306510198375,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,21.854,22.132,21.803,21.933000000000003,FIL-USDT,500699.4,10998429.9645,0.0035689773507208145,1,0,0.02320270393715169,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,21.942,22.8,21.9,22.396,FIL-USDT,1214213.4,27101832.3527,0.021109743309168705,1,0,0.027724514426222178,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,22.395,22.949,22.027,22.341,FIL-USDT,895711.4,20174900.1095,-0.0024557956777996326,0,1,0.04072691508147625,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,22.344,22.636,21.98,22.134,FIL-USDT,606761.6,13508152.4935,-0.009265476030616338,0,1,0.035480607082630684,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,22.142,22.543000000000003,22.054,22.098000000000003,FIL-USDT,487468.3,10841777.1005,-0.0016264570344265428,0,1,0.02588623620907947,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,22.095,22.586,22.079,22.484,FIL-USDT,665898.2,14893950.9006,0.017467644130690463,1,0,0.022340855053609134,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,22.484,22.676,22.064,22.289,FIL-USDT,783855.7,17504076.2788,-0.008672834015299835,0,1,0.024992741160967464,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,22.601,22.668000000000003,21.754,22.226,LINK-USDT,5657825.5,126203504.01507,-0.0169401565748154,0,1,0.04721757555481212,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.15086,0.15588,0.14828,0.15585,CVC-USDT,17743063.0,2677763.75879,0.03341953451362634,1,0,0.043044414009000255,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,143.69,147.34,143.14,144.61,XMR-USDT,120155.352,17469274.73111,0.006402672419792754,1,0,0.03888310787374276,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,22.582,23.019,22.43,22.525,FIL-USDT,620096.5,14074870.9539,-0.00217063878798629,0,1,0.0243242643961063,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,22.521,22.9,22.469,22.762,FIL-USDT,550918.1,12505191.0026,0.010521642619311988,1,0,0.022523019851171333,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,22.762,23.59,22.721,23.117,FIL-USDT,1051938.9,24275624.5235,0.015596169053685882,1,0,0.028335403997471555,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,23.119,23.367,22.441,22.991,FIL-USDT,1087384.6,25065040.425,-0.005450534238871874,0,1,0.038930337468552144,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,22.996,23.132,22.7,22.93,FIL-USDT,647694.4,14850038.8848,-0.0026532121264842834,0,1,0.029572526730689757,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,37775.4,38443.5,37303.7,38393.7,BTCBUSD,473.604,17961568.8196,0.016879257556334792,1,0,0.03194743014126052,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,155.54,158.64,152.51,156.56,XMR-USDT,97490.499,15250040.92626,0.0064283877603497075,1,0,0.03549916698705622,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,156.57,157.63,152.03,152.53,XMR-USDT,55554.713,8610693.94178,-0.025740929994890194,0,1,0.037950111617975325,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,152.52,156.57,148.06,153.26,XMR-USDT,83038.143,12644166.92237,0.004785943748770727,1,0,0.04614277772327411,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,24.477,24.59,23.73,24.079,FIL-USDT,942029.8,22701109.982499998,-0.015737410071942404,0,1,0.037471932101435824,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,94.86,98.78,93.85,98.3,ZEC-USDT,209719.419,20190625.29139,0.036373220875066004,1,0,0.04468030028475284,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,3.604,3.731,3.484,3.63,EOS-USDT,45160471.6,163500645.6601,0.008053318522632358,1,0,0.0583598395795879,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,19.3716,19.819,19.0111,19.5536,UNI-USDT,5530100.0,107381855.4305,0.009588029677972454,1,0,0.04813021080893586,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,46685.0,46685.95,43770.0,44850.0,BTC-USDT,209281.565,9429967461.9715,-0.03930598693370457,0,1,0.05135685803244658,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,1743.3,1792.09,1704.21,1766.95,ETH-USDT,991583.478,1731064697.74772,0.01356041094240279,1,0,0.05818372428253171,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,1767.01,1827.07,1758.0,1789.32,ETH-USDT,1265178.721,2268191797.5461,0.012660233736098814,1,0,0.04413331946112073,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,1789.32,1812.85,1740.22,1780.01,ETH-USDT,900884.279,1596735698.11903,-0.005203093912771295,0,1,0.03969932732473597,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,47779.8,48375.7,46246.4,47451.2,BTCBUSD,632.947,30135581.5291,-0.007218147049346979,0,1,0.048024408015336875,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,47406.8,48319.1,46302.4,46669.7,BTCBUSD,465.068,22094615.9983,-0.016469551876454158,0,1,0.044049727531292125,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,46656.63,47484.0,46252.1,47221.62,BTC-USDT,90482.141,4255272640.42755,0.012109749913302714,1,0,0.03431998725157184,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,1817.86,1857.67,1804.11,1835.65,ETH-USDT,868313.049,1593767492.33228,0.00969736306531277,1,0,0.03135477478808983,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,1835.65,1849.36,1785.23,1803.59,ETH-USDT,905355.188,1642703325.54871,-0.017465203061585943,0,1,0.03233916971675407,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,48730.1,49160.0,45905.0,47863.8,BTCBUSD,517.893,24555539.804,-0.01725518538442261,0,1,0.05123022119128487,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,47945.4,48928.1,47532.5,47977.0,BTCBUSD,439.76099999999997,21258633.3595,0.002365044146097839,1,0,0.048524219330389556,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,1781.34,1831.58,1747.96,1786.09,ETH-USDT,1022868.437,1840007353.78474,0.0026665319366319107,1,0,0.044199886192581236,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,1786.07,1831.0,1726.01,1784.31,ETH-USDT,1513909.437,2686500785.1753902,-0.0009965903173971835,0,1,0.052826013892000874,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,1784.31,1828.0,1735.66,1812.02,ETH-USDT,1111890.502,1985609574.82109,0.015529812644663687,1,0,0.05486982562779276,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,1812.01,1864.26,1803.0,1849.86,ETH-USDT,1229024.764,2250614035.33257,0.020882771713336412,1,0,0.04194566725288647,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,52194.62,52640.0,51200.0,51492.91,BTC-USDT,90352.18000000001,4695719746.92586,-0.013444105925093375,0,1,0.03462325701075144,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,51499.8,52362.5,51000.0,51645.4,BTCBUSD,458.11,23771370.7874,0.002681173348243915,1,0,0.02761246191326059,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,1941.12,1955.84,1894.0,1939.68,ETH-USDT,979290.987,1885699693.75312,-0.0008139043713876193,0,1,0.034486490386349676,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,1939.74,1980.0,1916.0,1958.58,ETH-USDT,964607.883,1880773460.88987,0.009743875278396263,1,0,0.03228106898975438,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,1958.59,2048.0,1926.88,2006.07,ETH-USDT,1444421.537,2887212922.0045,0.02424715865576088,1,0,0.04669264626133452,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,57493.6,58487.2,56807.1,57532.9,BTCBUSD,627.539,36168145.4208,0.0019854089855431134,1,0,0.03510514841872856,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,57553.5,57642.3,53439.4,54586.8,BTCBUSD,751.2040000000001,41935186.725,-0.051207222302369626,0,1,0.0524707076454896,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,54606.16,55023.85,47751.42,54121.1,BTC-USDT,295842.297,15636703113.54165,-0.008882880612736788,0,1,0.104521166081073,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,50437.4,51377.0,48071.3,49784.7,BTCBUSD,606.566,30017385.239,-0.012617783498509616,0,1,0.07687694100928491,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,49747.8,50977.5,48703.9,50375.0,BTCBUSD,428.963,21501750.6527,0.011857056485225392,1,0,0.05570404064708657,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,34.881,35.067,33.194,34.593,FIL-USDT,820367.5,28103715.5484,-0.008512467755803832,0,1,0.06012981592619773,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,34.606,36.518,34.412,35.133,FIL-USDT,1082130.6,38444600.1276,0.015610094527794605,1,0,0.05706623067435389,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,490.44,500.15,473.11,483.43,BCH-USDT,188082.515,92052209.50922,-0.014092262511726461,0,1,0.05038150692668702,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,45335.56,45949.24,43002.05,45163.36,BTC-USDT,183837.089,8136147014.34091,-0.0037983428461013657,0,1,0.06475425342092476,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.0478,0.04834,0.0464,0.04776,TRX-USDT,704579513.0,33427131.795140002,-0.0006277463904582614,0,1,0.042281527995813806,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,38.432,38.995,37.432,38.229,FIL-USDT,784488.1,29951704.0653,-0.005463201436041509,0,1,0.04455574685657637,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,0.051613,0.052298,0.050142,0.050425,DOGE-USDT,981727221.0,50199845.073236,-0.023017456842268413,0,1,0.04339559771849799,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,0.050429,0.0512269999999999,0.049611,0.049979,DOGE-USDT,725556617.0,36525083.02031,-0.008844819038175356,0,1,0.037568224373529864,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,0.0499779999999999,0.051019,0.04752,0.049999,DOGE-USDT,1075087392.0,53351950.186917,0.0004001680705896238,1,0,0.05116125547620373,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,48385.77,48404.52,46320.0,47492.7,BTC-USDT,153350.787,7212272068.19832,-0.01845728609878483,0,1,0.05445737713586789,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,47492.7,49470.0,46909.55,48770.57,BTC-USDT,201251.969,9700197910.330061,0.026906661444811686,1,0,0.04825277595494101,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,0.05013,0.05073,0.0495,0.04999,TRX-USDT,615929437.0,30891533.19294,-0.0025937749401435672,0,1,0.03306363000699127,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,0.4003,0.4042699999999999,0.3925,0.402,XLM-USDT,111454957.0,44417945.53205,0.004196642685851293,1,0,0.027083956526074277,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.4669,0.4672,0.4564,0.466,XRP-USDT,235811056.3,109219829.55867,-0.0021413276231263545,0,1,0.0230439442658093,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,0.05169,0.05206,0.05014,0.05143,TRX-USDT,997318548.0,50966924.55928,-0.004644861621830976,0,1,0.03258971871968964,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,41.591,42.615,41.258,42.065,FIL-USDT,695650.9,29140914.1274,0.011493976483035517,1,0,0.03253956868933201,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.05297,0.0532399999999999,0.05196,0.05321,TRX-USDT,794955485.0,41851043.31218,0.004341260853153894,1,0,0.02382521894716925,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,42.023,42.591,41.04,41.853,FIL-USDT,731353.2,30536724.9558,-0.0038320559813396216,0,1,0.03357697306449501,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,220.03,225.84,218.11,220.38,XMR-USDT,73937.888,16423997.936110001,0.0012721490231712984,1,0,0.046585543043952085,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.4093,0.41355,0.3961699999999999,0.40512,XLM-USDT,139309323.0,56342957.202080004,-0.010260920551157793,0,1,0.03757182849565355,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,1.12681,1.14059,1.11111,1.12587,ADA-USDT,215960381.0,242725081.51884001,-0.0008785474681859418,0,1,0.026754204898056938,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.0515,0.05172,0.05003,0.0503,TRX-USDT,903559812.0,46193559.85956,-0.02311128374441651,0,1,0.03241968759210143,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.055588,0.0560279999999999,0.054103,0.0553669999999999,DOGE-USDT,803866138.0,44322712.940269,-0.003993595855296905,0,1,0.0368344208515078,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,0.055363,0.057222,0.054768,0.057177,DOGE-USDT,834621963.0,46646973.967679,0.03269095309480563,1,0,0.03890922661359031,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,2182.75,2239.45,2164.71,2178.22,MKR-USDT,26396.792,58070398.21987,-0.0025186379206125764,0,1,0.04193317652237304,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,2179.58,2197.03,2100.0,2176.1,MKR-USDT,25769.078,55350428.33963,-0.0009732717540009705,0,1,0.03944818019805618,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,60401.6,60831.3,59028.6,59112.5,BTCBUSD,565.767,33999707.2316,-0.021805322504310665,0,1,0.034384366423043836,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,0.4394,0.449,0.4226,0.4326,XRP-USDT,490591966.0,213356453.77117,-0.015475648611743331,0,1,0.04392201834862392,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.4325,0.444,0.4315,0.4361,XRP-USDT,349450027.1,153456125.33493,0.008090614886731462,1,0,0.04477955565787965,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,432.14,443.06,417.32,430.77,COMP-USDT,22328.03,9621689.90157,-0.002385363594256673,0,1,0.04563107921675925,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,0.057336,0.059211,0.057238,0.058765,DOGE-USDT,805859157.0,46824350.251003,0.024923259383284435,1,0,0.04389281746065923,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,1807.25,1815.5,1751.1,1760.77,ETH-USDT,898714.071,1596772709.07436,-0.025718633282611703,0,1,0.0325278445748623,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.058003,0.0594429999999999,0.0575559999999999,0.0579419999999999,DOGE-USDT,737453765.0,43075953.970300004,-0.0008277289187808012,0,1,0.03363178414932894,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.3367,1.3496,1.3121,1.326,IOTA-USDT,9950690.0,13270718.25,-0.008227374719521285,0,1,0.028689447990987615,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.40136,0.40314,0.39539,0.3954,XLM-USDT,106700886.0,42659775.61417,-0.014824965740625418,0,1,0.02709758393473479,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,1811.04,1850.11,1802.5,1844.86,ETH-USDT,562859.246,1029606564.10537,0.01867435285802621,1,0,0.02448644656582504,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,232.19,234.55,227.88,228.65,XMR-USDT,69478.023,16075511.0312,-0.01516130421673767,0,1,0.027863373985504116,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,2103.74,2121.5,2065.4,2101.81,MKR-USDT,21662.3,45512541.92883,-0.0013019410325249003,0,1,0.03278131210833127,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,0.0575799999999999,0.058079,0.056953,0.0578789999999999,DOGE-USDT,450527850.0,25939992.161389,0.005192775269190708,1,0,0.021869234966524945,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,185.74,189.58,182.61,184.43,LTC-USDT,808933.37,150613839.69031,-0.006892466749232717,0,1,0.05897768411952228,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,1689.52,1722.52,1660.0,1669.33,ETH-USDT,948390.678,1611258442.20298,-0.01192674669128968,0,1,0.0369892908500332,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,52307.89,53255.2,51500.0,52197.7,BTC-USDT,162060.331,8507631866.30475,-0.0021761928629897564,0,1,0.07007983217560475,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,52198.17,52750.0,50452.08,51325.21,BTC-USDT,254787.76,13120079520.99763,-0.01671510430536205,0,1,0.03915191333010245,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,11.767,11.867,11.563,11.612,ETC-USDT,1791005.17,21029567.97338,-0.013340130852238952,0,1,0.023993841153073073,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,1682.27,1734.88,1668.3,1714.34,ETH-USDT,701074.371,1191586830.26285,0.019069584963085306,1,0,0.032432432432432524,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,0.054471,0.054983,0.054005,0.054089,DOGE-USDT,364972651.0,19874103.801908,-0.007067591878694435,0,1,0.023350496946473502,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,0.054085,0.054334,0.053041,0.0537259999999999,DOGE-USDT,418775656.0,22503177.158638,-0.006711161234263852,0,1,0.021063859388767838,52,49,0.5148514851485149,1.0,1.0,1.0
2021-03-29 23:59:00,0.0543679999999999,0.054682,0.0536,0.0541909999999999,DOGE-USDT,522250908.0,28304049.279411,-0.003255591524426227,0,1,0.02371060897760765,65,37,0.6372549019607843,1.0,1.0,1.0
2021-03-30 11:59:00,0.0541799999999999,0.0551399999999999,0.053801,0.054972,DOGE-USDT,519807208.0,28287726.370927,0.014411987230353862,1,0,0.022177844141329,79,24,0.7669902912621359,1.0,1.0,1.0
2021-03-30 23:59:00,1850.66,1863.79,1827.13,1843.43,ETH-USDT,728889.207,1342318821.73504,-0.003901331964444976,0,1,0.027232761607761585,35,68,0.33980582524271846,1.0,1.0,1.0
2021-03-31 11:59:00,58864.7,59965.2,56950.0,58147.4,BTCBUSD,718.548,42018597.108,-0.012027803783176694,0,1,0.03439493276650877,15,89,0.14423076923076922,1.0,1.0,1.0
