time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Vidya_2,上涨数量,下跌数量,上涨比例,rank_Vidya_2,rank_sum,rank
2021-03-29 23:59:00,16.227999999999998,16.9,15.354,15.863,ALICE-USDT,1658961.8,26682274.6859,-0.02231124807396001,0,1,-0.01128147594116169,65,37,0.6372549019607843,1.0,1.0,1.0
2021-03-30 11:59:00,0.08727,0.09414,0.0866,0.09249,CELR-USDT,152703625.0,13750751.59852,0.06017881705639616,1,0,-0.02478102399500881,79,24,0.7669902912621359,1.0,1.0,1.0
2021-03-30 23:59:00,4.347,4.36,4.119,4.175,DODO-USDT,4249710.5,17943440.395,-0.039788408463661495,0,1,-0.020298017130118473,35,68,0.33980582524271846,1.0,1.0,1.0
2021-03-31 11:59:00,0.0924799999999999,0.09277,0.07691,0.08376,CELR-USDT,228509241.0,19653079.05381,-0.0936045882480252,0,1,-0.04910030084577388,15,89,0.14423076923076922,1.0,1.0,1.0
2021-03-31 23:59:00,6.1725900000000005,6.19753,5.68269,5.71018,AXS-USDT,4380076.0,26142180.58384,-0.07419651383554293,0,1,-0.03852756232325505,80,24,0.7692307692307693,1.0,1.0,1.0
2021-04-01 11:59:00,0.08384,0.08542,0.07852,0.0798,CELR-USDT,120801571.0,9862961.28531,-0.04920767306088292,0,1,-0.02123547133042525,45,60,0.42857142857142855,1.0,1.0,1.0
2021-04-01 23:59:00,4.5759300000000005,5.12485,4.54514,4.86385,BEL-USDT,7169065.0,34889885.26979,0.06244457162329242,1,0,-0.025469831202786897,49,56,0.4666666666666667,1.0,1.0,1.0
2021-04-02 11:59:00,0.0621549999999999,0.062937,0.0582,0.059376,DOGE-USDT,2023723542.0,120939149.321346,-0.04464932181300385,0,1,-0.022834431854649617,86,19,0.819047619047619,1.0,1.0,1.0
2021-04-02 23:59:00,5.3376,5.3933,5.0384,5.1322,MTL-USDT,3415635.0,17802509.0654,-0.03878785608600377,0,1,-0.01977749128587103,52,53,0.49523809523809526,1.0,1.0,1.0
2021-04-03 11:59:00,4.67169,5.153,4.45303,5.04796,BEL-USDT,9694095.0,46080375.83691,0.08081789958248575,1,0,-0.03446348226012419,57,48,0.5428571428571428,1.0,1.0,1.0
2021-04-04 23:59:00,6.095,6.9687,5.95,6.8858,MTL-USDT,5202578.0,32916906.8354,0.12789516789516786,1,0,-0.04257868010207988,94,11,0.8952380952380953,1.0,1.0,1.0
2021-04-05 11:59:00,183.03,183.042,175.0,177.803,FIL-USDT,1549012.4,276293231.2941,-0.0283989071038252,0,1,-0.014403982228529122,59,46,0.5619047619047619,1.0,1.0,1.0
2021-04-05 23:59:00,6.128,6.1603,5.5718,5.6179,MTL-USDT,3111639.0,18440468.4563,-0.08324086161879907,0,1,-0.04342791952936764,58,47,0.5523809523809524,1.0,1.0,1.0
2021-04-06 11:59:00,0.028602,0.028863,0.020551,0.024809,HOT-USDT,10936318067.0,275240168.762396,-0.1327647079386164,0,1,-0.0481760623974018,57,48,0.5428571428571428,1.0,1.0,1.0
2021-04-06 23:59:00,0.0248229999999999,0.026086,0.018823,0.022815,HOT-USDT,14222076715.0,329336707.251529,-0.08037405780160434,0,1,-0.04186964555686212,39,66,0.37142857142857144,1.0,1.0,1.0
2021-04-07 23:59:00,0.55162,0.65564,0.5344,0.6326,SAND-USDT,67884697.0,39116370.72385,0.14663766539786138,1,0,-0.06453361771640509,70,35,0.6666666666666666,1.0,1.0,1.0
2021-04-08 11:59:00,24.622,27.201,24.21,26.689,UNFI-USDT,2114558.7,54900608.9044,0.08487459859355306,1,0,-0.04025877602263228,93,12,0.8857142857142857,1.0,1.0,1.0
2021-04-09 11:59:00,3.0916,3.2682,2.9403,3.1881,OGN-USDT,14260198.0,44197864.4399,0.031447151315150856,1,0,-0.012589611200654383,80,26,0.7547169811320755,1.0,1.0,1.0
2021-04-09 23:59:00,0.0158199999999999,0.0159169999999999,0.01453,0.014802,DENT-USDT,4441812124.0,67610486.186222,-0.06417146108616723,0,1,-0.033149351709719665,27,79,0.25471698113207547,1.0,1.0,1.0
2021-04-10 11:59:00,1.29483,1.32848,1.03122,1.07629,NKN-USDT,73717637.0,85057358.69588,-0.1675831612489077,0,1,-0.07590377695545558,77,29,0.7264150943396226,1.0,1.0,1.0
2021-04-10 23:59:00,0.020502,0.02173,0.017779,0.01918,HOT-USDT,12584491769.0,246261348.474766,-0.06434460217571591,0,1,-0.03324176516545274,22,84,0.20754716981132076,1.0,1.0,1.0
2021-04-11 11:59:00,1.02558,1.06434,0.939,0.95059,NKN-USDT,39007579.0,38817931.8585,-0.07311960061623657,0,1,-0.0379471401751873,56,50,0.5283018867924528,1.0,1.0,1.0
2021-04-11 23:59:00,11.7205,12.0,10.9521,11.0454,RUNE-USDT,3093183.0,35178802.1683,-0.057720525507592435,0,1,-0.029717930022751693,53,53,0.5,1.0,1.0,1.0
2021-04-12 11:59:00,0.95413,0.98,0.85,0.8795799999999999,NKN-USDT,47479988.0,43316202.7147,-0.07649825710805935,0,1,-0.03583107273313557,35,72,0.32710280373831774,1.0,1.0,1.0
2021-04-12 23:59:00,174.226,176.873,159.16,167.97799999999998,FIL-USDT,3032658.2,502917452.6578,-0.03613254913211894,0,1,-0.018398669989744487,38,69,0.35514018691588783,1.0,1.0,1.0
2021-04-13 11:59:00,0.0130099999999999,0.013268,0.011195,0.012086,DENT-USDT,7306311213.0,89450154.600376,-0.07037920159986977,0,1,-0.03647307370350805,47,60,0.4392523364485981,1.0,1.0,1.0
2021-04-13 23:59:00,0.3521,0.3635,0.332,0.3405,CHR-USDT,49153224.0,17003348.9669,-0.03294518602669694,0,1,-0.016748483973433537,82,25,0.7663551401869159,1.0,1.0,1.0
2021-04-14 11:59:00,0.85296,0.85811,0.7315,0.7516,NKN-USDT,59192892.0,46198260.18762,-0.11672072580266069,0,1,-0.039196998840385966,58,49,0.5420560747663551,1.0,1.0,1.0
2021-04-14 23:59:00,6.9178,7.361,6.3568,7.3569,SRM-USDT,9205278.0,63525227.9204,0.06356618284855142,1,0,-0.02701117495728267,48,59,0.4485981308411215,1.0,1.0,1.0
2021-04-15 11:59:00,1.8384,1.8948,1.656,1.7022,XRP-USDT,1434818033.9,2511077780.7182403,-0.074136524340495,0,1,-0.03849521281102608,73,34,0.6822429906542056,1.0,1.0,1.0
2021-04-15 23:59:00,0.031086,0.034556,0.030912,0.033206,SC-USDT,765076590.0,24901676.660163,0.0678887280913365,1,0,-0.028056538384040874,78,29,0.7289719626168224,1.0,1.0,1.0
2021-04-16 11:59:00,0.1345,0.1369,0.11347,0.12376,LINA-USDT,201570702.0,25611391.51248,-0.07916666666666661,0,1,-0.041214750542299394,17,90,0.1588785046728972,1.0,1.0,1.0
2021-04-16 23:59:00,13.5964,15.4022,13.1331,14.5923,RUNE-USDT,4413651.0,63545626.2166,0.07378436451404013,1,0,-0.03500005562310726,80,27,0.7476635514018691,1.0,1.0,1.0
2021-04-17 11:59:00,14.2183,15.0216,12.9144,13.1888,THETA-USDT,18287042.1,255070010.23588,-0.0723349182680133,0,1,-0.03752462964314385,66,41,0.616822429906542,1.0,1.0,1.0
2021-04-17 23:59:00,1106.32,1138.4,990.07,992.8,BCH-USDT,823143.052,869048484.49502,-0.10313739306394942,0,1,-0.050205922569788175,21,86,0.19626168224299065,1.0,1.0,1.0
2021-04-19 11:59:00,2.3648,2.55,2.1076,2.2962,ONT-USDT,82977236.1,193634165.98962,-0.02826914938637337,0,1,-0.008923281530510252,35,72,0.32710280373831774,1.0,1.0,1.0
2021-04-20 11:59:00,0.26305,0.30668,0.23661,0.29945,COTI-USDT,131563611.0,35352401.56193,0.13958975529931106,1,0,-0.05673450450584416,78,29,0.7289719626168224,1.0,1.0,1.0
2021-04-20 23:59:00,0.3967969999999999,0.39847,0.2708,0.3175159999999999,DOGE-USDT,16813031876.0,5658487815.131581,-0.19988105917809906,0,1,-0.11103769570183897,77,30,0.719626168224299,1.0,1.0,1.0
2021-04-21 11:59:00,13.0348,13.2713,11.8,11.8256,HNT-USDT,1546897.0,19604524.9191,-0.09313578883597529,0,1,-0.04470132831455842,14,94,0.12962962962962962,1.0,1.0,1.0
2021-04-21 23:59:00,87.552,97.442,77.256,77.913,TRB-USDT,917334.5,78774160.7016,-0.10955553777757454,0,1,-0.05795226464827208,33,75,0.3055555555555556,1.0,1.0,1.0
2021-04-22 11:59:00,0.305983,0.309534,0.25763,0.264142,DOGE-USDT,7040915968.0,1959770655.600447,-0.13674289094492187,0,1,-0.06400964542456766,89,19,0.8240740740740741,1.0,1.0,1.0
2021-04-23 11:59:00,3.89381,3.98897,2.9765,3.30342,BEL-USDT,12459368.0,41067442.93852,-0.15172073770112937,0,1,-0.08208756154760977,15,93,0.1388888888888889,1.0,1.0,1.0
2021-04-23 23:59:00,0.03163,0.034614,0.0290199999999999,0.03442,SC-USDT,1157789959.0,36573526.812804,0.08841386288894504,1,0,-0.0385320947176947,97,11,0.8981481481481481,1.0,1.0,1.0
2021-04-24 23:59:00,5.0792,6.1444,5.0629,5.7879,SRM-USDT,10418651.0,59010273.2034,0.1390813193733762,1,0,-0.06477029674515189,47,61,0.4351851851851852,1.0,1.0,1.0
2021-04-25 23:59:00,0.271336,0.2763199999999999,0.224,0.251418,DOGE-USDT,5330129685.0,1351785530.978081,-0.07330809746891909,0,1,-0.028873137945123695,18,90,0.16666666666666666,1.0,1.0,1.0
2021-04-26 23:59:00,45.5089,47.5349,43.3079,43.9698,SOL-USDT,6107019.0,278063647.0313,-0.03377941855099209,0,1,-0.017179872324446066,83,25,0.7685185185185185,1.0,1.0,1.0
2021-04-27 23:59:00,132.887,133.005,122.488,128.02700000000002,ZEN-USDT,252476.3,32063703.6902,-0.036296848301454854,0,1,-0.01848387739769064,53,55,0.49074074074074076,1.0,1.0,1.0
2021-04-28 11:59:00,10.3774,10.4397,8.9728,9.7259,SRM-USDT,10841865.0,103690685.4223,-0.06297027795173182,0,1,-0.0325086792602981,17,91,0.1574074074074074,1.0,1.0,1.0
2021-04-28 23:59:00,2.9621,3.1589,2.7,2.7395,RLC-USDT,14722695.5,42383146.99217,-0.07477456178864539,0,1,-0.038839379692653164,66,42,0.6111111111111112,1.0,1.0,1.0
2021-04-29 11:59:00,0.37627,0.39552,0.36348,0.39415,BLZ-USDT,28063139.0,10724714.22196,0.048271276595744705,1,0,-0.0195203629658367,71,37,0.6574074074074074,1.0,1.0,1.0
2021-04-29 23:59:00,459.257,462.4,423.515,439.447,AAVE-USDT,244925.9,107618199.6116,-0.042880634236117876,0,1,-0.021910076097673925,15,93,0.1388888888888889,1.0,1.0,1.0
2021-04-30 11:59:00,3.017,3.197,2.954,3.187,CRV-USDT,13997283.1,43374263.9444,0.056697612732095504,1,0,-0.02468334180731402,79,29,0.7314814814814815,1.0,1.0,1.0
2021-04-30 23:59:00,9.471,10.289,9.433,10.192,AXS-USDT,3127610.0,30880427.523,0.07646810308407259,1,0,-0.03251890322619,97,11,0.8981481481481481,1.0,1.0,1.0
2021-05-01 11:59:00,3.0451,3.0918,2.8666,2.9632,RLC-USDT,5741507.9,17206277.53695,-0.027023477261533424,0,1,-0.013696806297535113,59,49,0.5462962962962963,1.0,1.0,1.0
2021-05-01 23:59:00,2.9632,3.1401,2.8877,3.0726,RLC-USDT,6230745.9,18913640.07908,0.03691954643628503,1,0,-0.013000590132155931,67,41,0.6203703703703703,1.0,1.0,1.0
2021-05-02 11:59:00,0.06,0.06015,0.0544799999999999,0.05722,STMX-USDT,234826830.0,13360717.6777,-0.04680992836914721,0,1,-0.02003973307524043,20,88,0.18518518518518517,1.0,1.0,1.0
2021-05-02 23:59:00,0.81,0.81591,0.74368,0.75437,FTM-USDT,142768888.0,112295869.346294,-0.06867901234567908,0,1,-0.03556064102482148,37,71,0.3425925925925926,1.0,1.0,1.0
2021-05-03 23:59:00,1.0087,1.0129,0.945,0.964,FLM-USDT,21131883.0,20699598.6114,-0.04384050783574689,0,1,-0.022411520129804297,25,83,0.23148148148148148,1.0,1.0,1.0
2021-05-04 11:59:00,9.536,9.548,8.475,8.758,LIT-USDT,4090231.1,36123512.5247,-0.08139290958674239,0,1,-0.042422917122239445,27,81,0.25,1.0,1.0,1.0
2021-05-05 23:59:00,116.096,124.07,115.162,121.45,TRB-USDT,541179.2,64591247.0693,0.04614403969231562,1,0,-0.01548654651109116,91,17,0.8425925925925926,1.0,1.0,1.0
2021-05-06 11:59:00,0.654821,0.6675270000000001,0.575,0.616109,DOGE-USDT,4705395790.0,2903489386.556934,-0.059185973356462696,0,1,-0.030495437761658972,73,35,0.6759259259259259,1.0,1.0,1.0
2021-05-06 23:59:00,1.7022,1.7053,1.5516,1.5903,OGN-USDT,12135759.0,19755320.8324,-0.06551886238100835,0,1,-0.03386895902311593,34,74,0.3148148148148148,1.0,1.0,1.0
2021-05-07 11:59:00,1.9319,2.0692,1.8504,2.0546,ALPHA-USDT,13835622.0,27011556.2904,0.06428386428386434,1,0,-0.028362426131616214,81,27,0.75,1.0,1.0,1.0
2021-05-07 23:59:00,431.06,440.0,392.5,405.06,DASH-USDT,247236.159,103958408.47223,-0.06036002598125634,0,1,-0.03111919056617296,22,86,0.2037037037037037,1.0,1.0,1.0
2021-05-08 11:59:00,26.724,26.956,24.874,25.324,QTUM-USDT,8575330.3,221352320.4364,-0.05288353653975619,0,1,-0.027159924705159155,75,33,0.6944444444444444,1.0,1.0,1.0
2021-05-08 23:59:00,1.9382,1.974,1.7996,1.8783,ALPHA-USDT,36374460.0,68076615.71776,-0.030904963368073357,0,1,-0.015695008515655418,35,73,0.32407407407407407,1.0,1.0,1.0
2021-05-09 11:59:00,0.637878,0.703155,0.455,0.4628239999999999,DOGE-USDT,17100080941.0,9281626333.001463,-0.27440562510288413,0,1,-0.15902093162493347,14,94,0.12962962962962962,1.0,1.0,1.0
2021-05-09 23:59:00,0.4628239999999999,0.59245,0.423,0.5709609999999999,DOGE-USDT,13917549777.0,7082129216.654211,0.23364605119872794,1,0,-0.055181356490583866,92,16,0.8518518518518519,1.0,1.0,1.0
2021-05-10 11:59:00,3.108,3.192,2.942,3.0,CTK-USDT,3378503.0,10410807.7424,-0.03443836498229813,0,1,-0.017520877681349356,34,74,0.3148148148148148,1.0,1.0,1.0
2021-05-11 11:59:00,0.0416399999999999,0.05269,0.04046,0.04732,STMX-USDT,886884150.0,42147967.81569,0.13613445378151257,1,0,-0.059069065656745856,89,21,0.8090909090909091,1.0,1.0,1.0
2021-05-12 11:59:00,0.030487,0.031556,0.025051,0.028414,1000SHIB-USDT,32624532360.0,926545042.891598,-0.06821013969961309,0,1,-0.03530929585115783,48,62,0.43636363636363634,1.0,1.0,1.0
2021-05-13 11:59:00,1.8102,2.3468,1.689,2.2086,ALPHA-USDT,61371293.0,128120191.25984,0.21659138481877283,1,0,-0.091508858160405,87,23,0.7909090909090909,1.0,1.0,1.0
2021-05-13 23:59:00,0.016372,0.022807,0.016077,0.02069,1000SHIB-USDT,55186318613.0,1025152065.491121,0.2635886160986931,1,0,-0.02101489224125075,65,45,0.5909090909090909,1.0,1.0,1.0
2021-05-14 23:59:00,0.020501,0.020697,0.0181729999999999,0.018415,1000SHIB-USDT,21154240051.0,409966702.769521,-0.10175113409101988,0,1,-0.053602631308459214,35,75,0.3181818181818182,1.0,1.0,1.0
2021-05-15 11:59:00,304.7,305.19,275.2,282.21,ICP-USDT,191998.52,55125602.4325,-0.07359747890884027,0,1,-0.038204621361870306,18,92,0.16363636363636364,1.0,1.0,1.0
2021-05-17 11:59:00,225.47,225.83,198.7,210.5,ICP-USDT,377440.49,79658137.2021,-0.06643604754301924,0,1,-0.034359374283224,16,94,0.14545454545454545,1.0,1.0,1.0
2021-05-18 23:59:00,193.69,193.7,160.23,163.4,ICP-USDT,832901.71,145158382.3586,-0.1563839124373999,0,1,-0.08482455403399713,19,91,0.17272727272727273,1.0,1.0,1.0
2021-05-20 23:59:00,173.69,193.98,152.99,164.07,ICP-USDT,1583150.47,276225901.4441,-0.055114029025570055,0,1,-0.010452091328572166,75,36,0.6756756756756757,1.0,1.0,1.0
2021-05-21 11:59:00,13.584,14.382,12.057,12.372,RUNE-USDT,2864060.0,37665851.416,-0.09076210773866389,0,1,-0.0475383963970899,28,83,0.25225225225225223,1.0,1.0,1.0
2021-05-22 11:59:00,16.367,17.483,13.526,14.737,SNX-USDT,4353198.5,66949266.9809,-0.09970065367462888,0,1,-0.052465762232366986,13,98,0.11711711711711711,1.0,1.0,1.0
2021-05-22 23:59:00,36.97,38.339,31.123,31.225,SOL-USDT,6835849.0,232073377.323,-0.15544195607486744,0,1,-0.08427056908661668,15,96,0.13513513513513514,1.0,1.0,1.0
2021-05-23 23:59:00,5.53,5.549,3.911,4.09,LUNA-USDT,36301310.0,160004167.5751,-0.2606652205350687,0,1,-0.14986489295364702,39,72,0.35135135135135137,1.0,1.0,1.0
2021-05-26 23:59:00,36.206,37.29,32.724,35.42,SOL-USDT,6162098.0,213498607.548,-0.02151993148982001,0,1,-0.0060150397897331676,82,29,0.7387387387387387,1.0,1.0,1.0
2021-05-27 11:59:00,0.010745,0.01075,0.009293,0.010147,HOT-USDT,4525003583.0,45082439.583628,-0.05565379246161006,0,1,-0.02862339651541268,25,86,0.22522522522522523,1.0,1.0,1.0
2021-05-27 23:59:00,0.25032,0.26892,0.2277,0.23091,BLZ-USDT,76964907.0,18644141.60426,-0.07746703955253698,0,1,-0.04029425822405952,18,93,0.16216216216216217,1.0,1.0,1.0
2021-05-29 11:59:00,0.43435,0.4572699999999999,0.3925,0.41175,SKL-USDT,78244522.0,33284114.42343,-0.05166060159380903,0,1,-0.026515196292837273,37,74,0.3333333333333333,1.0,1.0,1.0
2021-06-01 11:59:00,1.0917,1.0988,1.0313,1.0493,STORJ-USDT,8362793.0,8866850.7405,-0.0391025641025643,0,1,-0.019941157240928153,25,86,0.22522522522522523,1.0,1.0,1.0
2021-06-01 23:59:00,0.44514,0.4515,0.40715,0.41868,SKL-USDT,51671768.0,22267027.82389,-0.05878650270890007,0,1,-0.030283378304825526,49,62,0.44144144144144143,1.0,1.0,1.0
2021-06-02 11:59:00,0.2250199999999999,0.24406,0.2160699999999999,0.2397699999999999,COTI-USDT,55554231.0,12914657.30839,0.0655497289129856,1,0,-0.02054914409220432,84,27,0.7567567567567568,1.0,1.0,1.0
2021-06-02 23:59:00,104.41,113.05,103.8,108.04,ICP-USDT,510519.81,55133057.4653,0.034965034965035,1,0,-0.014924624376050466,87,24,0.7837837837837838,1.0,1.0,1.0
2021-06-03 23:59:00,0.41166,0.42105,0.3771,0.40083,DOGE-USDT,6309498204.0,2525061542.082087,-0.026473659922764847,0,1,-0.013414394013980369,88,23,0.7927927927927928,1.0,1.0,1.0
2021-06-05 11:59:00,1.626,1.747,1.57,1.587,DODO-USDT,12719170.6,21214814.2279,-0.023985239852398532,0,1,-0.012138188608776912,19,92,0.17117117117117117,1.0,1.0,1.0
2021-06-05 23:59:00,279.69,281.21,257.18,263.78,XMR-USDT,136890.365,36971614.12804,-0.056783236787527946,0,1,-0.029221257176505033,16,95,0.14414414414414414,1.0,1.0,1.0
2021-06-06 11:59:00,4.7536,4.9744,4.546,4.5499,KAVA-USDT,6845959.1,32375385.26482,-0.0427107660586169,0,1,-0.01891186882802287,90,21,0.8108108108108109,1.0,1.0,1.0
2021-06-06 23:59:00,4.5496,4.735,4.5251,4.695,KAVA-USDT,5748179.5,26641273.06502,0.03189081078705036,1,0,-0.010473947220273505,87,24,0.7837837837837838,1.0,1.0,1.0
2021-06-07 11:59:00,0.1235,0.12899,0.12174,0.12688,ZIL-USDT,132755488.0,16795922.87287,0.02753482345319158,1,0,-0.013092524010933415,97,14,0.8738738738738738,1.0,1.0,1.0
2021-06-08 11:59:00,2.881,2.8842,2.4641,2.5788,MTL-USDT,39755321.0,104358400.8883,-0.10411672746221978,0,1,-0.054917266780275864,18,93,0.16216216216216217,1.0,1.0,1.0
2021-06-08 23:59:00,88.35,88.62,76.52,81.2,ICP-USDT,847065.15,69283006.5981,-0.08092812676853411,0,1,-0.04217045119433793,47,64,0.42342342342342343,1.0,1.0,1.0
2021-06-09 11:59:00,0.0901899999999999,0.09281,0.08606,0.09275,ANKR-USDT,112695859.0,10052539.25799,0.028498558438678323,1,0,-0.012792667149324588,96,15,0.8648648648648649,1.0,1.0,1.0
2021-06-10 11:59:00,81.57,83.67,72.7,75.92,ICP-USDT,920826.67,71678761.4839,-0.06915154487493869,0,1,-0.03581407162814332,21,90,0.1891891891891892,1.0,1.0,1.0
2021-06-11 11:59:00,9.923,10.063,8.572000000000001,9.281,SNX-USDT,5648146.3,51192830.3002,-0.06469817595485228,0,1,-0.03343053530514506,51,61,0.45535714285714285,1.0,1.0,1.0
2021-06-12 11:59:00,0.30619,0.30694,0.25505,0.26733,SAND-USDT,110806045.0,30179907.46838,-0.12691466083150982,0,1,-0.06775700934579398,15,97,0.13392857142857142,1.0,1.0,1.0
2021-06-12 23:59:00,8.214,8.478,7.782,7.843,SUSHI-USDT,5035073.0,41535759.14,-0.04505052964811873,0,1,-0.023044344793223592,56,56,0.5,1.0,1.0,1.0
2021-06-13 11:59:00,11.206,11.268,9.915,10.333,GTC-USDT,1601415.1,16527427.928,-0.07897317051430597,0,1,-0.041109873793615415,49,63,0.4375,1.0,1.0,1.0
2021-06-14 11:59:00,0.2797,0.28954,0.26859,0.27216,FTM-USDT,148033933.0,40919993.59992,-0.02657462713258696,0,1,-0.003778110997149531,35,77,0.3125,1.0,1.0,1.0
2021-06-15 11:59:00,5.835,6.198,5.609,5.667999999999999,ALICE-USDT,5205496.1,30703143.6021,-0.02845389098388762,0,1,-0.00850333901977074,47,65,0.41964285714285715,1.0,1.0,1.0
2021-06-15 23:59:00,411.34,416.77,378.92,379.39,KSM-USDT,245397.4,97432466.275,-0.07776265253536874,0,1,-0.04045424080326776,41,71,0.36607142857142855,1.0,1.0,1.0
2021-06-16 23:59:00,9.945,10.06,9.157,9.258,UNFI-USDT,1715460.7,16475316.9913,-0.06898632341110233,0,1,-0.03572544526611776,35,78,0.30973451327433627,1.0,1.0,1.0
2021-06-17 23:59:00,9.292,9.38,8.225,8.437000000000001,GTC-USDT,1350091.1,11816799.3781,-0.09221002797503763,0,1,-0.02705266597219924,17,96,0.1504424778761062,1.0,1.0,1.0
2021-06-18 11:59:00,9.51,9.51,8.503,8.613999999999999,UNFI-USDT,809830.2,7185493.2813,-0.09393078784053865,0,1,-0.04927984106837324,14,99,0.12389380530973451,1.0,1.0,1.0
2021-06-19 11:59:00,48.46,54.73,46.3,53.64,ICP-USDT,1680826.57,83128223.867,0.1066639158242213,1,0,-0.035035308560796175,69,44,0.6106194690265486,1.0,1.0,1.0
2021-06-22 23:59:00,22.015,28.256,20.098,26.956,SOL-USDT,28371953.0,696289808.195,0.2252727272727273,1,0,-0.0932064142466501,102,12,0.8947368421052632,1.0,1.0,1.0
2021-06-23 23:59:00,0.25284,0.26605,0.23199,0.24628,FTM-USDT,196254399.0,48292073.90891,-0.026022304832713616,0,1,-0.004993672903090718,47,67,0.41228070175438597,1.0,1.0,1.0
2021-06-24 11:59:00,2312.9,2330.0,2062.3,2218.1,MKR-USDT,12622.575,27280479.4333,-0.04098750486402358,0,1,-0.020922533657029008,82,32,0.7192982456140351,1.0,1.0,1.0
2021-06-24 23:59:00,36.38,37.14,33.06,34.62,ICP-USDT,2698120.72,94581402.4692,-0.048378229796591676,0,1,-0.02478873239436663,90,24,0.7894736842105263,1.0,1.0,1.0
2021-06-26 11:59:00,0.16448,0.192,0.16241,0.17974,HBAR-USDT,329604727.0,59310452.42036,0.09257795878669994,1,0,-0.025346098539755557,65,49,0.5701754385964912,1.0,1.0,1.0
2021-06-26 23:59:00,15.789,15.903,14.508,15.169,BAL-USDT,857561.1,12811659.066,-0.03932868904369846,0,1,-0.020058787428535618,98,16,0.8596491228070176,1.0,1.0,1.0
2021-06-27 11:59:00,0.13374,0.13953,0.13287,0.13751,COTI-USDT,26797235.0,3656794.76938,0.028189023478390807,1,0,-0.011966611105663327,43,71,0.37719298245614036,1.0,1.0,1.0
2021-06-28 11:59:00,42.99,47.6,40.52,41.45,ICP-USDT,10164205.33,442524992.6225,-0.03604651162790695,0,1,-0.00745413754539781,39,75,0.34210526315789475,1.0,1.0,1.0
2021-06-29 23:59:00,220.84,223.25,206.17,214.18,KSM-USDT,683819.0,146833347.555,-0.030333212604128912,0,1,-0.008248642379354632,52,62,0.45614035087719296,1.0,1.0,1.0
2021-06-30 11:59:00,2.0261,2.0543,1.877,1.9104,BAKE-USDT,20305679.0,39538612.0893,-0.05626636368127258,0,1,-0.028947569064985967,18,96,0.15789473684210525,1.0,1.0,1.0
2021-07-01 23:59:00,0.02402,0.02762,0.02339,0.02737,LINA-USDT,1250111047.0,32093562.96207,0.13899292550977949,1,0,-0.029581619418192262,29,85,0.2543859649122807,1.0,1.0,1.0
2021-07-03 23:59:00,0.02399,0.025348,0.023929,0.025144,IOST-USDT,763949279.0,18726392.870673,0.04814706740589436,1,0,-0.023104057839329895,72,42,0.631578947368421,1.0,1.0,1.0
2021-07-04 23:59:00,1.826,1.8959,1.8069,1.8662,MTL-USDT,4099083.0,7605791.8915,0.021959366956902704,1,0,-0.009987096573852883,58,56,0.5087719298245614,1.0,1.0,1.0
2021-07-06 23:59:00,0.7308,0.75153,0.68628,0.70102,GRT-USDT,55444766.0,40020439.01958,-0.04134017094017095,0,1,-0.021106355645234443,68,46,0.5964912280701754,1.0,1.0,1.0
2021-07-07 11:59:00,0.38919,0.41685,0.38266,0.41648,REN-USDT,23696351.0,9531257.72243,0.06979014153245489,1,0,-0.014441651054045601,101,13,0.8859649122807017,1.0,1.0,1.0
2021-07-07 23:59:00,477.73,482.5,434.2,441.32,COMP-USDT,166865.703,76536193.05247,-0.07578898871227824,0,1,-0.03938704657009451,21,93,0.18421052631578946,1.0,1.0,1.0
2021-07-08 23:59:00,13.234,13.784,11.551,12.085,AXS-USDT,35380245.0,442343048.329,-0.08689081979599533,0,1,-0.04541864139020535,20,94,0.17543859649122806,1.0,1.0,1.0
2021-07-09 11:59:00,0.4262,0.437,0.37,0.37465,SAND-USDT,652056030.0,254480125.41623,-0.12126187404714439,0,1,-0.06454431960049911,15,99,0.13157894736842105,1.0,1.0,1.0
2021-07-10 11:59:00,0.8357,0.8563,0.8008,0.8129,ZRX-USDT,22288789.9,18271299.6702,-0.02716610818573484,0,1,-0.013770094024871615,23,91,0.20175438596491227,1.0,1.0,1.0
2021-07-10 23:59:00,32.751,33.3,31.0,31.688,SOL-USDT,4211463.0,135402367.414,-0.032663776787349774,0,1,-0.016603047512646074,43,71,0.37719298245614036,1.0,1.0,1.0
2021-07-11 11:59:00,6.3020000000000005,7.2,6.19,7.121,ALICE-USDT,16752358.9,111761220.5663,0.12995874325610912,1,0,-0.038514687210073784,93,21,0.8157894736842105,1.0,1.0,1.0
2021-07-11 23:59:00,0.7814,0.7879,0.736,0.7618,OGN-USDT,27665990.0,21157996.6185,-0.024833589349718355,0,1,-0.012572909915748554,75,39,0.6578947368421053,1.0,1.0,1.0
2021-07-12 11:59:00,0.48983,0.4911899999999999,0.43073,0.43283,SAND-USDT,231487487.0,105677139.52763,-0.11636690280301332,0,1,-0.052594701219329965,13,101,0.11403508771929824,1.0,1.0,1.0
2021-07-12 23:59:00,5.838,5.867,5.43,5.56,THETA-USDT,12771816.1,71534934.9037,-0.047782154478506755,0,1,-0.024475831213264465,17,97,0.14912280701754385,1.0,1.0,1.0
2021-07-13 11:59:00,4.188,4.215,3.915,3.997,EOS-USDT,79820815.8,323504935.6018,-0.04560649474689582,0,1,-0.019582948339743944,21,93,0.18421052631578946,1.0,1.0,1.0
