time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Sgcz_2,上涨数量,下跌数量,上涨比例,rank_Sgcz_2,rank_sum,rank
2021-01-16 23:59:00,0.023949,0.024016,0.019634,0.020824,IOST-USDT,3820540584.0,82264136.771884,-0.13106613811808898,0,1,-0.16364433052419597,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-17 11:59:00,0.02083,0.020838,0.0167539999999999,0.0185,IOST-USDT,4638857242.0,84457964.121291,-0.11160199769496737,0,1,-0.1751013621521549,28,51,0.35443037974683544,1.0,1.0,1.0
2021-01-17 23:59:00,0.23569,0.254,0.2221699999999999,0.23233,ENJ-USDT,66012560.0,15680087.49236,-0.014256014256014304,0,1,-0.15362476671676611,66,13,0.8354430379746836,1.0,1.0,1.0
2021-01-18 11:59:00,1.69,1.781,1.471,1.505,CRV-USDT,43753939.3,70517581.6277,-0.10999408633944407,0,1,-0.15568022353054567,55,24,0.6962025316455697,1.0,1.0,1.0
2021-01-18 23:59:00,113.027,118.86,106.987,109.525,KSM-USDT,182814.8,20634237.9573,-0.03088943158490831,0,1,-0.08846147443377146,44,35,0.5569620253164557,1.0,1.0,1.0
2021-01-19 11:59:00,0.61934,0.64918,0.525,0.5622699999999999,GRT-USDT,163554687.0,93259549.00316,-0.09148637076055521,0,1,-0.13462307792927827,46,34,0.575,1.0,1.0,1.0
2021-01-22 23:59:00,0.66057,0.68958,0.63126,0.6363300000000001,REN-USDT,16366077.0,10879120.52916,-0.03665183032064667,0,1,-0.06068434015286441,64,17,0.7901234567901234,1.0,1.0,1.0
2021-01-23 11:59:00,1.36501,1.44761,1.33226,1.33774,KNC-USDT,7278898.0,10118310.903070001,-0.020444327284975916,0,1,-0.08749287971396515,41,40,0.5061728395061729,1.0,1.0,1.0
2021-01-24 23:59:00,3.775,3.785,3.431,3.553,QTUM-USDT,8889438.6,31811565.9276,-0.05880794701986758,0,1,-0.10863020544749077,19,62,0.2345679012345679,1.0,1.0,1.0
2021-01-25 11:59:00,8.3354,11.2499,8.08,8.3465,SUSHI-USDT,19625535.0,173800318.9948,0.0013797240551889356,1,0,-0.15454508604511147,56,26,0.6829268292682927,1.0,1.0,1.0
2021-01-26 11:59:00,0.47267,0.49016,0.40894,0.41381,ENJ-USDT,114356823.0,51390877.26027,-0.12471180489455747,0,1,-0.16076498416555146,27,56,0.3253012048192771,1.0,1.0,1.0
2021-01-26 23:59:00,0.2068,0.2116,0.1895,0.2105,FLM-USDT,57808907.0,11648865.3237,0.017399710004833313,1,0,-0.08378672105389687,69,14,0.8313253012048193,1.0,1.0,1.0
2021-01-27 23:59:00,0.97276,1.01839,0.8615299999999999,0.87377,AXS-USDT,12735712.0,11848101.37582,-0.10212197502954312,0,1,-0.20144946557561053,26,57,0.3132530120481928,1.0,1.0,1.0
2021-01-28 23:59:00,0.02077,0.022,0.01858,0.01872,AKRO-USDT,110731479.0,2244341.98224,-0.09913378248315685,0,1,-0.15005668555882604,47,37,0.5595238095238095,1.0,1.0,1.0
2021-01-29 11:59:00,0.119555,0.262861,0.116,0.138767,FTM-USDT,1307024970.0,219429155.016935,0.16068620562748848,1,0,-0.29680368420580555,59,25,0.7023809523809523,1.0,1.0,1.0
2021-01-29 23:59:00,0.138769,0.182937,0.125018,0.128697,FTM-USDT,439788624.0,67079266.620638,-0.07256768540070768,0,1,-0.4226218860281165,25,59,0.2976190476190476,1.0,1.0,1.0
2021-01-30 11:59:00,0.045873,0.050646,0.02833,0.032685,DOGE-USDT,32015123805.0,1119590755.533153,-0.2876446614214415,0,1,-0.4490331829082846,33,51,0.39285714285714285,1.0,1.0,1.0
2021-01-30 23:59:00,0.032681,0.03528,0.022147,0.0279899999999999,DOGE-USDT,30837093063.0,880193693.090867,-0.14364387333639583,0,1,-0.3485091012012448,65,19,0.7738095238095238,1.0,1.0,1.0
2021-01-31 11:59:00,0.132136,0.134991,0.105,0.115121,FTM-USDT,184674276.0,21723879.262344,-0.12895342150661304,0,1,-0.24126975213821047,48,36,0.5714285714285714,1.0,1.0,1.0
2021-01-31 23:59:00,2.478,2.6172,2.225,2.273,HNT-USDT,2605972.0,6257207.9364,-0.08220948073972378,0,1,-0.1185139218238038,10,74,0.11904761904761904,1.0,1.0,1.0
2021-02-01 11:59:00,0.036868,0.042108,0.033971,0.039481,DOGE-USDT,12399227075.0,477666332.018171,0.07038091365053556,1,0,-0.12263466868861451,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-01 23:59:00,0.6279,0.6462,0.36,0.3714,XRP-USDT,11715485199.7,5537087486.68393,-0.4085045389393216,0,1,-0.47090247922355594,61,24,0.7176470588235294,1.0,1.0,1.0
2021-02-02 11:59:00,0.3716,0.412,0.34,0.3927,XRP-USDT,3174792208.8,1190759122.92328,0.0573505654281099,1,0,-0.2577962529239036,49,36,0.5764705882352941,1.0,1.0,1.0
2021-02-02 23:59:00,11.6764,12.2174,10.95,11.3451,BAND-USDT,3064561.1,35398311.27806,-0.028830926476001384,0,1,-0.09959166496724836,57,28,0.6705882352941176,1.0,1.0,1.0
2021-02-03 11:59:00,2.384,2.5366,2.1325,2.1837,LUNA-USDT,9579657.0,22212119.1812,-0.07953970662620125,0,1,-0.11350627161325764,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-03 23:59:00,0.144995,0.146,0.128963,0.130675,FTM-USDT,215138708.0,29373816.395905,-0.0982831670323906,0,1,-0.14275498289413374,76,9,0.8941176470588236,1.0,1.0,1.0
2021-02-04 11:59:00,1.0207,1.02549,0.8861600000000001,0.92683,AXS-USDT,6501733.0,6220085.24348,-0.09205525078369892,0,1,-0.11261004540583695,23,62,0.27058823529411763,1.0,1.0,1.0
2021-02-04 23:59:00,0.0253,0.07416,0.02386,0.04085,AKRO-USDT,2353067590.0,94957882.6433,0.6146245059288538,1,0,-0.1902071186030096,62,23,0.7294117647058823,1.0,1.0,1.0
2021-02-05 23:59:00,0.05275,0.05977,0.04125,0.04372,AKRO-USDT,2115363995.0,107313058.43215,-0.17055587175109088,0,1,-0.2625452875861874,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-06 11:59:00,0.04369,0.0462,0.03757,0.04119,AKRO-USDT,678208194.0,28421077.38738,-0.05786825251601113,0,1,-0.22261013067658192,14,71,0.16470588235294117,1.0,1.0,1.0
2021-02-06 23:59:00,0.2388699999999999,0.28913,0.23454,0.2475099999999999,CVC-USDT,250002623.0,65363856.0299,0.036170301837819885,1,0,-0.1157040991906219,68,17,0.8,1.0,1.0,1.0
2021-02-07 11:59:00,2.44188,2.46939,2.0110900000000003,2.24405,ALPHA-USDT,26416349.0,58256280.61406,-0.0802922998737684,0,1,-0.12341796826789869,34,51,0.4,1.0,1.0,1.0
2021-02-07 23:59:00,3.6227,3.7052,3.151,3.4263,HNT-USDT,1681892.0,5746603.5581,-0.05457906790651468,0,1,-0.09884011441350811,29,56,0.3411764705882353,1.0,1.0,1.0
2021-02-08 23:59:00,186.22,194.472,157.365,164.735,EGLD-USDT,1151275.3,204946828.0785,-0.11609102274495497,0,1,-0.1600959540644046,43,42,0.5058823529411764,1.0,1.0,1.0
2021-02-09 11:59:00,30.1757,31.1235,28.689,28.9691,AVAX-USDT,2672289.0,79589772.6893,-0.03971213673173757,0,1,-0.10864856212926402,59,26,0.6941176470588235,1.0,1.0,1.0
2021-02-09 23:59:00,2.46263,2.49756,2.00155,2.10487,ALPHA-USDT,44409358.0,96472131.66724,-0.14569533735956886,0,1,-0.1765242082543418,73,12,0.8588235294117647,1.0,1.0,1.0
2021-02-10 23:59:00,0.1318599999999999,0.1356,0.101,0.1162,MATIC-USDT,1066822877.0,126931885.51963,-0.1185617841159069,0,1,-0.17827592261679345,17,68,0.2,1.0,1.0,1.0
2021-02-11 11:59:00,54.8184,56.8888,48.049,48.4519,AVAX-USDT,3924174.0,203557778.0519,-0.11772814345960825,0,1,-0.175625678946335,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-11 23:59:00,180.247,185.14,147.67700000000002,158.55,EGLD-USDT,789898.4,131877699.0723,-0.12006615459752257,0,1,-0.1513652822412217,63,22,0.7411764705882353,1.0,1.0,1.0
2021-02-12 11:59:00,0.34756,0.35896,0.3060199999999999,0.31978,SKL-USDT,61323812.0,20049654.85889,-0.07844380403458207,0,1,-0.15842938685116614,67,18,0.788235294117647,1.0,1.0,1.0
2021-02-12 23:59:00,2.65976,2.86547,2.13068,2.2408200000000003,GRT-USDT,216968325.0,546531073.58073,-0.15751361959868704,0,1,-0.21724504637262937,54,31,0.6352941176470588,1.0,1.0,1.0
2021-02-13 11:59:00,2.16468,2.335,1.70068,1.87827,ALPHA-USDT,71447287.0,141475561.16098002,-0.13176105135186356,0,1,-0.21104628362527866,20,65,0.23529411764705882,1.0,1.0,1.0
2021-02-13 23:59:00,1.87546,1.99792,1.795,1.87477,ALPHA-USDT,68056737.0,129591077.86467001,-0.00186341686764957,0,1,-0.1346389957135651,75,10,0.8823529411764706,1.0,1.0,1.0
2021-02-14 11:59:00,268.42,279.98,238.63,248.13,DASH-USDT,472830.729,120059176.80784,-0.07507361986058814,0,1,-0.1405562675300283,24,61,0.2823529411764706,1.0,1.0,1.0
2021-02-14 23:59:00,0.49476,0.49718,0.44136,0.45275,CVC-USDT,68020161.0,31548766.52987,-0.08568601316692925,0,1,-0.15644242928849716,11,74,0.12941176470588237,1.0,1.0,1.0
2021-02-15 11:59:00,154.485,158.822,94.99,132.285,EGLD-USDT,1316845.2,169040425.57569999,-0.1437032721623459,0,1,-0.1800194635628246,18,67,0.21176470588235294,1.0,1.0,1.0
2021-02-15 23:59:00,4.341,4.4695,3.85,3.9819,HNT-USDT,2127809.0,9038198.0348,-0.08251152073732715,0,1,-0.15727875862207003,25,60,0.29411764705882354,1.0,1.0,1.0
2021-02-16 11:59:00,140.227,153.006,133.0,142.045,EGLD-USDT,441610.3,64012262.1129,0.012964692962125657,1,0,-0.12048073409655048,65,20,0.7647058823529411,1.0,1.0,1.0
2021-02-16 23:59:00,0.30405,0.31428,0.2706199999999999,0.28257,SKL-USDT,54972966.0,15920066.29608,-0.07125718981101081,0,1,-0.12213989088836412,13,72,0.15294117647058825,1.0,1.0,1.0
2021-02-17 11:59:00,25.122,25.881,22.515,23.919,ATOM-USDT,4970755.44,118357016.6383,-0.047507167887862245,0,1,-0.08834851542159988,56,29,0.6588235294117647,1.0,1.0,1.0
2021-02-17 23:59:00,0.052457,0.053684,0.047825,0.049527,DOGE-USDT,3203327876.0,163976025.529831,-0.05605321338720559,0,1,-0.09094745219568694,68,17,0.8,1.0,1.0,1.0
2021-02-18 11:59:00,0.040354,0.041948,0.037829,0.03863,IOST-USDT,1853602375.0,74090254.316132,-0.043053904082441585,0,1,-0.10981550856298279,46,40,0.5348837209302325,1.0,1.0,1.0
2021-02-18 23:59:00,11.694,12.035,11.222,11.332,LIT-USDT,668176.8,7788529.4642,-0.03070738174664267,0,1,-0.09362127566996901,62,24,0.7209302325581395,1.0,1.0,1.0
2021-02-19 11:59:00,0.3282199999999999,0.32978,0.27433,0.30119,SAND-USDT,105412468.0,31552850.66539,-0.08240921277114299,0,1,-0.10623460321568583,54,33,0.6206896551724138,1.0,1.0,1.0
2021-02-19 23:59:00,6.51,8.0,5.419,6.23,DODO-USDT,5302359.1,32664631.4124,-0.043010752688171894,0,1,-0.22124999972343742,35,53,0.3977272727272727,1.0,1.0,1.0
2021-02-20 11:59:00,1.7616,1.8495,1.45618,1.52524,REN-USDT,63877283.0,103875488.92623,-0.13535637553075108,0,1,-0.1598695652947454,68,20,0.7727272727272727,1.0,1.0,1.0
2021-02-21 23:59:00,0.17385,0.18233,0.1577,0.16251,MATIC-USDT,339896122.0,58068126.75011,-0.0637746284134112,0,1,-0.11518252714548097,22,66,0.25,1.0,1.0,1.0
2021-02-22 11:59:00,6.856,7.084,5.978,6.096,DODO-USDT,4952002.6,31855624.0896,-0.1108518086347724,0,1,-0.16177380520897378,10,79,0.11235955056179775,1.0,1.0,1.0
2021-02-22 23:59:00,0.03167,0.03644,0.024117,0.032443,ANKR-USDT,1426943189.0,45750754.520756,0.024828631898158537,1,0,-0.16722064628873867,28,61,0.3146067415730337,1.0,1.0,1.0
2021-02-24 23:59:00,2.517,2.69,2.0089,2.1198,TOMO-USDT,23632735.0,54970853.9207,-0.15693604836143815,0,1,-0.20944282759214278,18,73,0.1978021978021978,1.0,1.0,1.0
2021-02-25 11:59:00,0.0524059999999999,0.053298,0.0425899999999999,0.046187,IOST-USDT,3543449972.0,164979798.784699,-0.11907304978065991,0,1,-0.1695449786403354,64,27,0.7032967032967034,1.0,1.0,1.0
2021-02-26 11:59:00,0.597865,0.7,0.517598,0.54152,FTM-USDT,337268877.0,197947053.628838,-0.09293132328308207,0,1,-0.29038822401952735,21,70,0.23076923076923078,1.0,1.0,1.0
2021-02-26 23:59:00,0.541205,0.627977,0.5,0.5226890000000001,FTM-USDT,289105460.0,159926691.452634,-0.03477433889791681,0,1,-0.21280413421611755,46,45,0.5054945054945055,1.0,1.0,1.0
2021-02-27 23:59:00,0.501596,0.523872,0.441129,0.4689359999999999,FTM-USDT,257257198.0,123178270.41547701,-0.06496862531628922,0,1,-0.13638347345750731,14,77,0.15384615384615385,1.0,1.0,1.0
2021-02-28 23:59:00,1.5982,1.605,1.3691,1.475,SFP-USDT,5681133.0,8299879.1503,-0.07772150315763138,0,1,-0.12592592517969817,45,46,0.4945054945054945,1.0,1.0,1.0
2021-03-02 11:59:00,0.584762,0.5912,0.5,0.520981,FTM-USDT,182026179.0,96939117.34784201,-0.1089726815769535,0,1,-0.15821457168824407,50,41,0.5494505494505495,1.0,1.0,1.0
2021-03-02 23:59:00,19.2866,20.3957,16.7123,17.8373,SUSHI-USDT,14383931.0,261363496.777,-0.07478084962913023,0,1,-0.13402337124948513,18,73,0.1978021978021978,1.0,1.0,1.0
2021-03-03 23:59:00,2.0785,2.1264,1.9372,1.9372,SFP-USDT,7711692.0,15637069.8546,-0.0680265563359953,0,1,-0.12171015291768773,26,66,0.2826086956521739,1.0,1.0,1.0
2021-03-04 11:59:00,2.0418,2.1142,1.8662,1.8903,TOMO-USDT,9149291.0,17934165.9385,-0.07415389136503892,0,1,-0.14129965638676406,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-04 23:59:00,1.88925,2.0,1.68,1.71935,ALPHA-USDT,31370679.0,57427336.38846,-0.09021880043389696,0,1,-0.15968994443211246,18,74,0.1956521739130435,1.0,1.0,1.0
2021-03-05 11:59:00,0.11824,0.13938,0.10827,0.11897,CHZ-USDT,1605481978.0,198841872.38659,0.006088794926004226,1,0,-0.1777593352851381,19,73,0.20652173913043478,1.0,1.0,1.0
2021-03-05 23:59:00,0.11897,0.12192,0.1072299999999999,0.11058,CHZ-USDT,1161434070.0,130596501.02414,-0.07052198033117596,0,1,-0.15361652096314432,69,23,0.75,1.0,1.0,1.0
2021-03-06 11:59:00,1.2002,1.26412,1.12704,1.13061,ENJ-USDT,46315488.0,55244761.19634,-0.05661432171286496,0,1,-0.12052428827720213,50,42,0.5434782608695652,1.0,1.0,1.0
2021-03-06 23:59:00,0.30557,0.30671,0.29357,0.29523,SKL-USDT,20478846.0,6123109.8882,-0.0349753211518975,0,1,-0.0759335166692691,69,23,0.75,1.0,1.0,1.0
2021-03-07 23:59:00,0.13868,0.14049,0.12514,0.12872,CHZ-USDT,778557398.0,102765375.06108,-0.07115023812960031,0,1,-0.09057509604528076,65,27,0.7065217391304348,1.0,1.0,1.0
2021-03-08 11:59:00,2.7657,2.7658,2.351,2.4575,TOMO-USDT,28689357.0,71780862.131,-0.11137226541312595,0,1,-0.13078079359525768,27,65,0.29347826086956524,1.0,1.0,1.0
2021-03-09 11:59:00,0.063041,0.06317,0.0570179999999999,0.057258,DOGE-USDT,2180848925.0,129456487.929472,-0.09223793518929535,0,1,-0.09409064249811815,71,21,0.7717391304347826,1.0,1.0,1.0
2021-03-09 23:59:00,0.28961,0.2978,0.25305,0.26723,CHZ-USDT,2643154701.0,725073942.68953,-0.07800855644493498,0,1,-0.12974239978694088,72,20,0.782608695652174,1.0,1.0,1.0
2021-03-10 11:59:00,0.7008,0.7019,0.5099,0.558,XEM-USDT,228929132.0,133790183.6249,-0.20353982300884943,0,1,-0.21319796653697168,15,78,0.16129032258064516,1.0,1.0,1.0
2021-03-10 23:59:00,0.58036,0.594,0.5020899999999999,0.52298,SKL-USDT,175765731.0,96129672.96883,-0.09888519392801132,0,1,-0.17030761394336918,21,72,0.22580645161290322,1.0,1.0,1.0
2021-03-11 11:59:00,0.40795,0.43482,0.388,0.39898,COTI-USDT,29057905.0,11852123.81159,-0.021987988724108343,0,1,-0.11594154472160625,35,58,0.3763440860215054,1.0,1.0,1.0
2021-03-11 23:59:00,0.46202,0.528,0.38658,0.38909,BLZ-USDT,262452841.0,119520219.33416,-0.15775916185033656,0,1,-0.21642902737979244,65,28,0.6989247311827957,1.0,1.0,1.0
2021-03-12 11:59:00,0.4946,0.498,0.3111,0.394,XEM-USDT,795140713.0,338933128.5738,-0.20339668418924373,0,1,-0.2334630304773729,33,61,0.35106382978723405,1.0,1.0,1.0
2021-03-12 23:59:00,0.92186,1.12378,0.86313,0.88277,SKL-USDT,238094064.0,233689877.05666,-0.04240340181806346,0,1,-0.25690258715021885,19,75,0.20212765957446807,1.0,1.0,1.0
2021-03-13 11:59:00,0.72885,0.89344,0.66363,0.6881,CHZ-USDT,2060537979.0,1599426583.32239,-0.055961804936272785,0,1,-0.25668668434638237,77,17,0.8191489361702128,1.0,1.0,1.0
2021-03-13 23:59:00,0.5735,0.656,0.5033,0.5038,CHR-USDT,85431154.0,50218201.7862,-0.12076788830715524,0,1,-0.2932594473836087,70,24,0.7446808510638298,1.0,1.0,1.0
2021-03-14 11:59:00,0.60441,0.6797300000000001,0.5685,0.60788,CHZ-USDT,1117660691.0,690543182.43249,0.006173963419680462,1,0,-0.1748776640237044,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-14 23:59:00,0.5345,0.6,0.51,0.5111,CHR-USDT,60400763.0,33033128.8166,-0.04413689919581065,0,1,-0.1687403404287169,20,74,0.2127659574468085,1.0,1.0,1.0
2021-03-15 11:59:00,2.6789,3.2266,2.3243,2.4257,SFP-USDT,62087083.0,170222502.78079998,-0.09556301267710665,0,1,-0.21644189544878653,21,74,0.22105263157894736,1.0,1.0,1.0
2021-03-15 23:59:00,0.048582,0.050212,0.038133,0.040158,REEF-USDT,7439702987.0,314372055.116222,-0.17341456888211926,0,1,-0.2650909504166186,53,42,0.5578947368421052,1.0,1.0,1.0
2021-03-16 11:59:00,19.0,25.49,17.302,18.242,ALICE-USDT,3054037.6,62501516.6194,-0.039894736842105205,0,1,-0.28434680255616046,50,46,0.5208333333333334,1.0,1.0,1.0
2021-03-16 23:59:00,18.25,19.114,15.557,17.099,ALICE-USDT,5286683.0,88410547.2448,-0.06265760333296788,0,1,-0.23329746200641308,70,26,0.7291666666666666,1.0,1.0,1.0
2021-03-17 11:59:00,0.073994,0.074178,0.061867,0.064016,ANKR-USDT,545296227.0,36283094.056322,-0.13365452281708434,0,1,-0.17233708847481913,16,81,0.16494845360824742,1.0,1.0,1.0
2021-03-18 11:59:00,0.19713,0.204,0.17633,0.17752,ZIL-USDT,448236152.0,83993589.43077,-0.10016220600162151,0,1,-0.12118811281246966,50,48,0.5102040816326531,1.0,1.0,1.0
2021-03-18 23:59:00,1.4347299999999998,1.48,1.161,1.23068,ADA-USDT,1937315918.0,2604481362.04841,-0.1422697081843589,0,1,-0.1687346745419782,25,73,0.25510204081632654,1.0,1.0,1.0
2021-03-19 23:59:00,0.19154,0.19158,0.1667,0.16904,LINA-USDT,163444790.0,28588168.5028,-0.11742285803790531,0,1,-0.14649970227968476,24,75,0.24242424242424243,1.0,1.0,1.0
2021-03-20 11:59:00,0.11652,0.1166,0.1075,0.11002,ONE-USDT,426711597.0,47700579.03284,-0.05643224699828464,0,1,-0.09923038322986867,86,13,0.8686868686868687,1.0,1.0,1.0
2021-03-21 11:59:00,0.063854,0.066336,0.052607,0.054171,IOST-USDT,2761509791.0,160490052.174118,-0.15071177724821272,0,1,-0.17331519757734146,22,77,0.2222222222222222,1.0,1.0,1.0
2021-03-21 23:59:00,0.054146,0.056212,0.05185,0.0550909999999999,IOST-USDT,1033278118.0,55986011.189220004,0.016983256724075524,1,0,-0.10090738308134403,84,15,0.8484848484848485,1.0,1.0,1.0
2021-03-22 11:59:00,0.17632,0.19267,0.1592,0.1607,ONE-USDT,2021612685.0,358334615.93145,-0.08889896813697695,0,1,-0.14309328162245558,81,19,0.81,1.0,1.0,1.0
2021-03-23 11:59:00,0.05246,0.05407,0.04374,0.04797,STMX-USDT,492123046.0,23926602.7323,-0.0859375,0,1,-0.1640672363740984,23,77,0.23,1.0,1.0,1.0
2021-03-23 23:59:00,32.8164,37.0032,30.282,31.0137,UNI-USDT,14362425.0,479914979.2974,-0.054837854393519625,0,1,-0.14430566243028334,43,57,0.43,1.0,1.0,1.0
2021-03-25 11:59:00,11.9,12.518,11.16,11.265999999999998,ALICE-USDT,2274032.8,27161626.6809,-0.053356860768002834,0,1,-0.17064193155871482,40,61,0.39603960396039606,1.0,1.0,1.0
2021-03-25 23:59:00,1.4591,1.7521,1.298,1.4318,STORJ-USDT,173898867.0,264927831.2081,-0.018710163799602553,0,1,-0.14664600443039597,27,74,0.26732673267326734,1.0,1.0,1.0
2021-03-27 11:59:00,0.398,0.4037,0.3677,0.3769,CHR-USDT,113926067.0,43558365.6901,-0.05349070818684076,0,1,-0.11390619222037868,32,69,0.31683168316831684,1.0,1.0,1.0
2021-03-27 23:59:00,0.17303,0.17729,0.16347,0.16459,ONE-USDT,419958513.0,72348751.45081,-0.048612716763005825,0,1,-0.10131316163077575,80,21,0.7920792079207921,1.0,1.0,1.0
2021-03-28 11:59:00,10.5836,12.11,10.335,10.4673,HNT-USDT,3610304.0,39893952.3997,-0.011026077097505693,0,1,-0.12444165610669874,69,32,0.6831683168316832,1.0,1.0,1.0
2021-03-28 23:59:00,3.3981,3.6665,2.6877,2.7217,STORJ-USDT,177960979.0,561736280.3602,-0.1989345420296681,0,1,-0.2743584609095289,52,49,0.5148514851485149,1.0,1.0,1.0
