time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,振幅,上涨,下跌,Dc_2,上涨数量,下跌数量,上涨比例,rank_Dc_2,rank_sum,rank
2021-04-19 02:59:00,9.418,10.393,9.1,10.213,ALICE-USDT,9470961.7,91465091.9681,0.08383741908097209,0.13729029517944374,1,0,0.7063799788508989,107,0,1.0,1.0,1.0,1.0
2021-04-25 14:59:00,8.112,12.808,7.726,9.689,ALICE-USDT,20784441.7,207000865.6921,0.19440335305719914,0.6264792899408284,1,0,0.6185535394837719,104,4,0.9629629629629629,1.0,1.0,1.0
2021-04-26 02:59:00,9.684,9.687,7.75,8.744,ALICE-USDT,9435661.1,81157912.1241,-0.09753328516874804,0.20002065262288307,0,1,0.49498392909321126,69,39,0.6388888888888888,1.0,1.0,1.0
2021-04-29 02:59:00,11.303,14.3,10.856,14.288,ALICE-USDT,11727264.9,148792041.6541,0.26442477876106185,0.304697867822702,1,0,0.43280027220142914,73,35,0.6759259259259259,1.0,1.0,1.0
2021-04-29 14:59:00,14.288,16.552,13.407,13.880999999999998,ALICE-USDT,24553185.4,367138304.3592,-0.02848544232922745,0.2201147816349384,0,1,0.41564506713368354,58,50,0.5370370370370371,1.0,1.0,1.0
2021-04-30 02:59:00,13.897,14.359000000000002,12.557,12.741,ALICE-USDT,11886307.7,159760726.8944,-0.08212664793602764,0.12966827372814285,0,1,0.27448555429592214,31,77,0.28703703703703703,1.0,1.0,1.0
2021-05-01 02:59:00,13.449000000000002,18.587,13.401,16.398,ALICE-USDT,24797961.1,406677286.4165,0.21927280838724061,0.38560487768607327,1,0,0.3814984464588872,98,10,0.9074074074074074,1.0,1.0,1.0
2021-05-18 02:59:00,12.18,13.78,12.055,12.789,ALICE-USDT,12878363.6,166180611.5192,0.05077643578999269,0.14162561576354676,1,0,0.36769759450171813,88,22,0.8,1.0,1.0,1.0
2021-07-05 02:59:00,5.114,5.1370000000000005,4.56,4.625,ALICE-USDT,15441520.5,75531363.8618,-0.09561986703167769,0.11282753226437248,0,1,0.2299266191640966,12,102,0.10526315789473684,1.0,1.0,1.0
2021-07-11 14:59:00,6.6610000000000005,7.42,6.306,7.297000000000001,ALICE-USDT,19209466.8,132277231.431,0.09581018170896538,0.16724215583245755,1,0,0.20718375845913584,109,5,0.956140350877193,1.0,1.0,1.0
2021-07-25 02:59:00,8.974,11.291,8.818999999999999,9.514,ALICE-USDT,73737915.6,738608137.2948,0.06017383552484956,0.2754624470693115,1,0,0.4424855335027852,20,95,0.17391304347826086,1.0,1.0,1.0
2021-07-27 14:59:00,8.705,14.59,8.67,13.59,ALICE-USDT,105242382.7,1310967943.464,0.5609924190213647,0.6800689259046525,1,0,0.5176876617773943,114,1,0.991304347826087,1.0,1.0,1.0
2021-07-28 02:59:00,13.588,15.233,12.158,14.106,ALICE-USDT,68118814.9,920664381.818,0.03796909492273737,0.22630261995878725,1,0,0.5491360917039703,74,41,0.6434782608695652,1.0,1.0,1.0
2021-08-21 14:59:00,13.853,18.178,13.842,17.419,ALICE-USDT,57633251.4,954471343.5436,0.25732640392666384,0.31300079405182996,1,0,0.344187246115159,69,53,0.5655737704918032,1.0,1.0,1.0
2021-08-28 02:59:00,19.848,22.408,19.302,21.963,ALICE-USDT,17851573.9,370125078.7016,0.10611402095084599,0.1564893188230553,1,0,0.2647497283775931,85,39,0.6854838709677419,1.0,1.0,1.0
2021-11-23 14:59:00,21.657,24.789,21.358,23.898000000000003,ALICE-USDT,31496076.4,730848349.7895,0.10352789065386059,0.15842452786627884,1,0,0.3368763404114917,107,30,0.781021897810219,1.0,1.0,1.0
2021-01-07 14:59:00,0.31822,0.51617,0.29525,0.4629,ALPHA-USDT,95367217.0,39622514.2945,0.4546997265956443,0.6942366915970084,1,0,0.5900121680444572,54,24,0.6923076923076923,1.0,1.0,1.0
2021-01-21 02:59:00,0.6077100000000001,0.72782,0.5755399999999999,0.716,ALPHA-USDT,41195071.0,26969505.13932,0.17788342902265275,0.2505800464037124,1,0,0.272750692845154,64,16,0.8,1.0,1.0,1.0
2021-01-26 14:59:00,1.04203,1.215,0.97423,1.17487,ALPHA-USDT,41626743.0,45107130.41751,0.1277092012055827,0.23105860675796286,1,0,0.28257959674427124,7,76,0.08433734939759036,1.0,1.0,1.0
2021-01-27 02:59:00,1.17316,1.84078,1.165,1.4926700000000002,ALPHA-USDT,110151788.0,160714383.20118,0.270498012546069,0.5760339595622082,1,0,0.6156638875172735,70,13,0.8433734939759037,1.0,1.0,1.0
2021-01-27 14:59:00,1.49159,1.61878,1.2217,1.28846,ALPHA-USDT,127388447.0,182667050.73318,-0.13680853772099677,0.2662125651150786,0,1,0.44965366726773087,3,80,0.03614457831325301,1.0,1.0,1.0
2021-07-06 14:59:00,0.6528,0.887,0.6422,0.8665,ALPHA-USDT,495882409.0,394524189.1732,0.32756243297073717,0.375,1,0,0.5384560349145023,98,16,0.8596491228070176,1.0,1.0,1.0
2021-07-07 02:59:00,0.8665,0.8667,0.756,0.7965,ALPHA-USDT,267893030.0,219076500.2466,-0.08078476630121179,0.12775533756491636,0,1,0.3201674077949255,69,45,0.6052631578947368,1.0,1.0,1.0
2021-08-05 02:59:00,0.6951,0.7797,0.6943,0.7777,ALPHA-USDT,93684864.0,68958208.6154,0.11915383508418476,0.12286002014098678,1,0,0.1886315789473684,68,49,0.5811965811965812,1.0,1.0,1.0
2021-08-05 14:59:00,0.7777,0.893,0.7567,0.8197,ALPHA-USDT,362592552.0,299154979.0965,0.054005400540054094,0.17526038318117523,1,0,0.25036225036225035,81,36,0.6923076923076923,1.0,1.0,1.0
2022-04-01 14:59:00,0.3907,0.6084,0.3889,0.59,ALPHA-USDT,886577940.0,485214113.9185,0.5101100588686971,0.5618121320706425,1,0,0.44705882352941184,143,4,0.9727891156462585,1.0,1.0,1.0
2022-04-02 02:59:00,0.59,0.68,0.565,0.6781,ALPHA-USDT,882089174.0,543211696.0632,0.14932203389830523,0.1949152542372883,1,0,0.5446720928056881,129,18,0.8775510204081632,1.0,1.0,1.0
