time,open,high,low,close,symbol,volume,quote_volume,涨跌幅,上涨,下跌,Atr_2,上涨数量,下跌数量,上涨比例,rank_Atr_2,rank_sum,rank
2021-01-01 11:59:00,1.3658,1.4033,1.1222,1.1734,1INCH-USDT,25403471.0,31517115.0848,-0.14200058496636436,0,1,0.1931916568280205,63,15,0.8076923076923077,1.0,1.0,1.0
2021-01-01 23:59:00,13.355,14.661,11.705,11.802,ZEN-USDT,1769471.6,23168495.8779,-0.11655064001796556,0,1,0.2077421406144429,22,56,0.28205128205128205,1.0,1.0,1.0
2021-01-02 11:59:00,0.0056799999999999,0.007899,0.00555,0.007256,DOGE-USDT,27285617873.0,188471143.538293,0.27746478873241687,1,0,0.24397031539888864,23,55,0.2948717948717949,1.0,1.0,1.0
2021-01-02 23:59:00,0.0072569999999999,0.0140759999999999,0.00677,0.010542,DOGE-USDT,71624192042.0,720549836.394982,0.4528665931642777,1,0,0.5424766827733396,39,39,0.5,1.0,1.0,1.0
2021-01-03 11:59:00,0.010543,0.0133879999999999,0.009331,0.013102,DOGE-USDT,30310178585.0,343299156.558441,0.24283817112502382,1,0,0.48058704110978684,57,21,0.7307692307692307,1.0,1.0,1.0
2021-01-03 23:59:00,0.01311,0.014,0.009403,0.009877,DOGE-USDT,28659713680.0,333463196.059425,-0.24614562662188977,0,1,0.3766047260542191,67,11,0.8589743589743589,1.0,1.0,1.0
2021-01-04 11:59:00,0.009878,0.011554,0.0077,0.008864,DOGE-USDT,15408901674.0,148546439.834962,-0.10256150653032292,0,1,0.45093644949575795,14,64,0.1794871794871795,1.0,1.0,1.0
2021-01-05 11:59:00,0.36258,0.498,0.35295,0.45169,LRC-USDT,322629944.0,139485362.26574,0.2457664515417286,1,0,0.307834010831788,63,15,0.8076923076923077,1.0,1.0,1.0
2021-01-05 23:59:00,0.45163,0.6209,0.44,0.4927399999999999,LRC-USDT,401722419.0,213415103.30062,0.09088091390112663,1,0,0.34512880785235545,56,22,0.717948717948718,1.0,1.0,1.0
2021-01-06 23:59:00,0.31188,0.395,0.2707199999999999,0.34295,XLM-USDT,4790473597.0,1557211899.98241,0.09919871794871793,1,0,0.37676158485380584,56,22,0.717948717948718,1.0,1.0,1.0
2021-01-07 11:59:00,0.1058099999999999,0.1663,0.10214,0.13677,CVC-USDT,391467780.0,52141641.38177,0.2943124822560803,1,0,0.35885167464114837,40,38,0.5128205128205128,1.0,1.0,1.0
2021-01-07 23:59:00,0.13695,0.2074099999999999,0.13617,0.20148,CVC-USDT,414077148.0,65986738.24852,0.4731300723842946,1,0,0.4002956393200293,14,64,0.1794871794871795,1.0,1.0,1.0
2021-01-08 11:59:00,0.1642799999999999,0.272,0.1642799999999999,0.23514,ENJ-USDT,335166442.0,76333529.993,0.43098831548198624,1,0,0.35763280428578614,40,38,0.5128205128205128,1.0,1.0,1.0
2021-01-08 23:59:00,3.1523,3.848,3.0043,3.222,SOL-USDT,35305852.0,120084349.3048,0.022727272727272707,1,0,0.3449720670391061,26,52,0.3333333333333333,1.0,1.0,1.0
2021-01-09 11:59:00,0.008608,0.01224,0.007961,0.010555,IOST-USDT,9563208506.0,100714208.080528,0.22604251364850736,1,0,0.3627635149238154,70,8,0.8974358974358975,1.0,1.0,1.0
2021-01-09 23:59:00,0.01055,0.0135,0.010151,0.01137,IOST-USDT,7258402627.0,85602175.882353,0.07721459024159172,1,0,0.34791334093500564,58,20,0.7435897435897436,1.0,1.0,1.0
2021-01-10 11:59:00,0.011376,0.013188,0.010226,0.010422,IOST-USDT,4382368933.0,52887976.867474,-0.0833773087071239,0,1,0.2896016886930983,13,65,0.16666666666666666,1.0,1.0,1.0
2021-01-10 23:59:00,15.252,23.821,14.942,22.1,ZEN-USDT,3664444.0,77791917.1406,0.4488952992853865,1,0,0.28873182876877357,37,41,0.47435897435897434,1.0,1.0,1.0
2021-01-11 23:59:00,25.399,29.92,21.312,24.083,ZEN-USDT,4543835.5,112566512.3132,-0.051663713329395566,0,1,0.411314119406605,39,39,0.5,1.0,1.0,1.0
2021-01-12 11:59:00,24.09,30.7,22.565,27.84,ZEN-USDT,2889016.4,79160958.0025,0.1560021591994354,1,0,0.3224582554937118,56,23,0.7088607594936709,1.0,1.0,1.0
2021-01-12 23:59:00,0.14256,0.188,0.138,0.17069,CVC-USDT,361053666.0,59407580.30673,0.1979086251666784,1,0,0.2968261063924899,15,64,0.189873417721519,1.0,1.0,1.0
2021-01-13 11:59:00,0.17059,0.17787,0.15142,0.16326,CVC-USDT,204400350.0,33435813.18876,-0.043529204991505144,0,1,0.22892648600089832,71,8,0.8987341772151899,1.0,1.0,1.0
2021-01-14 11:59:00,0.012554,0.0148849999999999,0.012105,0.014246,IOST-USDT,3449633333.0,47328558.274146,0.13468737554759058,1,0,0.17387410917502705,45,34,0.569620253164557,1.0,1.0,1.0
2021-01-14 23:59:00,12.313,14.799,11.956,14.5,DOT-USDT,37355845.2,481290883.1298,0.17799983751726378,1,0,0.1615875265768958,51,28,0.6455696202531646,1.0,1.0,1.0
2021-01-15 11:59:00,0.014793,0.0249,0.014762,0.024541,IOST-USDT,9298210253.0,187281743.907092,0.6583997837545728,1,0,0.29957548488777364,54,25,0.6835443037974683,1.0,1.0,1.0
