candle_begin_time,factor,symbol,µ±ÖÜÆÚÕÇµø·ù,¾»Öµ,±¸×¢,ÕÇµø·ù,Õñ·ù
2021-02-13 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,GRT-USDT,0.022638287294329373,1.5929067978589342,,-0.157513619598687,0.2762617679790659
2021-02-13 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALPHA-USDT,0.015754107142469165,1.6180016222203712,,-0.1317610513518635,0.2930317645102278
2021-02-14 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,CVC-USDT,0.014885580874266502,1.642086516222627,,-0.0291949335320184,0.1604549191559331
2021-02-14 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,DASH-USDT,-0.00218083798602986,1.6385053915717014,,-0.0750736198605881,0.1540496237240146
2021-02-15 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ONT-USDT,-0.06583706589390315,1.5306310041392797,,-0.1220173127587503,0.1592653921421044
2021-02-15 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,EGLD-USDT,0.029002494201481266,1.5750231209614365,,-0.1437032721623459,0.4131922193093181
2021-02-16 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,GRT-USDT,0.010687596968282032,1.5918563332939981,,-0.0629741767809796,0.1804197884000542
2021-02-16 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ICX-USDT,0.011527770485944888,1.6102068877508091,,-0.0172773982270905,0.1642304870478018
2021-02-17 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SKL-USDT,0.009259901352594246,1.6251172446886495,,-0.0712571898110108,0.143594803486269
2021-02-17 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,MATIC-USDT,0.008338141130134202,1.6386677016278783,,-0.0225584594222832,0.1623751489049758
2021-02-18 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,BLZ-USDT,0.0037639218740530556,1.6448355188343398,,-0.0460203999678741,0.1231942215088282
2021-02-18 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,LUNA-USDT,0.006334791470338663,1.6552552088491617,,-0.0764299870156495,0.1235915156316155
2021-02-19 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,MATIC-USDT,0.012119870882951744,1.675316688258747,,-0.0211779749060984,0.1389841320468863
2021-02-19 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SAND-USDT,0.013394196665167168,1.6977562094577212,,-0.0824092127711429,0.1689415635854
2021-02-20 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,DODO-USDT,-0.1060302328086472,1.5177427233165925,,-0.0430107526881718,0.3964669738863288
2021-02-20 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,REN-USDT,0.00972753998606879,1.5325066263462197,,-0.135356375530751,0.2232742960944595
2021-02-21 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,MATIC-USDT,-0.05410691976027038,1.4495874132824222,,-0.2656520411279649,0.3497223212920975
2021-02-21 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SUSHI-USDT,0.0019358311150692309,1.452393569701067,,-0.0183563287342531,0.1091499522445081
2021-02-22 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,UNI-USDT,-0.002333357270552061,1.449004616605502,,-0.0908288463235943,0.1354047171833046
2021-02-22 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ICX-USDT,0.043224555107279405,1.5116371965066688,,-0.1338493949341042,0.180153718118177
2021-02-23 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,ALPHA-USDT,-0.10351362783047491,1.355162146332775,,-0.0865407869035438,0.3069232103476471
2021-02-23 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,SAND-USDT,0.0011736019516874752,1.3567525672725642,,-0.3072048258099499,0.5426761088333956
2021-02-24 00:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,BAND-USDT,0.01099354799471186,1.3716680917378237,,0.0626740722852772,0.2278547143879051
2021-02-24 12:00:00,ÕÇµø·ùTrue+Õñ·ùFalse,RUNE-USDT,0.017765599203568794,1.3960365972959619,,0.0110606278653813,0.2408519036263464
